,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,bumplimit,imagelimit,trip
24,33571060,,,12/09/22(Fri)19:32:12,Anonymous,https://youtu.be/PlA_EB_alvc,QSpKj8JejaHnHBAL26XKtP-320-80,.jpg,320,320,250,250,1670632332077090,1670632332,9nKvcaW+QU5xA4BNmSuwAw==,7797,0,,dear-venus,11,5,6.0,3.0,"[{'no': 33571343, 'now': '12/09/22(Fri)20:15:08', 'name': 'Samael Ov Elohim', 'com': 'I&#039;ma speed run the abyss, I&#039;m sure there&#039;s no record holders just yet', 'time': 1670634908, 'resto': 33571060, 'trip': '!r9I9nF6TkQ'}, {'no': 33571400, 'now': '12/09/22(Fri)20:28:23', 'name': 'Anonymous', 'com': '<a href=""#p33571343"" class=""quotelink"">&gt;&gt;33571343</a><br>Do what thou wilt, but I just escaped from the Heart of Darkness and boy it strikes me as odd how most people can&#039;t into nice to your random encounter. Literally costs you nothing. I&#039;ve gone back to being an insider again because too many act negative and gay and really I just want to explore the beauty of the world with someone that appreciates.<br>https://youtu.be/GxeGS7b33Zw', 'filename': '1665175863102528', 'ext': '.jpg', 'w': 600, 'h': 650, 'tn_w': 115, 'tn_h': 125, 'tim': 1670635703351860, 'time': 1670635703, 'md5': 'L+We6mCfo3C3MsnM0gklow==', 'fsize': 152904, 'resto': 33571060}, {'no': 33571424, 'now': '12/09/22(Fri)20:31:29', 'name': 'Samael Ov Elohim', 'com': '<a href=""#p33571400"" class=""quotelink"">&gt;&gt;33571400</a><br><br>The world is a lot more beautiful on acid<br><br>https://youtu.be/n7BLGt0wU48', 'time': 1670635889, 'resto': 33571060, 'trip': '!r9I9nF6TkQ'}, {'no': 33571458, 'now': '12/09/22(Fri)20:37:02', 'name': 'Anonymous', 'com': '<a href=""#p33571424"" class=""quotelink"">&gt;&gt;33571424</a><br>I&#039;d prefer it on love. I&#039;m coopting your board to play playground slaps for a twin soul relationship because we&#039;re both to immature to say &quot;hi&quot; to each other. I don&#039;t know a specific way to &quot;tag&quot; her, so you&#039;re it Venus', 'filename': '1669487679336495', 'ext': '.jpg', 'w': 1070, 'h': 844, 'tn_w': 125, 'tn_h': 98, 'tim': 1670636222357303, 'time': 1670636222, 'md5': 'Rr82xjQNhwna0dz3jbHG8A==', 'fsize': 115495, 'resto': 33571060}, {'no': 33571474, 'now': '12/09/22(Fri)20:39:44', 'name': 'Samael Ov Elohim', 'com': '<a href=""#p33571458"" class=""quotelink"">&gt;&gt;33571458</a><br><br>Tag', 'time': 1670636384, 'resto': 33571060, 'trip': '!r9I9nF6TkQ'}]",1670636384,Dear Venus,0.0,0.0,
25,33571465,,,12/09/22(Fri)20:38:14,Anonymous,"8kun [top/] qresearch/ res/17915329 dot html<br><span class=""quote"">&gt;</span><br><span class=""quote"">&gt;ok look I took everything I have on this matter in Mississippi and put it in its own thread. that should stop Baker bitching and Jannie whining. see above</span>",Screenshot_20221207-144926,.png,1080,967,250,223,1670636294708081,1670636294,H0m/ACxsKJGMEz7pxuC2qw==,426550,0,,electric-rain-avoided-in-mississippi-is-no,0,0,,,,1670636294,electric rain avoided in Mississippi is no Chicago nigger crab but it will do,0.0,0.0,
26,33570689,,,12/09/22(Fri)18:21:36,Anonymous,How do I harness vril energy?,274B44F9-005E-4DDE-9F2E-4AF66C7D5453,.jpg,684,863,198,250,1670628096983829,1670628096,FI5iQMX/Vtt2WsFpL4Y2aQ==,88288,0,,how-do-i-harness-vril-energy,8,2,3.0,0.0,"[{'no': 33571028, 'now': '12/09/22(Fri)19:26:37', 'name': 'Anonymous', 'com': '<a href=""#p33570689"" class=""quotelink"">&gt;&gt;33570689</a><br>Expert on Vril here.<br>1. Have long hair.<br>2. Be a woman<br><br><span class=""quote"">&gt;you will never</span><br>be a woman', 'time': 1670631997, 'resto': 33570689}, {'no': 33571044, 'now': '12/09/22(Fri)19:29:50', 'name': 'Anonymous', 'com': '<a href=""#p33570689"" class=""quotelink"">&gt;&gt;33570689</a><br>You have to get internet poisoned hard enough, pretty much the only way. Then, when you get there, everyone just calls you a Nazi, have fun!', 'time': 1670632190, 'resto': 33570689}, {'no': 33571332, 'now': '12/09/22(Fri)20:13:42', 'name': 'Anonymous', 'com': '<a href=""#p33570689"" class=""quotelink"">&gt;&gt;33570689</a><br>op pic looks like my mom when she was young<br><br>i have german, swedish and finnish ancestry and live in the motherland.<br><br>i could teach you about things but i fear you are not pure enough. prove your worth and we will see.', 'filename': 'musta aurinko suolla', 'ext': '.jpg', 'w': 1079, 'h': 742, 'tn_w': 125, 'tn_h': 85, 'tim': 1670634822958872, 'time': 1670634822, 'md5': 'Yfm7rBK5fQH7vm5Z9eO5Jw==', 'fsize': 132946, 'resto': 33570689}, {'no': 33571369, 'now': '12/09/22(Fri)20:19:05', 'name': 'Anonymous', 'com': '<a href=""#p33570689"" class=""quotelink"">&gt;&gt;33570689</a><br>its so funny to look at the op pic cos i have 100% the same eyes, just like my mom does.', 'filename': 'nuuska musta aurinko', 'ext': '.jpg', 'w': 640, 'h': 902, 'tn_w': 88, 'tn_h': 125, 'tim': 1670635145104606, 'time': 1670635145, 'md5': '4adX/zx3g9QZSLmRP07xmA==', 'fsize': 108997, 'resto': 33570689}, {'no': 33571463, 'now': '12/09/22(Fri)20:38:10', 'name': 'Anonymous', 'com': '<a href=""#p33571044"" class=""quotelink"">&gt;&gt;33571044</a><br><span class=""quote"">&gt;internet poisoned hard enough</span><br>The opposite.<br><a href=""#p33570689"" class=""quotelink"">&gt;&gt;33570689</a><br>Maria Orsic was an incarnation of Aphrodite/Venus. At its core, vril energy is another way of saying sexual manifestation magic. The best way to utilize it is to find your twin flame and you&#039;ll be able to fuck each other&#039;s brains out with minimal to no energy loss/burnout, perhaps even strengthening each other should both your development(s) and soul compatibility be right. Failing that, simply finding another initiated sexual magic practitioner will get the job done, but could easily lead to burnout and an overall less potent spell so the first method is definitely preferred.', 'time': 1670636290, 'resto': 33570689}]",1670636290,,0.0,0.0,
27,33569561,,,12/09/22(Fri)15:40:33,Anonymous,My North Node is in Sagittarius and South Node is in Gemini. Can someone help me understand what this means?,abstract_mirror-1024x717,.jpg,1024,717,250,175,1670618433380658,1670618433,Z5OYm6JVXaxaX0SaNE3hEA==,100500,0,,my-north-node-is-in-sagittarius-and-south-node-is,2,0,,,"[{'no': 33569570, 'now': '12/09/22(Fri)15:42:53', 'name': 'Anonymous', 'com': 'The nodes are 180deg opposite so if your North node is in Sagittarius the south has to be in Gemini. <br><br>The house matters more.', 'time': 1670618573, 'resto': 33569561}, {'no': 33571454, 'now': '12/09/22(Fri)20:36:10', 'name': 'Anonymous', 'com': 'The house, sign and aspects are important for Rahu and Ketu. Entire books have been written on what they signify in the natal chart. <br><br>As a very basic reading:<br>Ketu in Sagitary indicates a childhood filled with a lot of study and learning, perhaps time spent in the city. Could indicate in the past life you were a scholar or bookworm or lived in the city. You might have be a scholarly bookworm for the first half of your life, but will eventually start to grow out of it as you get older, almost like this knowledge matures into wisdom.<br>As Ketu is a spiritual planet it can also indicate you did a lot of religious study. <br><br>Rahu in Sagitary: <br>Sagitary represents a sense of freedom, expansion, foreign travel, living in the wilderness or in isolated towns, philosophy, religion. <br>Rahu is a materialistic planet which creates illusions of worldly pleasures and the incentive and good luck to chase them. <br>Putting this together, means that Rahu-Sagitary would indicate a strong desire for freedom in life as you get older. Of course the keyword &quot;freedom&quot; will be different depending on what Sagitarian archetype you are drawing on. <br>But a person who strongly desires freedom and chases it strongly as they get older is kind of weird because most people get tied down with career and family as they get older, but Rahu-Sagitary can make people crave to do the opposite. <br><br>A lot depends on an overall reading of your chart though. Such as house placement for one thing.', 'time': 1670636170, 'resto': 33569561}]",1670636170,,0.0,0.0,
28,33565920,,,12/09/22(Fri)02:22:24,Anonymous,"I’ve wondered a bit about how Toby Fox was inspired to create Spamton, then it occurred to me today that Spamton reminds me of a very specific recurring nightmare I had as about an evil salesman from 5-7 years old. In fact I’ve seen the evil salesman trope a lot and out of pure curiosity wondered if anyone else had a dream about a creepy ass salesman pursuing you and your family/friends over multiple dreams? In my specific dream it was a man with purple hair shaped not unlike Spamton’s, and a yellow plaid jacket and green plaid pants. The tie was like blue or something, also plaid. He would approach AGGRESSIVELY trying to sell a product, and when we turned him down he pulled out a needle and started stabbing at each of us. And we ran. We always got away but he came back for at least two other dreams.<br><br>Is this a thing?? Did other people have this dream or worse- a real life terrifying salesman experience?",Spamton,.png,50,68,50,68,1670570544889554,1670570544,hGjv3mSUgTwZMKuJTi1EtA==,440,0,,did-anyone-else-have-the-spamton-nightmare-as-a,12,5,7.0,4.0,"[{'no': 33570826, 'now': '12/09/22(Fri)18:48:04', 'name': 'Anonymous', 'com': 'test', 'time': 1670629684, 'resto': 33565920}, {'no': 33570873, 'now': '12/09/22(Fri)18:58:40', 'name': 'Anonymous', 'com': '<a href=""#p33565920"" class=""quotelink"">&gt;&gt;33565920</a><br>Alright, until the op has more to say about his dream or anons come with IRL salesman experiences. This is now a laughing salesman thread. Post your favorite episodes and/or similar experiences.<br><br><span class=""quote"">&gt;DON!</span>', 'filename': '7505BD2B-73AD-4DF3-8DA3-37509D224748', 'ext': '.jpg', 'w': 300, 'h': 168, 'tn_w': 125, 'tn_h': 70, 'tim': 1670630320092067, 'time': 1670630320, 'md5': 'WKyZsteixKZ7DYQAAa1ojg==', 'fsize': 8745, 'resto': 33565920}, {'no': 33571285, 'now': '12/09/22(Fri)20:05:26', 'name': 'Anonymous', 'com': '<a href=""#p33565920"" class=""quotelink"">&gt;&gt;33565920</a><br>what were the products he was selling?<br><br>plaid is a pattern was it just differing shades or other colors involved?<br><br>can you outline this dream more or go through the next two?', 'time': 1670634326, 'resto': 33565920}, {'no': 33571408, 'now': '12/09/22(Fri)20:29:30', 'name': 'Anonymous', 'com': 'Don&#039;t be afraid of evil Salaryman<br>Salaryman Man is real<br>https://www.youtube.com/watch?v=UWK<wbr>g_E3mWsw', 'time': 1670635770, 'resto': 33565920}, {'no': 33571450, 'now': '12/09/22(Fri)20:35:50', 'name': 'Anonymous', 'com': '<a href=""#p33565920"" class=""quotelink"">&gt;&gt;33565920</a><br>No, I saw a white demon dog that would run extremely fast out of the corner of my vision. It was about as big as a horse but would blur so quickly I couldn’t see it, but I knew it was there', 'time': 1670636150, 'resto': 33565920}]",1670636150,Did anyone else have the “Spamton” nightmare as a kid?,0.0,0.0,
29,33512729,,,12/02/22(Fri)10:58:25,Anonymous,"is the vaccine the mark of the beast afterall?<br>https://archive.4plebs.org/pol/thre<wbr>ad/406676463/#406676721<br>&quot;You don&#039;t. The covid gene therapy injection is the Mark of the Beast as shown through several ways, such as the translations of charagma/charax and pharmakeia.<br><br>&quot;Mark&quot; in the concordance comes out to charagma, derived from charax = &quot;a pointed stake, a palisade&quot;, the exact terms that would have been used in the 1st century to describe a hypodermic needle.<br><br>The Bible indicates that almost the whole last generation alive, which according to Jesus will be those that see the creation of the modern state of Israel, will be &quot;deceived&quot; into taking the Mark through &quot;pharmakeia&quot;, the root word for &quot;pharmaceutical&quot;. Hence, we have a clear scriptural indication that the Mark will be a form of medicine delivered through something shaped like a pointed stake.<br><br>Furthermore, the vaccine is associated with &quot;Luciferase&quot;, which is obviously the name of the Beast. Look into Microsoft patent #060606, and the picture becomes clear. Nowhere in the Bible does it say we will know it is the Mark, on the contrary, Revelation 19:20 reads:<br><br>&quot;And the beast was taken...he DECEIVED them that had received the mark of the beast&quot;<br><br>The gene therapy injection is the Mark because it literally changes you out of the image of God. Jesus did not shed his blood for transhumans that modified their DNA. He will say to those: depart from me, I never knew you.<br><br>Let&#039;s take a look at the rider on the white horse, wearing a &quot;crown&quot; (corona), and carrying a &quot;bow&quot;. Interestingly enough, &quot;bow&quot; in the concordance translates to the Greek word &quot;toxon&quot;, meaning &quot;poison arrow&quot;, another striking congruence with a syringe.<br><br>You were warned, anons. Dont take it. Repent! For the full 60 or so pages outlining my case for the gene therapy injection being the Mark, a .pdf of my book can be found here:<br><br>https://www.docdroid.net/R6I5wtJ/th<wbr>e-more-rational-worldview-pdf &quot;",Screenshot 2022-12-02 at 17-56-38 _pol_ - Politically Incorrect » Thread #406676463,.png,1898,691,250,91,1669996705677332,1669996705,m3aAbIR3EjLv+pb77GmaWw==,113476,0,,is-the-vaccine-the-mark-of-the-beast-afterall,236,49,231.0,49.0,"[{'no': 33569676, 'now': '12/09/22(Fri)15:57:04', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=YQs<wbr>7IVvvVYw', 'time': 1670619424, 'resto': 33512729}, {'no': 33569995, 'now': '12/09/22(Fri)16:46:37', 'name': 'Anonymous', 'com': '<a href=""#p33514302"" class=""quotelink"">&gt;&gt;33514302</a><br>You are a dumb nigger. You are the blackest retard gorilla nigger I&#039;ve seen.', 'time': 1670622397, 'resto': 33512729}, {'no': 33570099, 'now': '12/09/22(Fri)17:01:23', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;REV 3:18 This calls for wisdom: let the one who has understanding calculate the number of the beast, for it is the number of a man, and his number is 666</span><br>gemetria schizos stay winning', 'time': 1670623283, 'resto': 33512729}, {'no': 33570246, 'now': '12/09/22(Fri)17:18:22', 'name': 'Anonymous', 'com': '<a href=""#p33512987"" class=""quotelink"">&gt;&gt;33512987</a><br>The problem is that many of the people currently running the world probably do secretly believe a lot of this stuff. You don&#039;t know what they believe.', 'time': 1670624302, 'resto': 33512729}, {'no': 33571446, 'now': '12/09/22(Fri)20:34:41', 'name': 'Anonymous', 'com': 'bump', 'time': 1670636081, 'resto': 33512729}]",1670636081,,0.0,0.0,
30,33568429,,,12/09/22(Fri)12:43:40,Anonymous,"how do i actually achieve gnosis or become buddhist?<br><br>i’m thinking of just applying for neetbux (i am literally fucked) and just going in whatever apartment they give me, only go out to eat food, and just silently wait to die.",880F31DB-B9BE-4434-8FC6-491F7B6FADF3,.jpg,736,717,250,243,1670607820660049,1670607820,mCOA34u7xgbBTaxlEZWMDg==,35548,0,,how-do-i-actually-achieve-gnosis-or-become,10,0,5.0,0.0,"[{'no': 33571030, 'now': '12/09/22(Fri)19:27:25', 'name': 'Anonymous', 'com': 'It&#039;s all inside of you, ignore all distractions and sit in meditation and just watch with truthfulness, courage and silence, watch how your being unfolds and gets peeled like an onion until you get to your core.', 'time': 1670632045, 'resto': 33568429}, {'no': 33571099, 'now': '12/09/22(Fri)19:37:27', 'name': 'Anonymous', 'com': '<a href=""#p33571030"" class=""quotelink"">&gt;&gt;33571030</a><br>i cant i live near dogs. another curse from god.', 'time': 1670632647, 'resto': 33568429}, {'no': 33571423, 'now': '12/09/22(Fri)20:31:29', 'name': 'Anonymous', 'com': 'Often lately when Im meditating and suddenly open my eyes. I momentarily see a strange light permeating everything. It never seems to happen when I consciously think of it and try to catch it by opening my eyes quickly though', 'time': 1670635889, 'resto': 33568429}, {'no': 33571434, 'now': '12/09/22(Fri)20:33:48', 'name': 'Anonymous', 'com': '<a href=""#p33571423"" class=""quotelink"">&gt;&gt;33571423</a><br>thats your light idiot', 'time': 1670636028, 'resto': 33568429}, {'no': 33571445, 'now': '12/09/22(Fri)20:34:39', 'name': 'Anonymous', 'com': '<a href=""#p33571423"" class=""quotelink"">&gt;&gt;33571423</a><br>i think that&#039;s just your eyes readjusting to light after being closed...very normal', 'time': 1670636079, 'resto': 33568429}]",1670636079,,0.0,0.0,
31,33552999,,,12/07/22(Wed)12:29:36,Anonymous,I want to know everything about taurus women. I am an aquarius man.,1664804478919441,.jpg,750,562,250,187,1670434176744105,1670434176,qwPgInbOjblv82+/IKln0g==,40437,0,,i-want-to-know-everything-about-taurus-women-i-am,101,10,96.0,10.0,"[{'no': 33571076, 'now': '12/09/22(Fri)19:34:55', 'name': 'Anonymous', 'com': '<a href=""#p33570935"" class=""quotelink"">&gt;&gt;33570935</a><br>i love being a taurus', 'time': 1670632495, 'resto': 33552999}, {'no': 33571176, 'now': '12/09/22(Fri)19:47:08', 'name': 'Anonymous', 'com': '<a href=""#p33571076"" class=""quotelink"">&gt;&gt;33571076</a><br>What&#039;s so great about this sign?', 'time': 1670633228, 'resto': 33552999}, {'no': 33571337, 'now': '12/09/22(Fri)20:14:16', 'name': 'Anonymous', 'com': '<a href=""#p33552999"" class=""quotelink"">&gt;&gt;33552999</a><br>im a taurus woman anon, born may 7th', 'time': 1670634856, 'resto': 33552999}, {'no': 33571397, 'now': '12/09/22(Fri)20:27:57', 'name': 'Anonymous', 'com': '<a href=""#p33569502"" class=""quotelink"">&gt;&gt;33569502</a><br><br>you only act like one, got it', 'time': 1670635677, 'resto': 33552999}, {'no': 33571441, 'now': '12/09/22(Fri)20:34:35', 'name': 'Anonymous', 'com': '<a href=""#p33570475"" class=""quotelink"">&gt;&gt;33570475</a><br><br>aquarius suns are great but i find aquarius moons can be quite restricted in their beliefs and intuitions. the saturn-ruled moon doesn&#039;t yield much wonder. they just want to abide by materialism and that&#039;s that. they do make for incredible rationalists of course', 'time': 1670636075, 'resto': 33552999}]",1670636075,,0.0,0.0,
32,33571135,,,12/09/22(Fri)19:41:21,Anonymous,Ok /x/ i admit it I am high right now i did eat some edibles. But i cant stop astraly projecting. I normally astraly project a few times a month but now every time I close my eyes I swear to God I&#039;m leaving my body. Im already paranoid i dont want to leave my body right now os there a way i can make this stop?,51GiHxCcfYL._SL500_,.jpg,500,500,250,250,1670632881308150,1670632881,jfGCQ3yreKyTFeoeIIQpxg==,32907,0,,cant-stop-astraly-projecting,5,2,,,"[{'no': 33571142, 'now': '12/09/22(Fri)19:42:36', 'name': 'Anonymous', 'com': 'Yeah, let it happen, it just might be a one shot deal', 'time': 1670632956, 'resto': 33571135}, {'no': 33571172, 'now': '12/09/22(Fri)19:46:58', 'name': 'Anonymous', 'com': 'Congrats, dumbass, you built an autonomous energetic parasite, so you could ride on its back and go on silly adventures, and of course it backfired. You need to destroy it and reabsorb its energy. Look up “trauma release exercises,” that should do the trick, maybe. Or grow the hell up, get your act together, and come crawling back to the Lord with your head buried in shame and beg Him for help. His blood was shed for this very reason; it’s a spiritual solvent.', 'time': 1670633218, 'resto': 33571135}, {'no': 33571187, 'now': '12/09/22(Fri)19:48:46', 'name': 'Ophi', 'com': '<a href=""#p33571135"" class=""quotelink"">&gt;&gt;33571135</a><br>stoner gets pwnt by the weed because he wanted to do shortcuts lmao', 'filename': '__komeiji_satori_touhou_drawn_by_konoha217__c59e31c50c62e8327ad07b9e5a7c17de', 'ext': '.jpg', 'w': 900, 'h': 1024, 'tn_w': 109, 'tn_h': 125, 'tim': 1670633326115831, 'time': 1670633326, 'md5': 'hN85ClwRlOCPggZEGrCbVw==', 'fsize': 119830, 'resto': 33571135}, {'no': 33571274, 'now': '12/09/22(Fri)20:03:56', 'name': 'Anonymous', 'com': '<a href=""#p33571135"" class=""quotelink"">&gt;&gt;33571135</a><br>If you were astrally projecting you wouldn&#039;t be writing this you&#039;re just high get over it', 'time': 1670634236, 'resto': 33571135}, {'no': 33571440, 'now': '12/09/22(Fri)20:34:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;tfw cant start astraly projecting</span>', 'filename': '200mad', 'ext': '.jpg', 'w': 169, 'h': 250, 'tn_w': 84, 'tn_h': 125, 'tim': 1670636071454867, 'time': 1670636071, 'md5': 'sWhX3VG1LfzBK3FIz/nN9A==', 'fsize': 9363, 'resto': 33571135}]",1670636071,Cant stop astraly projecting,0.0,0.0,
33,33537031,,,12/05/22(Mon)11:22:53,Anonymous,"We gather in these generals to discuss our experiences, memories, and connection with Mother Lilith, as well as give other anons who are interested or would like to learn more about Her information or advice.<br><br>To the mods: this is NOT a /succgen/, this is NOT a spirit love thread. Nothing about this thread or topic is inherently sexual in any way, shape, or form. Lilith represents many many many more qualities other than sex, and that&#039;s one of the things that us as her Chosen are trying to get out into the open. She is wisdom, intelligence, strength, love, peace. Sexuality is but one small part of who she is.<br><br>Last thread:<a href=""/x/thread/33506192#p33506192"" class=""quotelink"">&gt;&gt;33506192</a>",1669946011547727,.jpg,600,922,162,250,1670257373235184,1670257373,aEdZ2mVNY0MGDgxAPtZ2vQ==,75881,0,,lilithgen-8-redpill-me-edition,294,40,289.0,38.0,"[{'no': 33569947, 'now': '12/09/22(Fri)16:39:31', 'name': 'Melusine', 'com': '<a href=""#p33569575"" class=""quotelink"">&gt;&gt;33569575</a><br>Right... They&#039;re still more they have to purge from what I can gather but yes. I can&#039;t turn back even if I wanted to. It&#039;s hard for me to go back to doing and/or caring about certain things. I can hear and feel them easier now but can still feel certain things inside of me are missing despite not knowing what they are exactly. They still visit me (albeit nothing of much import happened this week and they seemed to be giving me a rest for the time being though like I mentioned before I feel empty and aimless the few times they aren&#039;t around). But during my time away I remember transforming me again and had me in a nice room and placed a seal on the door of it, basically saying that &quot;there are still refinements to be done&quot;. It&#039;s a bit a foggy but I think another version/clone/whatever of myself got killed once more', 'filename': '2ec871260a2a26d8d92a8c15d0963870', 'ext': '.png', 'w': 2894, 'h': 4093, 'tn_w': 88, 'tn_h': 125, 'tim': 1670621971842033, 'time': 1670621971, 'md5': 'LshxJgoqJtjZKowV0JY4cA==', 'fsize': 3858678, 'resto': 33537031, 'trip': '!Gv599Z9CwU'}, {'no': 33570027, 'now': '12/09/22(Fri)16:51:27', 'name': 'Anonymous', 'com': '<a href=""#p33560456"" class=""quotelink"">&gt;&gt;33560456</a><br>This. https://www.youtube.com/watch?v=ily<wbr>N638DKx8', 'time': 1670622687, 'resto': 33537031}, {'no': 33570666, 'now': '12/09/22(Fri)18:16:37', 'name': 'Mine', 'com': '<a href=""#p33561855"" class=""quotelink"">&gt;&gt;33561855</a><br><span class=""quote"">&gt;gay</span><br>Huh, I guess my prayer worked.<br><br><a href=""#p33562045"" class=""quotelink"">&gt;&gt;33562045</a><br>Kek, then I guess your favorite threads are the two best threads &lt;3', 'time': 1670627797, 'resto': 33537031, 'trip': '!!5y/lpatjp8y'}, {'no': 33570987, 'now': '12/09/22(Fri)19:21:25', 'name': 'Anonymous', 'com': '<a href=""#p33570666"" class=""quotelink"">&gt;&gt;33570666</a><br>Even more based digits. <br>And no, you&#039;re the best! ;-)', 'time': 1670631685, 'resto': 33537031}, {'no': 33571435, 'now': '12/09/22(Fri)20:33:56', 'name': 'Anonymous', 'com': '<a href=""#p33570666"" class=""quotelink"">&gt;&gt;33570666</a><br>Based', 'filename': '{{{masterpiece}}} Lilith, goddess, dubs, checked, {{{pointing at the upper right s-1524090817', 'ext': '.png', 'w': 512, 'h': 512, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636036966704, 'time': 1670636036, 'md5': '5Y5J1buaws1sxE1Su/OY9g==', 'fsize': 287993, 'resto': 33537031}]",1670636036,/Lilithgen/ #8 - Redpill me Edition,0.0,0.0,
34,33567386,,,12/09/22(Fri)09:24:11,Anonymous,"<span class=""quote"">&gt;Ape&#039;s Library</span><br>mega.nz/folder/jlEwhYyJ#iK4mVC4y5iw<wbr>k_cr3eIpX4g<br><br><span class=""quote"">&gt;Mysticism</span><br>Jewish — Jewish Meditation<br>Hindu — Raja Yoga<br>Taoist — Foundations of Internal Alchemy<br>Theravada — Knowing and Seeing<br>Zen — Zen Mind Beginner&#039;s Mind<br>Sufi — Sufism for Non-Sufis<br>Christian — Cloud of Unknowing<br><br><span class=""quote"">&gt;Grimoires</span><br>Agrippa&#039;s Three Books are a must<br>Arbatel should be the first grimoire to work with; later on you can work with Heptameron, Goetia, Book of Abramelin, Picatrix, etc.<br>The PGM tend to be pretty modular<br><br><span class=""quote"">&gt;Vajrayana</span><br>Intro to Tantra, Refining Gold. Garchen Rinpoche and HHDL&#039;s entire YouTube catalogs; you can even take empowerment and transmission from their recordings, if vows are understood. Look into centers in your area &amp; others that offer empowerment online. Avoid NKT, Rigpa, and Shambhala. You can also self-initiate with the Samadhi Empowerment<br>studybuddhism.com<br><br><span class=""quote"">&gt;Golden Dawn</span><br>In order: Tree of Life, Mystical Qaballah, Middle Pillar, Golden Dawn<br><br><span class=""quote"">&gt;Aurum Solis</span><br>Magical Philosophy (70s editions go from I-V, modern ones from I-III), then Planetary Magick<br>Their Practical Guide series for whatever<br><br><span class=""quote"">&gt;Martinism</span><br>In the Freemason folder there is Martinism folder — read everything<br>Then try to find Treatise on the Reintegration of Beings, as well as the works of Saint-Martin and Papus, in French<br>youtube.com/c/OrdreMartinistesSouve<wbr>rains<br><br><span class=""quote"">&gt;Aspire to A∴A∴</span><br>Have a basic understanding of the Golden Dawn system. Read Liber ABA, then go through this reading list:<br>ordoaa.org/studlist.htm<br>Focus on Liber Resh, E , RV, O, Astarte, and HHH<br>For a full curriculum, Mystical and Magical System of the A∴A∴<br><br><span class=""quote"">&gt;Chaos Magic</span><br>Liber Null and Psychonaut, Condensed Chaos, Liber Kaos, Hands-On Chaos Magic, Six Ways<br><br><span class=""quote"">&gt;Theosophy/Sophiology</span><br>Pseudo-Dionysius: The Complete Works<br>Angelic Spirituality<br>Theologia Mystica (janelead.org/resources.html)<br>Way to Christ first, then the rest of Jakob Böhme<br>jacobboehmeonline.com<br>Initiation into Three Worlds<br>An Outline of Sophiology<br><br>prev: <a href=""/x/thread/33551733#p33551733"" class=""quotelink"">&gt;&gt;33551733</a>",307841640,.jpg,526,677,194,250,1670595851363191,1670595851,1ErvKOHwKFj6iN5dMmTUqA==,79480,0,,omg-occultism-and-magick-general,64,12,59.0,12.0,"[{'no': 33571281, 'now': '12/09/22(Fri)20:05:02', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;nig nogs</span><br><span class=""quote"">&gt;gnosis</span><br>HAHAHAHAHAHAHA<br><br>Stick to consuming drugs and twerking over a dead goats butthole, my nigga. Swag.', 'time': 1670634302, 'resto': 33567386}, {'no': 33571302, 'now': '12/09/22(Fri)20:09:02', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;itt: retards don&#039;t know the elements</span><br>Read an actual esotericist, like Evola. Or is it too difficult and you need a picture book written by some hack making money?', 'time': 1670634542, 'resto': 33567386}, {'no': 33571312, 'now': '12/09/22(Fri)20:10:35', 'name': 'Anonymous', 'com': 'ummmm,<br><br>Is it true that the dialectical materialism and anything born out of it is faded to failure because it lacks a spiritual foundation?<br><br>What are the good readings related to this topic?', 'time': 1670634635, 'resto': 33567386}, {'no': 33571316, 'now': '12/09/22(Fri)20:11:16', 'name': 'P. Sevenleaf', 'com': '<a href=""#p33568393"" class=""quotelink"">&gt;&gt;33568393</a><br>No. Just, no, stop trying to make abrahamism &quot;edgy.&quot;', 'time': 1670634676, 'resto': 33567386}, {'no': 33571427, 'now': '12/09/22(Fri)20:32:01', 'name': 'Anonymous', 'com': '<a href=""#p33568407"" class=""quotelink"">&gt;&gt;33568407</a><br>If getting shafted for $25 is something you&#039;re worried about you are in for a treat walking the rest of this path', 'time': 1670635921, 'resto': 33567386}]",1670635921,/omg/ - occultism and magick general,0.0,0.0,
