,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,bumplimit,imagelimit,trip
101,33566403,,,12/09/22(Fri)04:32:59,Anonymous,"Why do these great bodies get worshipped the most?<br>Which Gods do you associate with these masses?<br>What can I learn from these mighty giants?<br>Why isn&#039;t Mercury, Neptune, and Uranus as powerfull?",56558687-0-image-a-10_1649841283423,.jpg,1908,1146,250,150,1670578379569162,1670578379,hpuHzv5JN9Yi507zMErHsQ==,81982,0,,luner-venus-mars-jupiter-saturn,5,0,,,"[{'no': 33567861, 'now': '12/09/22(Fri)10:56:44', 'name': 'Anonymous', 'com': '<a href=""#p33566403"" class=""quotelink"">&gt;&gt;33566403</a><br><span class=""quote"">&gt;Why isn&#039;t Mercury, Neptune, and Uranus as powerfull?</span><br>because you can&#039;t see them with the naked eye, dumbass', 'time': 1670601404, 'resto': 33566403}, {'no': 33567902, 'now': '12/09/22(Fri)11:09:09', 'name': 'Anonymous', 'com': '<a href=""#p33567861"" class=""quotelink"">&gt;&gt;33567861</a><br>/thread', 'time': 1670602149, 'resto': 33566403}, {'no': 33568631, 'now': '12/09/22(Fri)13:15:23', 'name': 'Anonymous', 'com': '<a href=""#p33567861"" class=""quotelink"">&gt;&gt;33567861</a><br><span class=""quote"">&gt;dumbass</span><br>Boomer or white trash', 'time': 1670609723, 'resto': 33566403}, {'no': 33570650, 'now': '12/09/22(Fri)18:13:50', 'name': 'Anonymous', 'com': '<a href=""#p33568631"" class=""quotelink"">&gt;&gt;33568631</a><br><span class=""quote"">&gt;&gt;dumbass</span><br><span class=""quote"">&gt;Boomer or white trash</span><br>nigger', 'time': 1670627630, 'resto': 33566403}, {'no': 33570713, 'now': '12/09/22(Fri)18:24:52', 'name': 'Anonymous', 'com': '<a href=""#p33566403"" class=""quotelink"">&gt;&gt;33566403</a><br>what&#039;s E?', 'time': 1670628292, 'resto': 33566403}]",1670628292,"Luner, Venus, Mars, Jupiter, Saturn",0.0,0.0,
102,33570681,,,12/09/22(Fri)18:19:50,Anonymous,What should I read to know more about this?<br>Where should I start,1670553741770825,.png,325,576,141,250,1670627990940659,1670627990,gmMXkfdpP19OVQvtfYMR/g==,169759,0,,what-should-i-read-to-know-more-about-this,0,0,,,,1670627990,,0.0,0.0,
103,33561613,,,12/08/22(Thu)15:06:15,Anonymous,He was right about everything. He was right and we laughed at him,0900B70D-1882-40DB-9E0E-D0BFCD0DA3A4,.jpg,500,500,250,250,1670529975919736,1670529975,U9HtD7LvZLwZRvZUE/gBdA==,156026,0,,he-was-right-about-everything-he-was-right-and-we,61,5,56.0,5.0,"[{'no': 33569615, 'now': '12/09/22(Fri)15:48:23', 'name': 'Anonymous', 'com': '<a href=""#p33564568"" class=""quotelink"">&gt;&gt;33564568</a><br>what is this, and how did you find it?<br>also I subscribed and gave it a like', 'time': 1670618903, 'resto': 33561613}, {'no': 33570171, 'now': '12/09/22(Fri)17:10:01', 'name': 'Anonymous', 'com': '<a href=""#p33561613"" class=""quotelink"">&gt;&gt;33561613</a><br>if whoever wrote this seems &quot;right&quot; to you.. it may be time to kys pig', 'time': 1670623801, 'resto': 33561613}, {'no': 33570231, 'now': '12/09/22(Fri)17:16:15', 'name': 'Anonymous', 'com': '<a href=""#p33562209"" class=""quotelink"">&gt;&gt;33562209</a><br>It&#039;s just indo-european <br>You can see the language evolution pretty clearly <br>Cryllic shares connection with sanskrit', 'time': 1670624175, 'resto': 33561613}, {'no': 33570488, 'now': '12/09/22(Fri)17:51:02', 'name': 'Anonymous', 'com': '<a href=""#p33570231"" class=""quotelink"">&gt;&gt;33570231</a><br>oh look, another moron parroting the glowie bullshit he was brainwashed with', 'time': 1670626262, 'resto': 33561613}, {'no': 33570671, 'now': '12/09/22(Fri)18:17:14', 'name': 'Anonymous', 'com': '<a href=""#p33561613"" class=""quotelink"">&gt;&gt;33561613</a><br>By Frankenstein does he mean transhumanism? Big think...', 'time': 1670627834, 'resto': 33561613}]",1670627834,,0.0,0.0,
104,33570656,,,12/09/22(Fri)18:14:34,Anonymous,https://tvtropes.org/pmwiki/pmwiki.<wbr>php/Main/ThePowerOfFriendship<br><br>Friendship Is Magic.,u70o5x6to6o51,.jpg,713,401,250,140,1670627674655898,1670627674,SY8C/ELL9ePteHBHNC9VTQ==,36251,0,,phi-philomancy-thread,1,1,,,"[{'no': 33571141, 'now': '12/09/22(Fri)19:42:34', 'name': 'Anonymous', 'filename': '1527033794642', 'ext': '.jpg', 'w': 652, 'h': 424, 'tn_w': 125, 'tn_h': 81, 'tim': 1670632954242761, 'time': 1670632954, 'md5': 'IfF4k81WLTknrO1m+so0nQ==', 'fsize': 74548, 'resto': 33570656}]",1670632954,/phi/ - Philomancy Thread,0.0,0.0,
105,33569594,,,12/09/22(Fri)15:45:31,Anonymous,"I want to know of some kind of philosopher who has really sappy, cheesy, naive, morals. Like the opposite of Nietzsche in terms of morals. I want someone who&#039;s a total optimist.<br><span class=""quote"">&gt;Love everybody equally</span><br><span class=""quote"">&gt;Kindness is most important</span><br>shit like that. Anyone fitting this description?",pepe writing,.gif,498,498,250,250,1670618731101675,1670618731,46egj4pu1DyKXr6EieypsA==,308206,0,,i-want-to-know-of-some-kind-of-philosopher-who,8,3,3.0,1.0,"[{'no': 33570287, 'now': '12/09/22(Fri)17:24:17', 'name': 'Anonymous', 'com': '<a href=""#p33569594"" class=""quotelink"">&gt;&gt;33569594</a><br>I think the pope is what you&#039;re looking for', 'filename': 'golems', 'ext': '.jpg', 'w': 615, 'h': 409, 'tn_w': 125, 'tn_h': 83, 'tim': 1670624657672452, 'time': 1670624657, 'md5': 'lKc9O9OJy62Wlp+yBfjNSg==', 'fsize': 47294, 'resto': 33569594}, {'no': 33570351, 'now': '12/09/22(Fri)17:32:49', 'name': 'Anonymous', 'com': 'You want Alfred North Whitehead, the philosopher of creativity.<br>https://iep.utm.edu/whitehed/', 'filename': '3813980-Alfred-North-Whitehead-Quote-Art-flourishes-where-there-is-a-sense', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670625169769396, 'time': 1670625169, 'md5': 'W164g01xXEDclbc5MGuVcg==', 'fsize': 526397, 'resto': 33569594}, {'no': 33570384, 'now': '12/09/22(Fri)17:36:49', 'name': 'Anonymous', 'com': 'Diogenes', 'time': 1670625409, 'resto': 33569594}, {'no': 33570409, 'now': '12/09/22(Fri)17:39:10', 'name': 'Anonymous', 'com': 'Jesus Christ our Lord and Savior', 'time': 1670625550, 'resto': 33569594}, {'no': 33570635, 'now': '12/09/22(Fri)18:10:46', 'name': 'Anonymous', 'com': '<a href=""#p33569594"" class=""quotelink"">&gt;&gt;33569594</a><br>he thinks Neetzchzee isn&#039;t Naive what a sodder', 'time': 1670627446, 'resto': 33569594}]",1670627446,,0.0,0.0,
106,33567155,,,12/09/22(Fri)08:34:22,Anonymous,Is there a way to consciously integrate your shadow so you don’t become a martyr that’s sacrificed for other people’s sins?,AFD42FE3-D1CA-471B-86B2-1670E5AA35C8,.jpg,784,819,239,250,1670592862467134,1670592862,4ciWQTcTKj1QH0vknH7RZQ==,87172,0,,is-there-a-way-to-consciously-integrate-your,38,10,33.0,8.0,"[{'no': 33569715, 'now': '12/09/22(Fri)16:03:52', 'name': 'Anonymous', 'com': '<a href=""#p33567155"" class=""quotelink"">&gt;&gt;33567155</a><br><span class=""quote"">&gt;other people’s sins</span>', 'filename': '1556330786931', 'ext': '.jpg', 'w': 718, 'h': 512, 'tn_w': 125, 'tn_h': 89, 'tim': 1670619832375159, 'time': 1670619832, 'md5': 'NGl1q9bN/f9q0R+eywn/Fw==', 'fsize': 24063, 'resto': 33567155}, {'no': 33569722, 'now': '12/09/22(Fri)16:04:55', 'name': 'Anonymous', 'com': '<a href=""#p33567155"" class=""quotelink"">&gt;&gt;33567155</a><br>BLACKED', 'time': 1670619895, 'resto': 33567155}, {'no': 33569743, 'now': '12/09/22(Fri)16:08:16', 'name': 'Anonymous', 'com': '<a href=""#p33569633"" class=""quotelink"">&gt;&gt;33569633</a><br>After you remove the root of desire you end up untangling the desires and projections of other folk<br>I ain&#039;t gonn lie brother this reveals a whole lot of new desires. All the hippies were wrong.', 'filename': 'local man from the North has slightest awakening', 'ext': '.jpg', 'w': 1080, 'h': 2280, 'tn_w': 59, 'tn_h': 125, 'tim': 1670620096778824, 'time': 1670620096, 'md5': 'xnwMpzy6LvxwvMpka1oYRQ==', 'fsize': 1022350, 'resto': 33567155}, {'no': 33569811, 'now': '12/09/22(Fri)16:18:02', 'name': 'Anonymous', 'com': '<a href=""#p33567155"" class=""quotelink"">&gt;&gt;33567155</a><br>Is it just me, or is OP trying to suggest that bbc porn is the same as &quot;integrating your shadow&quot;?', 'time': 1670620682, 'resto': 33567155}, {'no': 33570622, 'now': '12/09/22(Fri)18:08:37', 'name': 'Anonymous', 'com': '<a href=""#p33569743"" class=""quotelink"">&gt;&gt;33569743</a><br><br><span class=""quote"">&gt;i desire to transcend desire</span><br><br>it was a farce from the beginning', 'time': 1670627317, 'resto': 33567155}]",1670627317,,0.0,0.0,
107,33566078,,,12/09/22(Fri)03:04:27,Anonymous,Recommend authors and scientists such as Garry Nolan who talk about biological differences between experiencers and normies.,Akhenaton-wife-Nefertiti-rays-daughters-sun-god,.jpg,1600,1388,250,216,1670573067066700,1670573067,w0BBNupXMIbgi6yCyPD3Tg==,744742,0,,recommend-authors-and-scientists-such-as-garry,12,1,7.0,1.0,"[{'no': 33570216, 'now': '12/09/22(Fri)17:14:28', 'name': 'Anonymous', 'com': '<a href=""#p33569833"" class=""quotelink"">&gt;&gt;33569833</a><br>he&#039;s got close set eyes, microtelorism', 'time': 1670624068, 'resto': 33566078}, {'no': 33570236, 'now': '12/09/22(Fri)17:16:57', 'name': 'Anonymous', 'com': '<a href=""#p33566078"" class=""quotelink"">&gt;&gt;33566078</a><br>he&#039;s a public-facing deep-state tech transfer outlet, no individual invents or even manages all that medtech personally.', 'time': 1670624217, 'resto': 33566078}, {'no': 33570286, 'now': '12/09/22(Fri)17:24:16', 'name': 'Anonymous', 'com': '<a href=""#p33566078"" class=""quotelink"">&gt;&gt;33566078</a><br>You aren&#039;t special', 'time': 1670624656, 'resto': 33566078}, {'no': 33570498, 'now': '12/09/22(Fri)17:52:18', 'name': 'Anonymous', 'com': 'this dude just talked to a university class about aliens and UFOs last night', 'time': 1670626338, 'resto': 33566078}, {'no': 33570532, 'now': '12/09/22(Fri)17:56:06', 'name': 'Anonymous', 'com': '<a href=""#p33570286"" class=""quotelink"">&gt;&gt;33570286</a><br>What a deep thought. A jealous normie, christcuck NPC is anti-science.', 'time': 1670626566, 'resto': 33566078}]",1670626566,,0.0,0.0,
108,33564539,,,12/08/22(Thu)22:08:47,Anonymous,It is pure evil,Screenshot_20221208_230832,.jpg,1080,1895,142,250,1670555327838717,1670555327,iU4U5IjghSJjOYStAASkjg==,740520,0,,it-is-pure-evil,24,3,19.0,3.0,"[{'no': 33568326, 'now': '12/09/22(Fri)12:27:54', 'name': 'Anonymous', 'com': '<a href=""#p33564539"" class=""quotelink"">&gt;&gt;33564539</a><br>Just the left eye of the falmer', 'time': 1670606874, 'resto': 33564539}, {'no': 33569872, 'now': '12/09/22(Fri)16:27:06', 'name': 'Anonymous', 'com': '<a href=""#p33564586"" class=""quotelink"">&gt;&gt;33564586</a><br>Oh no dude did you really just bring up candlej', 'time': 1670621226, 'resto': 33564539}, {'no': 33570170, 'now': '12/09/22(Fri)17:09:50', 'name': 'Anonymous', 'com': '<a href=""#p33569872"" class=""quotelink"">&gt;&gt;33569872</a><br>Sorry I&#039;m new, who is candleja', 'time': 1670623790, 'resto': 33564539}, {'no': 33570312, 'now': '12/09/22(Fri)17:27:39', 'name': 'Anonymous', 'com': '<a href=""#p33564586"" class=""quotelink"">&gt;&gt;33564586</a><br>Now that&#039;s a name I haven&#039;t heard in y', 'time': 1670624859, 'resto': 33564539}, {'no': 33570479, 'now': '12/09/22(Fri)17:49:53', 'name': 'Anonymous', 'com': '<a href=""#p33564586"" class=""quotelink"">&gt;&gt;33564586</a><br>lo', 'time': 1670626193, 'resto': 33564539}]",1670626193,,0.0,0.0,
109,33567875,,,12/09/22(Fri)10:59:49,Anonymous,,hawaiipartii,.jpg,500,500,250,250,1670601589208108,1670601589,sgYHUnsYtwb5NiceZ/u+xw==,62830,0,,x-music,27,9,22.0,7.0,"[{'no': 33570309, 'now': '12/09/22(Fri)17:27:17', 'name': 'Anonymous', 'com': '<a href=""#p33568091"" class=""quotelink"">&gt;&gt;33568091</a><br>classic', 'time': 1670624837, 'resto': 33567875}, {'no': 33570311, 'now': '12/09/22(Fri)17:27:35', 'name': 'Anonymous', 'com': '<a href=""#p33568563"" class=""quotelink"">&gt;&gt;33568563</a><br><span class=""quote"">&gt;Deciphering the codes in you</span><br>Well that&#039;s vaguely /x/', 'time': 1670624855, 'resto': 33567875}, {'no': 33570434, 'now': '12/09/22(Fri)17:42:33', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=gGH<wbr>_16SICL0', 'filename': 'Mimic', 'ext': '.jpg', 'w': 512, 'h': 512, 'tn_w': 125, 'tn_h': 125, 'tim': 1670625753082573, 'time': 1670625753, 'md5': 'OLNbyaTIjGbN79vIopmkZw==', 'fsize': 31993, 'resto': 33567875}, {'no': 33570443, 'now': '12/09/22(Fri)17:43:52', 'name': 'Anonymous', 'com': 'https://youtu.be/zf064wc4P50', 'time': 1670625832, 'resto': 33567875}, {'no': 33570462, 'now': '12/09/22(Fri)17:46:56', 'name': 'Anonymous', 'com': '<a href=""#p33567875"" class=""quotelink"">&gt;&gt;33567875</a><br>https://www.youtube.com/watch?v=8GA<wbr>wNTtOXk4', 'filename': 'a2993486333_10', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670626016267312, 'time': 1670626016, 'md5': '4TDFMotwQPdBHrjLUnpSdQ==', 'fsize': 167717, 'resto': 33567875}]",1670626016,/x/ music,0.0,0.0,
110,33568880,,,12/09/22(Fri)13:54:18,Anonymous,Why do aliens let asteroids hit the earth that cause mass extinction? Ya&#039;ll really traveled across the galaxy to watch us and can&#039;t calculate an asteroid will hit us in 1000 years and go tap it off course?,1669131692885341,.jpg,976,850,249,217,1670612058452322,1670612058,lxXuqhH48YAGHHAvoQtGHg==,89381,0,,why-do-aliens-let-asteroids-hit-the-earth-that,14,3,9.0,3.0,"[{'no': 33569104, 'now': '12/09/22(Fri)14:32:02', 'name': 'Anonymous', 'com': '<a href=""#p33568880"" class=""quotelink"">&gt;&gt;33568880</a><br>Why would they stop something that they traveled light-years to watch?', 'time': 1670614322, 'resto': 33568880}, {'no': 33569110, 'now': '12/09/22(Fri)14:32:46', 'name': 'Anonymous', 'com': '<a href=""#p33568969"" class=""quotelink"">&gt;&gt;33568969</a><br><span class=""quote"">&gt;and Chronozon is then sent to destroy your blocks that from accepting the law.</span><br>This would be the job of your spiritual guide or tutelary deity. The art of the craft is to show the way, don&#039;t tell the way and to teach people to resolve their blocks rather than having them destroyed. Teach a man to fish vs giving the fish. You gain nothing and learn nothing if things are removed. <br>It would also be equally absurd if law was tied to someone&#039;s true will or intent. True will comes from within not without. You can&#039;t force someone to live according to some external directive, no matter how you package it. <br>The law concerns the benefit of groups not individual beings and even then there might be a group of beings who aren&#039;t part of the clique and do their own thing. Quite a hassle they can be.', 'time': 1670614366, 'resto': 33568880}, {'no': 33569612, 'now': '12/09/22(Fri)15:48:04', 'name': 'Anonymous', 'com': '<a href=""#p33568880"" class=""quotelink"">&gt;&gt;33568880</a><br>actually we have the ability to do this our self if we detect it in advance.', 'time': 1670618884, 'resto': 33568880}, {'no': 33569625, 'now': '12/09/22(Fri)15:50:14', 'name': 'Anonymous', 'com': '<a href=""#p33569612"" class=""quotelink"">&gt;&gt;33569612</a><br><span class=""quote"">&gt;do nothing</span><br><span class=""quote"">&gt;achieve</span>', 'time': 1670619014, 'resto': 33568880}, {'no': 33570407, 'now': '12/09/22(Fri)17:38:54', 'name': 'Anonymous', 'com': '<a href=""#p33569625"" class=""quotelink"">&gt;&gt;33569625</a><br>achievement unlocked?', 'time': 1670625534, 'resto': 33568880}]",1670625534,,0.0,0.0,
111,33569206,,,12/09/22(Fri)14:48:37,Anonymous,Is anyone here familiar with the rules and tactics of kaballah magic?<br><br>I know one of them is telling the person what your going to do before you do it. Somehow in their minds it absolves them of the “sin”. Are there any other tactics or rules like this ? Ver curious to find out.,B89ED5EB-6FC2-4AF9-9AD5-B97F22A70612,.jpg,500,647,193,250,1670615317464880,1670615317,9uU7gEYnyooneqwQh99xMg==,176106,0,,rules-of-kaballah,17,7,12.0,4.0,"[{'no': 33569666, 'now': '12/09/22(Fri)15:55:18', 'name': 'Anonymous', 'com': '<a href=""#p33569657"" class=""quotelink"">&gt;&gt;33569657</a><br>*smashed 1/2liter*', 'time': 1670619318, 'resto': 33569206}, {'no': 33569712, 'now': '12/09/22(Fri)16:03:41', 'name': 'Anonymous', 'com': '<a href=""#p33569657"" class=""quotelink"">&gt;&gt;33569657</a><br>oh right schizotypal gay paris<br>*clothed a-hole!*', 'filename': '1670110591189607', 'ext': '.jpg', 'w': 720, 'h': 900, 'tn_w': 100, 'tn_h': 125, 'tim': 1670619821592279, 'time': 1670619821, 'md5': 'NEKrTHPbJGS9C6zvdu4SMw==', 'fsize': 107004, 'resto': 33569206}, {'no': 33569740, 'now': '12/09/22(Fri)16:07:47', 'name': 'Anonymous', 'com': '<a href=""#p33569712"" class=""quotelink"">&gt;&gt;33569712</a><br>norwegian princess &quot;aorta&quot;<br><br>Arctic<br>Ocean<br>Recent<br>Territorial<br>Acquisitions<br><br>^post war', 'filename': '1663946634973391', 'ext': '.jpg', 'w': 667, 'h': 1000, 'tn_w': 83, 'tn_h': 125, 'tim': 1670620067652103, 'time': 1670620067, 'md5': 'uwDz4olSodId4Hg6o/XgMA==', 'fsize': 459485, 'resto': 33569206}, {'no': 33569746, 'now': '12/09/22(Fri)16:08:48', 'name': 'Anonymous', 'com': '<a href=""#p33569740"" class=""quotelink"">&gt;&gt;33569740</a><br>also i am you from the future', 'time': 1670620128, 'resto': 33569206}, {'no': 33570333, 'now': '12/09/22(Fri)17:30:41', 'name': 'Anonymous', 'com': '<a href=""#p33569206"" class=""quotelink"">&gt;&gt;33569206</a><br><span class=""quote"">&gt;retarded post</span><br><span class=""quote"">&gt;frogposter</span><br>Like pottery. If you want to learn about kabbalah, read a fucking book on the subject instead of regurgitating whatever /pol/ says about it.', 'filename': '1664324508758725', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670625041268935, 'time': 1670625041, 'md5': 'El7ZctLJ75E2WA3QEMZxmw==', 'fsize': 87933, 'resto': 33569206}]",1670625041,Rules of Kaballah,0.0,0.0,
112,33568695,,,12/09/22(Fri)13:25:21,Anonymous,"<span class=""quote"">&gt;Theravada</span><br>Selfish believers who completely missed the point of the Buddha&#039;s message of universal salvation. They believe escaping to their little nirvana world and leaving others behind is the highest accomplishment for a Buddha.<br><span class=""quote"">&gt;Zen</span><br>Discards most of the teachings to engage in pure meditation, has become the laughinstock of the west<br><span class=""quote"">&gt;Pure Land</span><br>Full of faggots and trannies, degenerates who will be reborn as hungry ghosts<br><span class=""quote"">&gt;Tendai</span><br>Used to be true but has degenerated into Pure Land<br><span class=""quote"">&gt;Vajrayana</span><br>Crypto-Hinduism based on gobbledygook occultism and meme-like empowerment tiers.<br><span class=""quote"">&gt;Nichiren Buddhism</span><br>Is based on the final teaching of the Buddha, the One Vehicle integrating all the previous teachings, has more than 1000 years of scholarship provided by Ziyi, Tendai and Nichiren. Everybody can be saved, the practice and meditation doesn&#039;t require any skills, and the religion is firmly rooted in the Pali Canon.<br>Out of all the buddhist denominations, Nichiren Buddhism is the only beacon of light shining on the minds of bodhisattvas in this age of Mappo. Nichiren Buddhism is staunchly anti-modernism, anti-wokeism, anti-globalism. Nichiren Buddhism respects the true teaching of the Buddha and can lead everybody to perfect enlightenment.",nichiren-shonin-by-takahashi-yuichi-myohoji-suginami-6a5e25-small,.jpg,499,603,206,250,1670610321712108,1670610321,I44V9crR5CpdgZqglYEHmg==,245935,0,,nichiren-buddhism-is-the-only-true-buddhist,26,5,21.0,3.0,"[{'no': 33569774, 'now': '12/09/22(Fri)16:13:07', 'name': 'Anonymous', 'com': '<a href=""#p33569687"" class=""quotelink"">&gt;&gt;33569687</a><br>Holy shit japs are just built different.', 'filename': '1662069880643318', 'ext': '.jpg', 'w': 609, 'h': 503, 'tn_w': 125, 'tn_h': 103, 'tim': 1670620387839927, 'time': 1670620387, 'md5': 'HC/IpH7rP7rt/ID5HuLfOA==', 'fsize': 26359, 'resto': 33568695}, {'no': 33569916, 'now': '12/09/22(Fri)16:34:35', 'name': 'Anonymous', 'com': '<a href=""#p33569687"" class=""quotelink"">&gt;&gt;33569687</a><br>Nichiren Buddhists were never homosexual degenerates', 'time': 1670621675, 'resto': 33568695}, {'no': 33570098, 'now': '12/09/22(Fri)17:01:22', 'name': 'Anonymous', 'com': '<a href=""#p33569916"" class=""quotelink"">&gt;&gt;33569916</a><br>Is that so.<br>So in your opinion which one of your Japanese Buddhist denomination were openly dicking kids back in the good ol&#039; days?', 'time': 1670623282, 'resto': 33568695}, {'no': 33570114, 'now': '12/09/22(Fri)17:03:02', 'name': 'Anonymous', 'com': '<a href=""#p33570098"" class=""quotelink"">&gt;&gt;33570098</a><br>Either Shingon or Jodo', 'time': 1670623382, 'resto': 33568695}, {'no': 33570323, 'now': '12/09/22(Fri)17:29:30', 'name': 'Anonymous', 'com': '<a href=""#p33569687"" class=""quotelink"">&gt;&gt;33569687</a><br><span class=""quote"">&gt;spending a week ritualizing prepubescent boys into bodhisattvas</span><br><span class=""quote"">&gt;serve as official sutra approved temple sex slaves for the next half decade</span><br><span class=""quote"">&gt;added benefit of accelerating enlightenment since you are fucking a literal demi-god</span><br>HAHHAHAHAHAHA how do you even come up with these stuff.<br>And people here thought those Thai meth monks a few weeks back were kek worthy.<br>Land of the rising sun, 1,000 AD, stay based you beautiful bastards KEK.', 'filename': '1661732886340238', 'ext': '.jpg', 'w': 798, 'h': 770, 'tn_w': 125, 'tn_h': 120, 'tim': 1670624970065505, 'time': 1670624970, 'md5': '6cVPFB2l3ups6RzmvyLOYA==', 'fsize': 199865, 'resto': 33568695}]",1670624970,Nichiren Buddhism is the only true buddhist denomination,0.0,0.0,
113,33546539,,,12/06/22(Tue)15:49:32,Anonymous,"<span class=""quote"">&gt;if magic was true, everyone would be practicing it and becoming rich.</span><br><br>How will /x/ ever recover from this?",7435654653466646,.jpg,591,929,159,250,1670359772093639,1670359772,3U6iz13wUhmmDXuqWeT3tg==,111976,0,,if-magic-was-true-everyone-would-be-practicing-it,272,35,267.0,34.0,"[{'no': 33568764, 'now': '12/09/22(Fri)13:36:45', 'name': 'Anonymous', 'com': '<a href=""#p33548378"" class=""quotelink"">&gt;&gt;33548378</a><br>Can you give example how it would be different in the past?', 'time': 1670611005, 'resto': 33546539}, {'no': 33569703, 'now': '12/09/22(Fri)16:01:40', 'name': 'Anonymous', 'com': '<a href=""#p33547059"" class=""quotelink"">&gt;&gt;33547059</a><br>Ma&#039;at.', 'time': 1670619700, 'resto': 33546539}, {'no': 33569721, 'now': '12/09/22(Fri)16:04:40', 'name': 'Anonymous', 'com': '<a href=""#p33569703"" class=""quotelink"">&gt;&gt;33569703</a><br>Forgot the picrel. Let things return to what they should be!', 'filename': 'maat', 'ext': '.png', 'w': 330, 'h': 684, 'tn_w': 60, 'tn_h': 125, 'tim': 1670619880154783, 'time': 1670619880, 'md5': 'TOKYAWRYJOv7zvdUmnVLwQ==', 'fsize': 52549, 'resto': 33546539}, {'no': 33569883, 'now': '12/09/22(Fri)16:29:33', 'name': 'Anonymous', 'com': '<a href=""#p33546539"" class=""quotelink"">&gt;&gt;33546539</a><br>&quot;if nuclear energy was true, everyone would build reactors and get unlimited electricity for free&quot;<br><span class=""quote"">&gt;kek</span>', 'time': 1670621373, 'resto': 33546539}, {'no': 33570284, 'now': '12/09/22(Fri)17:23:53', 'name': 'Anonymous', 'com': 'Based on these analogies (a lot of them are really retarded btw), I guess the moral of the story is magic is hard, that&#039;s why most people don&#039;t into it', 'time': 1670624633, 'resto': 33546539}]",1670624633,,0.0,0.0,
114,33570090,,,12/09/22(Fri)17:00:22,Anonymous,"Any idea what this number means? It’s taking over my life. [spoiler] and by that I mean it’s the phone extension for a friend, area code for THAT girl, contained in both my current address and the address for the house I grew up in, and on this bottle we use to keep drill bits in at work [/spoiler]",846BB7D7-52C9-4FDA-A5D1-E6DB45462551,.jpg,4032,3024,250,187,1670623222022084,1670623222,D844gqUbP9CutXXltjr9nw==,2965439,0,,numerology,2,0,,,"[{'no': 33570116, 'now': '12/09/22(Fri)17:03:19', 'name': 'Anonymous', 'com': '<a href=""#p33570090"" class=""quotelink"">&gt;&gt;33570090</a><br>thats ur SAT score', 'time': 1670623399, 'resto': 33570090}, {'no': 33570269, 'now': '12/09/22(Fri)17:21:56', 'name': 'Anonymous', 'com': '<a href=""#p33570090"" class=""quotelink"">&gt;&gt;33570090</a><br>yeah but what&#039;s your social security and credit card numbers haha', 'time': 1670624516, 'resto': 33570090}]",1670624516,Numerology,0.0,0.0,
