,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,country,bumplimit,imagelimit,country_name,omitted_posts,omitted_images,last_replies,trip
34,174889207,,,12/11/22(Sun)06:42:50,Anonymous,,"<span class=""quote"">&gt;mom is asking what &quot;incel&quot; means</span>",1670757954444668,.png,512,468,250,228,1670758970864358,1670758970,n/RUAnkAxV9rHwwZRJ80cA==,128364,0,,mom-is-asking-what-incel-means,11,1,1670760731,PL,0.0,0.0,Poland,6.0,0.0,"[{'no': 174889412, 'now': '12/11/22(Sun)06:48:51', 'name': 'Anonymous', 'com': '<a href=""#p174889303"" class=""quotelink"">&gt;&gt;174889303</a><br>It was me all along!', 'time': 1670759331, 'resto': 174889207, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174889449, 'now': '12/11/22(Sun)06:49:53', 'name': 'Anonymous', 'com': '<a href=""#p174889316"" class=""quotelink"">&gt;&gt;174889316</a><br>Frog website <br>Seethe about it', 'filename': '1670187272627987', 'ext': '.png', 'w': 1920, 'h': 892, 'tn_w': 125, 'tn_h': 58, 'tim': 1670759393763557, 'time': 1670759393, 'md5': 'IITT9DuR/2NggK24A61Etg==', 'fsize': 618750, 'resto': 174889207, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 174889457, 'now': '12/11/22(Sun)06:50:09', 'name': 'Anonymous', 'com': '<a href=""#p174889412"" class=""quotelink"">&gt;&gt;174889412</a><br>lmao why are poles such cute posters &lt;3', 'time': 1670759409, 'resto': 174889207, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174889925, 'now': '12/11/22(Sun)07:02:51', 'name': 'Anonymous', 'com': 'tell her incels are internet celebrities', 'time': 1670760171, 'resto': 174889207, 'country': 'KG', 'country_name': 'Kyrgyzstan'}, {'no': 174890266, 'now': '12/11/22(Sun)07:12:11', 'name': 'Anonymous', 'com': '<a href=""#p174889207"" class=""quotelink"">&gt;&gt;174889207</a><br>She saw something about incels in the news and thinks you’re one of them (and she’s right)', 'time': 1670760731, 'resto': 174889207, 'country': 'US', 'country_name': 'United States'}]",
35,174889038,,,12/11/22(Sun)06:38:04,Anonymous,,Do Europeans consider them European?,Flag_of_Georgia.svg,.png,2560,1707,250,166,1670758684877001,1670758684,q7yZ/JWRpwT4JC8vkFj7UA==,25275,0,,do-europeans-consider-them-european,15,2,1670760726,US,0.0,0.0,United States,10.0,1.0,"[{'no': 174890051, 'now': '12/11/22(Sun)07:06:27', 'name': 'Anonymous', 'com': '<a href=""#p174889640"" class=""quotelink"">&gt;&gt;174889640</a><br>Thats where the line betwwen EU and not EU currently resides', 'time': 1670760387, 'resto': 174889038, 'country': 'FR', 'country_name': 'France'}, {'no': 174890057, 'now': '12/11/22(Sun)07:06:32', 'name': 'Anonymous', 'com': '<a href=""#p174889038"" class=""quotelink"">&gt;&gt;174889038</a><br>We are ethnically distant from Indo-Europeans.<br>Geographically we are about as close as it gets to Europe while not being fully European.<br>Culturally we are definitely Western oriented while also keeping Eastern specific მსოფლმხედველობა.<br><br>All in all I consider myself Georgian first, Caucasian second, European third.', 'time': 1670760392, 'resto': 174889038, 'country': 'GE', 'country_name': 'Georgia'}, {'no': 174890155, 'now': '12/11/22(Sun)07:09:16', 'name': 'Anonymous', 'com': '<a href=""#p174890057"" class=""quotelink"">&gt;&gt;174890057</a><br>All you had to say is that you&#039;re brown', 'time': 1670760556, 'resto': 174889038, 'country': 'US', 'country_name': 'United States'}, {'no': 174890215, 'now': '12/11/22(Sun)07:10:48', 'name': 'Anonymous', 'com': '<a href=""#p174890155"" class=""quotelink"">&gt;&gt;174890155</a><br>I&#039;ll have you know that I&#039;m a blue eye gene carrier<br>Your argument is obliterated', 'time': 1670760648, 'resto': 174889038, 'country': 'GE', 'country_name': 'Georgia'}, {'no': 174890261, 'now': '12/11/22(Sun)07:12:06', 'name': 'Anonymous', 'com': '<a href=""#p174889038"" class=""quotelink"">&gt;&gt;174889038</a><br>I am a european bashkir <br>No, I don&#039;t consider them europeans', 'filename': 'IMG_20221211_171048', 'ext': '.jpg', 'w': 476, 'h': 346, 'tn_w': 125, 'tn_h': 90, 'tim': 1670760726643629, 'time': 1670760726, 'md5': 'YVHfCpPI6JlcDFkDOyq/9A==', 'fsize': 39334, 'resto': 174889038, 'country': 'RU', 'country_name': 'Russian Federation'}]",
36,174885235,,,12/11/22(Sun)04:03:13,Anonymous,,"Did you know it&#039;s common in Japan to surgically remove dogs&#039; vocal cords so they can&#039;t bark?<br>Owners and breeders usually have it done to avoid noise complaints. If a dog gets noise complaints, it may be forcibly euthanized.<br>https://www.koinuno-heya.com/seikei<wbr>/devocalization.html<br>https://www.youtube.com/watch?v=LoP<wbr>S7J1h7ac",1652592600939,.jpg,2048,1536,250,187,1670749393726377,1670749393,NkA/KoyOoda3lzsvxD1Ovg==,422443,0,,did-you-know-its-common-in-japan-to-surgically,13,1,1670760719,US,0.0,0.0,United States,8.0,0.0,"[{'no': 174886723, 'now': '12/11/22(Sun)05:18:21', 'name': 'Anonymous', 'com': '<a href=""#p174886437"" class=""quotelink"">&gt;&gt;174886437</a><br><span class=""quote"">&gt;link you posted says it&#039;s common in Europe and US</span><br>You are disingenuous. The article brings up examples of how devocalisation is banned in the UK, 23 countries in Europe and parts of the US.', 'time': 1670753901, 'resto': 174885235, 'country': 'SG', 'country_name': 'Singapore'}, {'no': 174886752, 'now': '12/11/22(Sun)05:19:32', 'name': 'Anonymous', 'com': '<a href=""#p174885235"" class=""quotelink"">&gt;&gt;174885235</a><br>ok<br>have more dog sopa', 'filename': 'David Kim', 'ext': '.jpg', 'w': 1049, 'h': 1454, 'tn_w': 90, 'tn_h': 125, 'tim': 1670753972509408, 'time': 1670753972, 'md5': 'iEF8UGnMsGkXBmIuNwCeZA==', 'fsize': 286198, 'resto': 174885235, 'country': 'JP', 'country_name': 'Japan'}, {'no': 174886961, 'now': '12/11/22(Sun)05:29:35', 'name': 'Anonymous', 'com': '<a href=""#p174886752"" class=""quotelink"">&gt;&gt;174886752</a><br>Sopa de chihuahua, uma delicia', 'time': 1670754575, 'resto': 174885235, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 174888992, 'now': '12/11/22(Sun)06:36:52', 'name': 'Anonymous', 'com': 'They&#039;re just applying what they learnt during the unit 731 experiments', 'time': 1670758612, 'resto': 174885235, 'country': 'IT', 'country_name': 'Italy'}, {'no': 174890253, 'now': '12/11/22(Sun)07:11:59', 'name': 'Anonymous', 'com': '<a href=""#p174885235"" class=""quotelink"">&gt;&gt;174885235</a><br>good, barking is annoying and useless unless you&#039;re keeping it to defend yourself or herd cattle or something, the former of which doesn&#039;t seem that necessary in Japan.<br>my family has a small dog and he would always get into trouble with bigger dogs by barking at them and would have to be protected, not the other way around. now he&#039;s old and senile and just barks or howls for no apparent reason.', 'time': 1670760719, 'resto': 174885235, 'country': 'DE', 'country_name': 'Germany'}]",
37,174888856,,,12/11/22(Sun)06:32:59,Anonymous,,Anyone else have a stong dislike for brown &quot;people&quot;?,1669304652932003,.jpg,1261,690,250,136,1670758379299989,1670758379,TlHhgjgUHuzJQaMfNG1dGg==,141920,0,,anyone-else-have-a-stong-dislike-for-brown-people,29,9,1670760717,FI,0.0,0.0,Finland,24.0,7.0,"[{'no': 174890062, 'now': '12/11/22(Sun)07:06:38', 'name': 'Anonymous', 'com': '<a href=""#p174888856"" class=""quotelink"">&gt;&gt;174888856</a><br>That&#039;s more green than brown, and if brown truly was ugly white people would still look white in 2022. Yet all I see is overtanned white people walking around with a black man&#039;s haircut from 2003 known today as the &quot;zoomer haircut&quot;. Brown so bad, but whites can&#039;t stop copying their hair, their features, their music, their speech.. kek<br><a href=""#p174889903"" class=""quotelink"">&gt;&gt;174889903</a><br>This looks nothing like the color in OP lol', 'filename': 'black-man-haircut 2003', 'ext': '.png', 'w': 750, 'h': 750, 'tn_w': 125, 'tn_h': 125, 'tim': 1670760398306300, 'time': 1670760398, 'md5': '6JFdO8vHeQXWlldDR1tNOw==', 'fsize': 885515, 'resto': 174888856, 'country': 'US', 'country_name': 'United States'}, {'no': 174890075, 'now': '12/11/22(Sun)07:07:11', 'name': 'Anonymous', 'com': '<a href=""#p174890020"" class=""quotelink"">&gt;&gt;174890020</a><br>Still not the color lol', 'time': 1670760431, 'resto': 174888856, 'country': 'US', 'country_name': 'United States'}, {'no': 174890106, 'now': '12/11/22(Sun)07:08:02', 'name': 'Anonymous', 'com': '<a href=""#p174889935"" class=""quotelink"">&gt;&gt;174889935</a><br>How do people survive in Latin america?<br><br>It seems like such a dangerous place according to 4chan.<br>What are some basic rules every latam follows and knows by heart by being raised there compared to clueless visitors?', 'time': 1670760482, 'resto': 174888856, 'country': 'RU', 'country_name': 'Russian Federation'}, {'no': 174890129, 'now': '12/11/22(Sun)07:08:41', 'name': 'Anonymous', 'com': '<a href=""#p174889903"" class=""quotelink"">&gt;&gt;174889903</a><br>No, there&#039;s a greenish hue that I&#039;ve never seen any humans have before, <a href=""#p174889836"" class=""quotelink"">&gt;&gt;174889836</a> is right', 'time': 1670760521, 'resto': 174888856, 'country': 'ES', 'country_name': 'Spain'}, {'no': 174890252, 'now': '12/11/22(Sun)07:11:57', 'name': 'Anonymous', 'com': '<a href=""#p174890045"" class=""quotelink"">&gt;&gt;174890045</a><br>This, some Tarahumara niggas be dark as heck, dem chill niggas doe', 'filename': 'Chihuahua', 'ext': '.png', 'w': 500, 'h': 375, 'tn_w': 125, 'tn_h': 93, 'tim': 1670760717676100, 'time': 1670760717, 'md5': 'upxm56HPh87eLUtry227Rw==', 'fsize': 226028, 'resto': 174888856, 'country': 'MX', 'country_name': 'Mexico'}]",
38,174890239,,,12/11/22(Sun)07:11:37,Anonymous,,"Eastern Euro bros I need some buckwheat recipes, I bought a big pack, but don&#039;t know what to do with it.",shutterstock_134184944-4114046320,.jpg,750,500,250,166,1670760697053811,1670760697,qSOvTFiftrgE1yShzU/ayw==,140880,0,,eastern-euro-bros-i-need-some-buckwheat-recipes-i,0,0,1670760697,CH,0.0,0.0,Switzerland,,,,
39,174888274,,,12/11/22(Sun)06:14:16,Anonymous,,"1) your country<br>2) do you support Greater Albania?<br><br><br><span class=""quote"">&gt;1)flag</span><br><span class=""quote"">&gt;2) yes, I would rather trust an Albanian than a slav or a gypsy</span>",Greater_Albania (1),.png,437,584,187,250,1670757256670348,1670757256,t3Y0lLnWXvZ8TSueDqzn4w==,215664,0,,1-your-country,17,6,1670760686,IT,0.0,0.0,Italy,12.0,5.0,"[{'no': 174889999, 'now': '12/11/22(Sun)07:04:58', 'name': 'Anonymous', 'com': '<a href=""#p174889872"" class=""quotelink"">&gt;&gt;174889872</a><br>Naravno da misli da je bazirano kad je siptar pogani', 'time': 1670760298, 'resto': 174888274, 'country': 'RS', 'country_name': 'Serbia'}, {'no': 174890054, 'now': '12/11/22(Sun)07:06:28', 'name': 'Anonymous', 'com': '<a href=""#p174889458"" class=""quotelink"">&gt;&gt;174889458</a><br>my sons .....;)', 'time': 1670760388, 'resto': 174888274, 'country': 'DZ', 'country_name': 'Algeria'}, {'no': 174890177, 'now': '12/11/22(Sun)07:09:46', 'name': 'Anonymous', 'com': '<a href=""#p174890054"" class=""quotelink"">&gt;&gt;174890054</a><br>Bring them home, I&#039;m sure they can&#039;t wait to learn about their roots', 'time': 1670760586, 'resto': 174888274, 'country': 'RS', 'country_name': 'Serbia'}, {'no': 174890187, 'now': '12/11/22(Sun)07:10:00', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;mention Albaniain any way, shape or form</span><br><span class=""quote"">&gt;S*rbians instantly shit their pants and start screeching autistically</span><br>yeah I&#039;m thinking basëd', 'time': 1670760600, 'resto': 174888274, 'country': 'SE', 'country_name': 'Sweden'}, {'no': 174890237, 'now': '12/11/22(Sun)07:11:26', 'name': 'Anonymous', 'com': 'i only suppot greater yugoslavia', 'filename': '1670760653170', 'ext': '.jpg', 'w': 1768, 'h': 1240, 'tn_w': 125, 'tn_h': 87, 'tim': 1670760686787163, 'time': 1670760686, 'md5': 'ywgvDSRYAfEg1YulGyyzgg==', 'fsize': 460371, 'resto': 174888274, 'country': 'BR', 'country_name': 'Brazil'}]",
40,174889362,,,12/11/22(Sun)06:47:17,Anonymous,,Lads....<br><br>Do girls in your country look like the MIB aliens?,sanna57,.jpg,1572,2795,140,250,1670759237869728,1670759237,RcDxyHlyOFJrvRTgKVQUXQ==,892627,0,,lads,6,2,1670760684,MT,0.0,0.0,Malta,1.0,0.0,"[{'no': 174889503, 'now': '12/11/22(Sun)06:51:18', 'name': 'Anonymous', 'com': 'lots of moms in their 30s look like that. it&#039;s the female version of skinnyfat', 'time': 1670759478, 'resto': 174889362, 'country': 'IT', 'country_name': 'Italy'}, {'no': 174889686, 'now': '12/11/22(Sun)06:56:32', 'name': 'Anonymous', 'com': '<a href=""#p174889440"" class=""quotelink"">&gt;&gt;174889440</a><br>But she&#039;s supposed to be athletic. Someone should probably tell her to lift instead of running.', 'filename': 'sanna37', 'ext': '.jpg', 'w': 1080, 'h': 1772, 'tn_w': 76, 'tn_h': 125, 'tim': 1670759792422945, 'time': 1670759792, 'md5': 'CrWq3qy4fzveqAALMT3SdQ==', 'fsize': 252687, 'resto': 174889362, 'country': 'MT', 'country_name': 'Malta'}, {'no': 174889788, 'now': '12/11/22(Sun)06:59:26', 'name': 'Anonymous', 'com': '<a href=""#p174889686"" class=""quotelink"">&gt;&gt;174889686</a><br>I tickle her belly', 'time': 1670759966, 'resto': 174889362, 'country': 'TT', 'country_name': 'Trinidad and Tobago'}, {'no': 174889823, 'now': '12/11/22(Sun)07:00:20', 'name': 'Anonymous', 'com': '<a href=""#p174889362"" class=""quotelink"">&gt;&gt;174889362</a><br>ciderbelly', 'time': 1670760020, 'resto': 174889362, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174890235, 'now': '12/11/22(Sun)07:11:24', 'name': 'Anonymous', 'com': '<a href=""#p174889823"" class=""quotelink"">&gt;&gt;174889823</a><br>Please tell her to start lifting. Especially squats and deadlifts are important.', 'filename': 'sanna21', 'ext': '.jpg', 'w': 2880, 'h': 3840, 'tn_w': 93, 'tn_h': 125, 'tim': 1670760684154064, 'time': 1670760684, 'md5': 'Z9r34j5Z/xJRhLlZgcDOoA==', 'fsize': 1539228, 'resto': 174889362, 'country': 'MT', 'country_name': 'Malta'}]",
41,174883104,,,12/11/22(Sun)01:26:08,Anonymous,/lang/ Language Learning General,"Faux Cyrillic Edition<br><br><span class=""quote"">&gt;How do I learn a language?</span><br><span class=""quote"">&gt;What is the most useful language?</span><br><span class=""quote"">&gt;What language should I learn?</span><br><span class=""quote"">&gt;Can I learn X and Y language at the same time?</span><br><br><span class=""quote"">&gt;The wiki has answers to all of these questions</span><br>https://4chanint.fandom.com/wiki/Th<wbr>e_Official_/int/_How_to_Learn_A_For<wbr>eign_Language_Guide_Wiki<br><br>Useful links:<br><span class=""quote"">&gt;Free language-learning book archive:</span><br>https://mega.nz/folder/INlRkAQC#Cth<wbr>KI9-_kmDNyrOx12Ojbw<br><span class=""quote"">&gt;Books on linguistics and language courses:</span><br>https://mega.nz/#F!Ad8DkLoI!jj_mdUD<wbr>X_ay-8D9l3-DbnQ<br><span class=""quote"">&gt;Assorted language resources and some nice visual guides:</span><br>https://pastebin.com/ACEmVqua<br><span class=""quote"">&gt;Torrents with more resources than you&#039;ll ever need for 30 plus languages:</span><br>https://archive(dot)ph/x0dFH<br><span class=""quote"">&gt;List of trackers for most language-learning packs:</span><br>https://files.catbox.moe/nmrn8x.txt<wbr><br><span class=""quote"">&gt;List of commercial courses from rutracker.org:</span><br>https://pastebin.com/3EWMhSPN<br><span class=""quote"">&gt;List of comprehensible input resources:</span><br>https://docs.google.com/document/d/<wbr>1wXd0V32TjCFsr1-F_en_lA4MI-i7JtyYf2<wbr>6cWLtPRec<br><br><span class=""quote"">&gt;Pastebin that archives challenges:</span><br>https://pastebin.com/u/jopiepoliste<wbr>/1/dMvKSQMw?sort=-name<br><br>Previous Thread:<br><a href=""/int/thread/174799526#p174799526"" class=""quotelink"">&gt;&gt;174799526</a><br>Previous Challenge:<br><a href=""/int/thread/174799526#p174799914"" class=""quotelink"">&gt;&gt;174799914</a>",Russia-Land-of-the-Tsars-2003-3602444707,.jpg,400,547,182,250,1670739968468605,1670739968,saW4BmMrGUdJxVhYjE69Ww==,145914,0,,lang-language-learning-general,36,6,1670760680,US,0.0,0.0,United States,31.0,6.0,"[{'no': 174889579, 'now': '12/11/22(Sun)06:53:35', 'name': 'Anonymous', 'com': '<a href=""#p174886608"" class=""quotelink"">&gt;&gt;174886608</a><br>If you have to ask then it&#039;s already over for you. You&#039;ll drop it 100%', 'time': 1670759615, 'resto': 174883104, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 174889619, 'now': '12/11/22(Sun)06:54:40', 'name': 'Anonymous', 'com': '<a href=""#p174886117"" class=""quotelink"">&gt;&gt;174886117</a><br>请学习汉语。', 'time': 1670759680, 'resto': 174883104, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174889700, 'now': '12/11/22(Sun)06:56:56', 'name': 'Anonymous', 'com': '<a href=""#p174883104"" class=""quotelink"">&gt;&gt;174883104</a><br>&quot;Land of the tsars&quot;? Xaxaxaxa. Land of the sovets.', 'time': 1670759816, 'resto': 174883104, 'country': 'RU', 'country_name': 'Russian Federation'}, {'no': 174890207, 'now': '12/11/22(Sun)07:10:40', 'name': 'Anonymous', 'com': '<a href=""#p174889579"" class=""quotelink"">&gt;&gt;174889579</a><br>No, I just want to weigh the pros and cons and decide logically.<br><a href=""#p174889619"" class=""quotelink"">&gt;&gt;174889619</a><br>Polish learn German massively, don&#039;t they?', 'time': 1670760640, 'resto': 174883104, 'country': 'UA', 'country_name': 'Ukraine'}, {'no': 174890233, 'now': '12/11/22(Sun)07:11:20', 'name': 'Anonymous', 'com': '<a href=""#p174890207"" class=""quotelink"">&gt;&gt;174890207</a><br>yup', 'time': 1670760680, 'resto': 174883104, 'country': 'PL', 'country_name': 'Poland'}]",
42,174889975,,,12/11/22(Sun)07:04:20,Anonymous,,is it true americans eat this kind of stuff every day?,1670760219058,.png,970,514,249,132,1670760260459047,1670760260,C+qjwd7yp94VavLagxjMzw==,286216,0,,is-it-true-americans-eat-this-kind-of-stuff-every,7,1,1670760674,BR,0.0,0.0,Brazil,2.0,0.0,"[{'no': 174890118, 'now': '12/11/22(Sun)07:08:20', 'name': 'Anonymous', 'com': 'I get two one for breakfaat one for lunch', 'time': 1670760500, 'resto': 174889975, 'country': 'US', 'country_name': 'United States'}, {'no': 174890119, 'now': '12/11/22(Sun)07:08:20', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;chocolate oreo milkshake</span><br><span class=""quote"">&gt;contains fish and crustaceans</span>', 'filename': '166977716429162427', 'ext': '.jpg', 'w': 678, 'h': 525, 'tn_w': 125, 'tn_h': 96, 'tim': 1670760500947981, 'time': 1670760500, 'md5': '3O1zKJDwKqMkv5ww8k7I+w==', 'fsize': 69766, 'resto': 174889975, 'country': 'RO', 'country_name': 'Romania'}, {'no': 174890173, 'now': '12/11/22(Sun)07:09:41', 'name': 'Anonymous', 'com': '<a href=""#p174890119"" class=""quotelink"">&gt;&gt;174890119</a><br>That&#039;s to keep jews from eating it', 'time': 1670760581, 'resto': 174889975, 'country': 'US', 'country_name': 'United States'}, {'no': 174890210, 'now': '12/11/22(Sun)07:10:42', 'name': 'Anonymous', 'com': '<a href=""#p174889975"" class=""quotelink"">&gt;&gt;174889975</a><br><span class=""quote"">&gt;32 fl. oz</span><br>There&#039;s an entire day&#039;s worth of calories in less than 1 litre of liquid. That&#039;s impressive, they should feed it to their soldiers.', 'time': 1670760642, 'resto': 174889975, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174890229, 'now': '12/11/22(Sun)07:11:14', 'name': 'Anonymous', 'com': 'when I went to america, we had 6 of those every day. you lose more calories in america.', 'time': 1670760674, 'resto': 174889975, 'country': 'GR', 'country_name': 'Greece'}]",
43,174888471,,,12/11/22(Sun)06:21:19,ᕕ( ᐛ )ᕗ,,Remember what they took from you,D091D0B5D0B720D0BDD0B0D0B7D0B2D0B0D0BDD0B8D18F477_20221211191252_chroma2,.jpg,2093,1432,250,171,1670757679944923,1670757679,CT/+l5d9wEn2PYlgYTBp4g==,758820,0,,remember-what-they-took-from-you,7,1,1670760672,RU,0.0,0.0,Russian Federation,2.0,0.0,"[{'no': 174889228, 'now': '12/11/22(Sun)06:43:28', 'name': 'Anonymous', 'com': '<a href=""#p174888981"" class=""quotelink"">&gt;&gt;174888981</a><br>I prefer to see them like this', 'filename': 'dead hohols bags', 'ext': '.jpg', 'w': 1280, 'h': 751, 'tn_w': 125, 'tn_h': 73, 'tim': 1670759008340937, 'time': 1670759008, 'md5': 'bUmEl86yenDOdPRVb5cv1A==', 'fsize': 256805, 'resto': 174888471, 'country': 'RU', 'country_name': 'Russian Federation'}, {'no': 174889236, 'now': '12/11/22(Sun)06:43:53', 'name': 'Anonymous', 'com': '<a href=""#p174889161"" class=""quotelink"">&gt;&gt;174889161</a><br>I&#039;m happy someone else understands this.', 'time': 1670759033, 'resto': 174888471, 'country': 'RU', 'country_name': 'Russian Federation'}, {'no': 174889373, 'now': '12/11/22(Sun)06:47:45', 'name': 'Anonymous', 'com': '<a href=""#p174889161"" class=""quotelink"">&gt;&gt;174889161</a><br>Why won&#039;t you allow them to peacefully live like they did for last 20 years? No-one in Poland cares about &quot;muh Lviv&quot; or whatever it is spelled nowadays', 'time': 1670759265, 'resto': 174888471, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174890112, 'now': '12/11/22(Sun)07:08:14', 'name': 'Anonymous', 'com': '<a href=""#p174889373"" class=""quotelink"">&gt;&gt;174889373</a><br>hohol pig typed this post<br>eat shit and die', 'time': 1670760494, 'resto': 174888471, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174890228, 'now': '12/11/22(Sun)07:11:12', 'name': 'Anonymous', 'com': '<a href=""#p174889228"" class=""quotelink"">&gt;&gt;174889228</a><br>those are dead russians they dressed up in ukrainian uniforms.', 'time': 1670760672, 'resto': 174888471, 'country': 'US', 'country_name': 'United States'}]",!SM0TN//WQg
44,174882877,,,12/11/22(Sun)01:10:04,Anonymous,/cum/,Big fuckin titties,92344AE7-C420-49DE-A4FE-B3D81E2522F0,.jpg,1170,1150,250,245,1670739004997685,1670739004,rSbutD9hyihdqhIMXbRlcw==,252935,0,,cum,132,37,1670760638,US,0.0,0.0,United States,127.0,36.0,"[{'no': 174888165, 'now': '12/11/22(Sun)06:11:03', 'name': 'Anonymous', 'com': 'Well…?', 'filename': '0BF36EB4-344F-4792-8505-64B8960D1D38', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670757063836434, 'time': 1670757063, 'md5': 'EaKoUV1Zc5yFbEjkgkyeDA==', 'fsize': 299846, 'resto': 174882877, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174888414, 'now': '12/11/22(Sun)06:19:21', 'name': 'Anonymous', 'com': '<a href=""#p174888165"" class=""quotelink"">&gt;&gt;174888165</a><br>she was a demon spawn<br><a href=""https://i.4cdn.org/gif/1670610710703982.webm"" target=""_blank"">https://i.4cdn.org/gif/167061071070<wbr>3982.webm</a>', 'time': 1670757561, 'resto': 174882877, 'country': 'IN', 'country_name': 'India'}, {'no': 174889653, 'now': '12/11/22(Sun)06:55:36', 'name': 'Anonymous', 'com': 'Been pooping soft the past few weeks I don&#039;t know why, not a fun experience cleaning it up', 'time': 1670759736, 'resto': 174882877, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 174889965, 'now': '12/11/22(Sun)07:04:03', 'name': 'Anonymous', 'com': 'tfw no cute /desi/ gf', 'time': 1670760243, 'resto': 174882877, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174890206, 'now': '12/11/22(Sun)07:10:38', 'name': 'Anonymous', 'com': 'Ok but for real though. <br>How to cure depression', 'time': 1670760638, 'resto': 174882877, 'country': 'FR', 'country_name': 'France'}]",
45,174884191,,,12/11/22(Sun)02:49:50,Anonymous,/asean/,Gamers edition,1662114793337,.jpg,575,383,250,166,1670744990311677,1670744990,ce4mzdOkDt86lKkAB1/eTw==,41779,0,,asean,117,45,1670760627,MY,0.0,0.0,Malaysia,112.0,45.0,"[{'no': 174890085, 'now': '12/11/22(Sun)07:07:25', 'name': 'Anonymous', 'com': '<a href=""#p174890018"" class=""quotelink"">&gt;&gt;174890018</a><br>Khotbah belong to Islam<br>I&#039;ll report you for blasphemy', 'time': 1670760445, 'resto': 174884191, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174890093, 'now': '12/11/22(Sun)07:07:39', 'name': 'Anonymous', 'com': '<a href=""#p174889557"" class=""quotelink"">&gt;&gt;174889557</a><br>Jaipong was recent but I concede on ronggeng.<br>Jawaks were truly degenerates.', 'time': 1670760459, 'resto': 174884191, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174890152, 'now': '12/11/22(Sun)07:09:15', 'name': 'Anonymous', 'com': '<a href=""#p174890085"" class=""quotelink"">&gt;&gt;174890085</a><br>Nice try Putu, Kevin is allowed to use khotbah.<br>We share the same roots.', 'time': 1670760555, 'resto': 174884191, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174890167, 'now': '12/11/22(Sun)07:09:30', 'name': 'Anonymous', 'com': '<a href=""#p174890060"" class=""quotelink"">&gt;&gt;174890060</a><br>Name me 1 (one) native wholesome folklore.<br>I will name 2 (two) native horndogs folklore:<br>1. malinkundang fucking his mom<br>2. danau toba guy fucking fish girl', 'time': 1670760570, 'resto': 174884191, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 174890201, 'now': '12/11/22(Sun)07:10:27', 'name': 'Anonymous', 'com': 'sexonesia', 'time': 1670760627, 'resto': 174884191, 'country': 'GB', 'country_name': 'United Kingdom'}]",
46,174889661,,,12/11/22(Sun)06:55:46,Anonymous,,Hispanics and White girls have been defeated. Black girl chads we won again. Based SZA put that cultural appropriating Latinx in his place.<br><br>https://youtu.be/SQnc1QibapQ,010313424,.png,820,744,250,226,1670759746296982,1670759746,XyuNs1ymqGPqSGC9nFCYKQ==,151507,0,,hispanics-and-white-girls-have-been-defeated,1,0,1670760626,US,0.0,0.0,United States,,,"[{'no': 174890200, 'now': '12/11/22(Sun)07:10:26', 'name': 'Anonymous', 'com': '<a href=""#p174889661"" class=""quotelink"">&gt;&gt;174889661</a><br>I hope that Puerto Rican subhuman dies from a gunshot any time soon', 'time': 1670760626, 'resto': 174889661, 'country': 'CL', 'country_name': 'Chile'}]",
