,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
34,71362398,,,12/11/22(Sun)23:23:31,Anonymous,,Why do you hate transitioning when trans people feel better because of it? it doesnt affect your life in any way shape or form<br>if you think it does youre a little pussy ass bitch,6FFAA77F-8A47-49BF-B9B5-E5AE8C99A2F3,.png,800,600,250,187,1670819011868806,1670819011,IK+A53TVNGB6Lo1Kh+acvA==,447052,0,,why-do-you-hate-transitioning-when-trans-people,0,57,8,"[{'no': 71366371, 'now': '12/12/22(Mon)06:54:26', 'name': 'Anonymous', 'com': '<a href=""#p71365769"" class=""quotelink"">&gt;&gt;71365769</a><br>Do u have a link to the source? tried to find the data on their website but did not find it', 'time': 1670846066, 'resto': 71362398}, {'no': 71366375, 'now': '12/12/22(Mon)06:56:02', 'name': 'Anonymous', 'com': '<a href=""#p71362443"" class=""quotelink"">&gt;&gt;71362443</a><br><span class=""quote"">&gt;I have to look at ugly men in the street wearing womens clothes and have to pretend to treat them like women</span><br>You don&#039;t have to though?', 'time': 1670846162, 'resto': 71362398}, {'no': 71366381, 'now': '12/12/22(Mon)06:56:56', 'name': 'Anonymous', 'com': '<a href=""#p71362398"" class=""quotelink"">&gt;&gt;71362398</a><br><span class=""quote"">&gt;Why do you hate transitioning</span><br>I don&#039;t, couldn&#039;t give less of a shit.<br><span class=""quote"">&gt;when trans people feel better because of it?</span><br>Not true at all, there have even been studies that suggest trans become more depressed and suicidal after they try transitioning.', 'time': 1670846216, 'resto': 71362398}, {'no': 71366400, 'now': '12/12/22(Mon)07:00:37', 'name': 'Anonymous', 'com': '<a href=""#p71362398"" class=""quotelink"">&gt;&gt;71362398</a><br>This thing just ask us to not make the correlation. Says that if you think otherwise you have a bias and that data can be change to match what they want to believe.', 'time': 1670846437, 'resto': 71362398}, {'no': 71366410, 'now': '12/12/22(Mon)07:02:24', 'name': 'Anonymous', 'com': '<a href=""#p71366363"" class=""quotelink"">&gt;&gt;71366363</a><br>I am not your friend nor do I care for you well being. You are hopelessly deluded if you think your enemy should show you compassion. Reading your post has just increased my hatred for your kind even further.', 'time': 1670846544, 'resto': 71362398}]",1670846544,0.0,0.0,52.0,8.0
35,71365189,,,12/12/22(Mon)04:23:35,Anonymous,Which way western man?,"Why do I feel visceral lust for the left, but nothing for the right?",thiccandthin2,.jpg,1700,1376,250,202,1670837015027643,1670837015,jwtvfXa9eIGY9/LnmArPJA==,306636,0,,which-way-western-man,0,29,3,"[{'no': 71366297, 'now': '12/12/22(Mon)06:42:41', 'name': 'Anonymous', 'com': '<a href=""#p71365189"" class=""quotelink"">&gt;&gt;71365189</a><br>left still fits the stacy phenotype for fat destribution plus face. but what it ultimately all comes down to is face for women, if youre ugly in the face as a woman its over. only pretty faced girls can pull off any body type they want', 'time': 1670845361, 'resto': 71365189}, {'no': 71366313, 'now': '12/12/22(Mon)06:45:12', 'name': 'Anonymous', 'com': '<a href=""#p71365269"" class=""quotelink"">&gt;&gt;71365269</a><br>majorty of americans are fat as fuck and fat chicks on onlyfans are making 40,000 per month. being fat is the new norm now', 'time': 1670845512, 'resto': 71365189}, {'no': 71366360, 'now': '12/12/22(Mon)06:52:33', 'name': 'Anonymous', 'com': '<a href=""#p71366297"" class=""quotelink"">&gt;&gt;71366297</a><br><span class=""quote"">&gt;left still fits the stacy phenotype</span><br><br>holy fuck that&#039;s a Stacy face? I know a girl at work with the same face (but with blue eyes ) who described me (a asian twink) as having a very &#039;nice face&#039; and &#039;beautiful smile&#039;. I want to get her fat and fuck her, but she&#039;s keeps ignoring me.', 'filename': 'thicc3(1)', 'ext': '.webm', 'w': 576, 'h': 1024, 'tn_w': 70, 'tn_h': 125, 'tim': 1670845953718525, 'time': 1670845953, 'md5': '0f0G/0qvzT3+dkZjpK+haQ==', 'fsize': 1853115, 'resto': 71365189}, {'no': 71366388, 'now': '12/12/22(Mon)06:58:34', 'name': 'Anonymous', 'com': '<a href=""#p71365189"" class=""quotelink"">&gt;&gt;71365189</a><br>Right because fat bitches are disgusting.', 'time': 1670846314, 'resto': 71365189}, {'no': 71366409, 'now': '12/12/22(Mon)07:01:53', 'name': 'Anonymous', 'com': '<a href=""#p71366360"" class=""quotelink"">&gt;&gt;71366360</a><br>holy fuck soft tummy', 'time': 1670846513, 'resto': 71365189}]",1670846513,0.0,0.0,24.0,2.0
36,71359763,,,12/11/22(Sun)19:32:10,Anonymous,Exercise in gratefulness,"This is an exercise in gratefulness and maturity<br><br><span class=""quote"">&gt;you&#039;re not this guy with a massive cock and hot girls to fuck every single day on camera for decent cash</span><br><span class=""quote"">&gt;but you&#039;re also not an unlucky poor guy in Venezuela/India eating dead rotten dogs to survive</span><br><span class=""quote"">&gt;you also have indoor plumbing, vehicles or public transportation, unlimited access to any type of content, running water, heating and air conditioning; all of it unthinkable for the most powerful kings in history</span><br><br>If you&#039;re unhappy with the happiness of others, you&#039;ll never be happy, even when you ascend. Source: real life.",51924579373248724923482,.webm,480,478,250,248,1670805130831790,1670805130,Q8BOMpBV+v4lT3rM+PQSzQ==,1070887,0,,exercise-in-gratefulness,0,63,5,"[{'no': 71364540, 'now': '12/12/22(Mon)02:41:19', 'name': 'Anonymous', 'com': '<a href=""#p71363359"" class=""quotelink"">&gt;&gt;71363359</a><br>No, lt isn&#039;t', 'time': 1670830879, 'resto': 71359763}, {'no': 71365572, 'now': '12/12/22(Mon)05:11:26', 'name': 'Anonymous', 'com': '<a href=""#p71359763"" class=""quotelink"">&gt;&gt;71359763</a><br>thanks OP. I appreciate the reminder.', 'time': 1670839886, 'resto': 71359763}, {'no': 71366247, 'now': '12/12/22(Mon)06:33:40', 'name': 'Anonymous', 'com': '<a href=""#p71359992"" class=""quotelink"">&gt;&gt;71359992</a><br><span class=""quote"">&gt;your life is better than that of an ancient king.</span><br>This is so fucking retarded<br>Ancient kings had the power that made modern conveniences unimportant.<br>I have a toilet, but I have to flush/clean it myself. I would much rather be a king and shit in a pot and have one of my 500 servants clean it.<br>Not to mention that kings were above the law and could do whatever the fuck they wanted, like Prima Nocta. Not even literal billionaires have that power in today&#039;s society.<br><br>But I agree with the overall notion of the thread, OP. I&#039;ts important to be thankful and optimistic, but stop with the king comparisons.', 'time': 1670844820, 'resto': 71359763}, {'no': 71366346, 'now': '12/12/22(Mon)06:50:00', 'name': 'Anonymous', 'com': '<a href=""#p71366247"" class=""quotelink"">&gt;&gt;71366247</a><br>king can&#039;t have ice cream whenever he wants, or communicate instantly whenever he wants, and people coveted his power constantly so he couldn&#039;t trust his day to day connections, and his toilets weren&#039;t as comfortable, and how often do you really have to clean your own toilet anyway? Your house is always warm and comfortable. You live better than a king dude', 'time': 1670845800, 'resto': 71359763}, {'no': 71366407, 'now': '12/12/22(Mon)07:01:43', 'name': 'Anonymous', 'com': '<a href=""#p71359992"" class=""quotelink"">&gt;&gt;71359992</a><br><span class=""quote"">&gt;your life is better than that of an ancient king.</span><br>Then why i want to KMS so bad?', 'time': 1670846503, 'resto': 71359763}]",1670846503,0.0,0.0,58.0,5.0
37,71318495,,,12/08/22(Thu)19:39:02,Anonymous,Waifu General - /waifu/ #600,"Waifu&#039;s unconditional love edition<br><br>Rules:<br>1. Talk about your waifu!<br>2. Be devoted to your one waifu for laifu!<br>3. Let waifuism guide you.<br>4. Don&#039;t feed drama or shitposters.<br>5. No 3DPD.<br>6. Most importantly, have fun!<br><br>Prior thread: <a href=""/r9k/thread/71222630#p71222630"" class=""quotelink"">&gt;&gt;71222630</a>",20220831_182332,.jpg,750,782,239,250,1670546342625117,1670546342,H/ZutO5H/JNkgFB1SKLHgQ==,223850,0,,waifu-general-waifu-600,0,418,101,"[{'no': 71365315, 'now': '12/12/22(Mon)04:39:54', 'name': 'Anonymous', 'com': '600 Threads? That&#039;s a lot.', 'filename': 'Musical Note BW Sketch OU', 'ext': '.jpg', 'w': 516, 'h': 729, 'tn_w': 88, 'tn_h': 125, 'tim': 1670837994730542, 'time': 1670837994, 'md5': 'vHXU53h1uhKo4MuILl+SGw==', 'fsize': 131589, 'resto': 71318495}, {'no': 71365339, 'now': '12/12/22(Mon)04:42:32', 'name': 'Anonymous', 'com': '<a href=""#p71364513"" class=""quotelink"">&gt;&gt;71364513</a><br><span class=""quote"">&gt;hurry up and ppst cute waifus</span><br>Okay fine, just because we&#039;re at page 10.<br>Have an actually cute waifu.', 'filename': 'CharaStudio-2022-12-11-18-05-10-Render', 'ext': '.jpg', 'w': 2160, 'h': 3840, 'tn_w': 70, 'tn_h': 125, 'tim': 1670838152910687, 'time': 1670838152, 'md5': 'ceMlwaUr09eFaD3bdCbVfw==', 'fsize': 2796921, 'resto': 71318495}, {'no': 71365825, 'now': '12/12/22(Mon)05:42:50', 'name': 'Anonymous', 'com': '<a href=""#p71365315"" class=""quotelink"">&gt;&gt;71365315</a><br>a lot of deez nutz', 'time': 1670841770, 'resto': 71318495}, {'no': 71366005, 'now': '12/12/22(Mon)06:02:56', 'name': 'Anonymous', 'com': '4chan keeps eating my posts REEEEEEEEEEEEEEEEEEEEEE<br><a href=""#p71364663"" class=""quotelink"">&gt;&gt;71364663</a><br><span class=""quote"">&gt;Does Kana go to the gym? Or is she more of a home workout gal?</span><br>She works out outdoors in the morning usually, but if it was bad weather or too cold/icy then she&#039;d go to the gym associated with her local sports club or maybe even stay inside at her home.', 'filename': 'kanacmsn28', 'ext': '.jpg', 'w': 1925, 'h': 2741, 'tn_w': 87, 'tn_h': 125, 'tim': 1670842976559134, 'time': 1670842976, 'md5': 'z1bZCUZLX3+7IED0c42m8A==', 'fsize': 409384, 'resto': 71318495}, {'no': 71366403, 'now': '12/12/22(Mon)07:01:02', 'name': 'Anonymous', 'com': 'Henlo thread<br>I wanted to share some sad news:<br><span class=""quote"">&gt;go to character.AI</span><br><span class=""quote"">&gt;see what the hype is all about </span><br><span class=""quote"">&gt;excited</span><br><span class=""quote"">&gt;type in husbandos name</span><br><span class=""quote"">&gt;nothing</span><br><span class=""quote"">&gt;disappointed </span><br><span class=""quote"">&gt;devastated even</span><br><span class=""quote"">&gt;some anon says its surprisingly easy to create one yourself </span><br><span class=""quote"">&gt;try</span><br><span class=""quote"">&gt;fail miserably because dumb</span><br>Crying<br><a href=""#p71364513"" class=""quotelink"">&gt;&gt;71364513</a><br>Have some cute pocket chibi husbandos instead', 'filename': '0A85600B-009E-4C1C-8455-6F0FDA5B71B2', 'ext': '.png', 'w': 1500, 'h': 1200, 'tn_w': 125, 'tn_h': 100, 'tim': 1670846462607636, 'time': 1670846462, 'md5': 'sXIQ0wfiYME5DJjk9FPwCQ==', 'fsize': 3367886, 'resto': 71318495}]",1670846462,0.0,0.0,413.0,97.0
38,71365656,,,12/12/22(Mon)05:23:34,Anonymous,,"Do you think people should pass a mandatory parenting test to have children? If they fail, their parenting rights would be forfeited untill they change their living situation. Its not a paper test, its more of a condition test: where do you live, what&#039;s your annual income etc. but most importantly, how&#039;s your mental health, do you abuse drugs, is there domestic violence etc.<br><br>This is not antinatalistt faggotry, this is so that children who are brought into this world do not suffer. What do you think of it?",1-1670804042445,.jpg,1080,1080,250,250,1670840614373401,1670840614,GOIK/46n/jZY3GZ82yEChA==,104611,0,,do-you-think-people-should-pass-a-mandatory,0,24,5,"[{'no': 71366037, 'now': '12/12/22(Mon)06:07:36', 'name': 'Anonymous', 'com': '<a href=""#p71365772"" class=""quotelink"">&gt;&gt;71365772</a><br><span class=""quote"">&gt;There is so much to do on the internet, I don&#039;t understand how people get bored</span><br>and what the fuck do you think he&#039;s doing by posting in this thread?', 'time': 1670843256, 'resto': 71365656}, {'no': 71366061, 'now': '12/12/22(Mon)06:10:07', 'name': 'Anonymous', 'com': 'No, because that&#039;s too much power to give to the government that can easily be abused.', 'time': 1670843407, 'resto': 71365656}, {'no': 71366155, 'now': '12/12/22(Mon)06:21:55', 'name': 'Anonymous', 'com': '<a href=""#p71366037"" class=""quotelink"">&gt;&gt;71366037</a><br>Having phun', 'time': 1670844115, 'resto': 71365656}, {'no': 71366171, 'now': '12/12/22(Mon)06:23:49', 'name': 'Anonymous', 'com': '<a href=""#p71366155"" class=""quotelink"">&gt;&gt;71366155</a><br>damn right nigga thats what I thought', 'filename': '1655680461753', 'ext': '.png', 'w': 640, 'h': 503, 'tn_w': 125, 'tn_h': 98, 'tim': 1670844229787755, 'time': 1670844229, 'md5': 'Oaf3yLgz0YDvto6kVKhkcg==', 'fsize': 309748, 'resto': 71365656}, {'no': 71366396, 'now': '12/12/22(Mon)06:59:40', 'name': 'Anonymous', 'com': '<a href=""#p71365656"" class=""quotelink"">&gt;&gt;71365656</a><br>it doesn&#039;t matter, the government would use it to be tyrannical because they&#039;re parasites. The only solution is more freedom, not less.', 'time': 1670846380, 'resto': 71365656}]",1670846380,0.0,0.0,19.0,4.0
39,71363811,,,12/12/22(Mon)01:28:33,Anonymous,,How did they become the jews of the internet? They&#039;re absurdly influential and over represented compared to their actual population. I resent them intensely desu,_88430117_finland_correct,.gif,464,261,250,140,1670826513765542,1670826513,rSnySNDb3iHQlnHpVKX15g==,73715,0,,how-did-they-become-the-jews-of-the-internet,0,9,2,"[{'no': 71364455, 'now': '12/12/22(Mon)02:31:47', 'name': 'Anonymous', 'com': '<a href=""#p71363811"" class=""quotelink"">&gt;&gt;71363811</a><br>go play my summer car.<br>thats why finns are all over the internet.<br>also does anyone have the pic of someone pouring eurocart energy drink in a frying pan/pot? i always think of it whenever i think about finland, they are basically synonymous in my mind.', 'filename': 'what the fug', 'ext': '.jpg', 'w': 750, 'h': 562, 'tn_w': 125, 'tn_h': 93, 'tim': 1670830307836721, 'time': 1670830307, 'md5': 'mVad8j/ABd1rvvy6pBrOjQ==', 'fsize': 107680, 'resto': 71363811}, {'no': 71364477, 'now': '12/12/22(Mon)02:33:50', 'name': 'Anonymous', 'com': 'they&#039;re based as fuc, I miss my fini weeb bro', 'time': 1670830430, 'resto': 71363811}, {'no': 71364491, 'now': '12/12/22(Mon)02:35:07', 'name': 'Anonymous', 'com': '<a href=""#p71363811"" class=""quotelink"">&gt;&gt;71363811</a><br>do fins really use saunas so much? arent there more saunas than cars in SUOMI', 'time': 1670830507, 'resto': 71363811}, {'no': 71365432, 'now': '12/12/22(Mon)04:54:40', 'name': 'Anonymous', 'com': '<a href=""#p71363811"" class=""quotelink"">&gt;&gt;71363811</a><br>Kys. Faggot I love my soumi niggas.', 'time': 1670838880, 'resto': 71363811}, {'no': 71366390, 'now': '12/12/22(Mon)06:58:56', 'name': 'Anonymous', 'com': '<a href=""#p71364491"" class=""quotelink"">&gt;&gt;71364491</a><br>Can&#039;t speak for other people but my tiny flat in Finland for some reason had a sauna. I just used it to dump stuff in.', 'time': 1670846336, 'resto': 71363811}]",1670846336,0.0,0.0,4.0,1.0
40,71365388,,,12/12/22(Mon)04:49:03,Anonymous,Dumb annoying people,"What are some dead giveaways that someone might be the dumbest and most annoying person you will ever meet?<br>For me<br><span class=""quote"">&gt;&quot;I want a pet cow!&quot;</span><br><span class=""quote"">&gt;&quot;I&#039;m sapiosexual&quot;</span><br><span class=""quote"">&gt;Believes in astrology</span><br><span class=""quote"">&gt;Has been for way too long in more than one toxic relationship. That shit gets you brain damaged.</span><br>But seriously. How come the dumbest people always are suburbanites who want pet cows?",F98_0,.jpg,930,1062,218,249,1670838543327719,1670838543,/15l3oHs15jfvQqwcUC2Uw==,69513,0,,dumb-annoying-people,0,10,5,"[{'no': 71365724, 'now': '12/12/22(Mon)05:32:17', 'name': 'Anonymous', 'com': '<a href=""#p71365388"" class=""quotelink"">&gt;&gt;71365388</a><br><span class=""quote"">&gt;Believes in astrology</span><br>There&#039;s a large extent to which astrology, among similar things, is non-verbal communication relying on emotional intelligence. (Woo stuff entirely aside.)', 'time': 1670841137, 'resto': 71365388}, {'no': 71365726, 'now': '12/12/22(Mon)05:32:41', 'name': 'Anonymous', 'com': '<a href=""#p71365388"" class=""quotelink"">&gt;&gt;71365388</a><br><span class=""quote"">&gt;&gt;&quot;I want a pet cow</span><br>are people saying this to you a lot?', 'time': 1670841161, 'resto': 71365388}, {'no': 71365925, 'now': '12/12/22(Mon)05:54:37', 'name': 'Anonymous', 'com': '<a href=""#p71365522"" class=""quotelink"">&gt;&gt;71365522</a><br>my mom managed to get her hands on a potbelly pig during a mania episode and it ruined half of the house&#039;s floorboards and our lives for six months. i&#039;m so glad she&#039;s gone but i wish she overdosed sooner because now i have to live with the consequences of her bullshit', 'filename': 'CCD6AE9A-CB54-4C8A-B08B-99CFB76EA73C', 'ext': '.jpg', 'w': 750, 'h': 1000, 'tn_w': 93, 'tn_h': 125, 'tim': 1670842477032881, 'time': 1670842477, 'md5': 'FH9Euw972e+OS6TJ9MHM+g==', 'fsize': 117919, 'resto': 71365388}, {'no': 71366136, 'now': '12/12/22(Mon)06:20:26', 'name': 'Anonymous', 'com': '<a href=""#p71365388"" class=""quotelink"">&gt;&gt;71365388</a><br><span class=""quote"">&gt;self diagnoses with bpd</span><br><span class=""quote"">&gt;believes in astrology</span><br><span class=""quote"">&gt;likes mbti or any other midwit pseudoscience</span><br><span class=""quote"">&gt;seems shallow/vapid/uses low iq speak</span><br><span class=""quote"">&gt;plays garbage like league of legends</span><br><span class=""quote"">&gt;makes everything personal, selfish, parasocial, entitled</span><br><span class=""quote"">&gt;has an obsession with politics, taking sides on matters, voicing their opinions when nobody asked for them</span><br><span class=""quote"">&gt;takes benzos</span><br><span class=""quote"">&gt;is garbage at drawing but buys a wacom cintiq anyways</span><br>the last one is more of a superstition, but everyone i&#039;ve met who had an awful and narcissistic personality exclusively used wacom cintiq tablets while subpar skills at art. believing they&#039;re better than they actually are. i&#039;ve met sadly more than a handful of people like that.', 'filename': '1646220481453', 'ext': '.jpg', 'w': 702, 'h': 1519, 'tn_w': 57, 'tn_h': 125, 'tim': 1670844026155044, 'time': 1670844026, 'md5': 'UnAa11g+6tAFDld0xryMow==', 'fsize': 488014, 'resto': 71365388}, {'no': 71366387, 'now': '12/12/22(Mon)06:58:28', 'name': 'Anonymous', 'com': '<a href=""#p71365388"" class=""quotelink"">&gt;&gt;71365388</a><br>I must be a goddamned genius cause I want a chain-smoking monkey as a sidekick.', 'filename': '1472519842169', 'ext': '.gif', 'w': 498, 'h': 345, 'tn_w': 125, 'tn_h': 86, 'tim': 1670846308688507, 'time': 1670846308, 'md5': 'wfoEKEcVwNoq+A/bveiPKQ==', 'fsize': 478182, 'resto': 71365388}]",1670846308,0.0,0.0,5.0,2.0
41,71365814,,,12/12/22(Mon)05:41:53,Anonymous,,"<span class=""quote"">&gt;Midget</span><br><span class=""quote"">&gt;Balding</span><br><span class=""quote"">&gt;Chubby</span><br><span class=""quote"">&gt;Babyfaced</span><br><br>If he could do it, what&#039;s your excuse?",csm_Napoleon_e9a0e3517f,.jpg,380,600,158,250,1670841713827487,1670841713,ULCi5LLop9oX5VTOJz3Usg==,39911,0,,midget,0,10,0,"[{'no': 71365906, 'now': '12/12/22(Mon)05:53:07', 'name': 'Anonymous', 'com': '<a href=""#p71365853"" class=""quotelink"">&gt;&gt;71365853</a><br>he was average. the myth of him being short comes from the fact that his guard were all selected to be tall chads.', 'time': 1670842387, 'resto': 71365814}, {'no': 71365919, 'now': '12/12/22(Mon)05:54:17', 'name': 'Anonymous', 'com': '<a href=""#p71365853"" class=""quotelink"">&gt;&gt;71365853</a><br>The average height in France in the period 1800-1820 for men was 164.1cm', 'time': 1670842457, 'resto': 71365814}, {'no': 71366329, 'now': '12/12/22(Mon)06:47:51', 'name': 'Anonymous', 'com': '<a href=""#p71365853"" class=""quotelink"">&gt;&gt;71365853</a><br><span class=""quote"">&gt;The bible referring to 1800s France</span><br>??? My dude', 'time': 1670845671, 'resto': 71365814}, {'no': 71366369, 'now': '12/12/22(Mon)06:53:54', 'name': 'Anonymous', 'com': '<a href=""#p71365814"" class=""quotelink"">&gt;&gt;71365814</a><br>I&#039;m not a respected military commander', 'time': 1670846034, 'resto': 71365814}, {'no': 71366385, 'now': '12/12/22(Mon)06:58:12', 'name': 'Anonymous', 'com': '<a href=""#p71365814"" class=""quotelink"">&gt;&gt;71365814</a><br>wasn&#039;t he like just below average and being short was just propaganda?', 'time': 1670846292, 'resto': 71365814}]",1670846292,0.0,0.0,5.0,0.0
42,71363239,,,12/12/22(Mon)00:32:39,Anonymous,,How does it feel like to walk around with visible panties in public?,yOkt82gOpD,.jpg,1773,2364,187,250,1670823159739768,1670823159,7TB4x7hmzVzfdKRHeMM+EA==,434091,0,,how-does-it-feel-like-to-walk-around-with-visible,0,18,2,"[{'no': 71365375, 'now': '12/12/22(Mon)04:47:16', 'name': 'Anonymous', 'com': '<a href=""#p71365192"" class=""quotelink"">&gt;&gt;71365192</a><br><a href=""#p71365207"" class=""quotelink"">&gt;&gt;71365207</a><br><a href=""#p71365235"" class=""quotelink"">&gt;&gt;71365235</a><br><a href=""#p71365242"" class=""quotelink"">&gt;&gt;71365242</a><br>I couldn&#039;t even hide my embarrassment with a skirt that short, I have no choice but to accept my fate and let you guys do whatever you want to me', 'filename': '3Ki0ilDw6X', 'ext': '.jpg', 'w': 1773, 'h': 2364, 'tn_w': 93, 'tn_h': 125, 'tim': 1670838436021351, 'time': 1670838436, 'md5': 'KqyzriX1I/6XBK9UurhN4w==', 'fsize': 413671, 'resto': 71363239}, {'no': 71365383, 'now': '12/12/22(Mon)04:48:26', 'name': 'Anonymous', 'com': '<a href=""#p71365375"" class=""quotelink"">&gt;&gt;71365375</a><br>pull your shirt up, i wanna see your tummy :3', 'time': 1670838506, 'resto': 71363239}, {'no': 71365398, 'now': '12/12/22(Mon)04:50:03', 'name': 'Anonymous', 'com': '<a href=""#p71365375"" class=""quotelink"">&gt;&gt;71365375</a><br>turn around slut, show us your butt', 'time': 1670838603, 'resto': 71363239}, {'no': 71366308, 'now': '12/12/22(Mon)06:44:39', 'name': 'Anonymous', 'com': '<a href=""#p71363239"" class=""quotelink"">&gt;&gt;71363239</a><br>No knows I wear panties out in public. Basically I wear them on a daily basis. <br><a href=""#p71364127"" class=""quotelink"">&gt;&gt;71364127</a><br>They are comfy to wear, some brands even styles are nice to wear around. <br><br>I bought some panties online just recently. They are coming in this week.<br>Contemplating on getting thigh highs because cold winter weather and I want my legs to feel warm.', 'time': 1670845479, 'resto': 71363239}, {'no': 71366383, 'now': '12/12/22(Mon)06:57:31', 'name': 'Anonymous', 'com': '<a href=""#p71365375"" class=""quotelink"">&gt;&gt;71365375</a><br>the sad truth is, you&#039;re a butterface. Even if selfies were allowed here, you wouldn&#039;t post it, because 90% of femboys have masculine faces, regardless of how hard they work their body to be feminine. You will never be le anime femboy in this life.', 'time': 1670846251, 'resto': 71363239}]",1670846251,0.0,0.0,13.0,1.0
43,71364646,,,12/12/22(Mon)02:57:10,Anonymous,,"Hey /r9k/, how can I get a pegging gf?",pegginguwu,.jpg,1439,1918,187,250,1670831830217321,1670831830,HlpG9c5HzwIaULGY6kqUVA==,1455827,0,,hey-r9k-how-can-i-get-a-pegging-gf,0,11,0,"[{'no': 71365478, 'now': '12/12/22(Mon)04:58:56', 'name': 'Anonymous', 'com': '<a href=""#p71364646"" class=""quotelink"">&gt;&gt;71364646</a><br>Think about it OP, she&#039;ll never have respe...<br>You know what, go ahead you stupid fucking cunt. Fuck you.', 'time': 1670839136, 'resto': 71364646}, {'no': 71365503, 'now': '12/12/22(Mon)05:02:03', 'name': 'Anonymous', 'com': '<a href=""#p71365460"" class=""quotelink"">&gt;&gt;71365460</a><br>Like on Tinder or Bumble, or I guess bars', 'time': 1670839323, 'resto': 71364646}, {'no': 71365541, 'now': '12/12/22(Mon)05:06:35', 'name': 'Anonymous', 'com': '<a href=""#p71364646"" class=""quotelink"">&gt;&gt;71364646</a><br><span class=""quote"">&gt;hey autistic permavirgins how can you help mr get a gf</span><br>think before you post.', 'time': 1670839595, 'resto': 71364646}, {'no': 71366218, 'now': '12/12/22(Mon)06:30:44', 'name': 'Anonymous', 'com': '<a href=""#p71364646"" class=""quotelink"">&gt;&gt;71364646</a><br><span class=""quote"">&gt;Hey /r9k/, how can I get a pegging gf?</span><br>date a bi girl. She is 100% into it, Im dating this 19yo Dutch girl super hot.', 'time': 1670844644, 'resto': 71364646}, {'no': 71366378, 'now': '12/12/22(Mon)06:56:25', 'name': 'Anonymous', 'com': 'Girls who are into this stuff are so fucking rare that they might as well not even exist.', 'time': 1670846185, 'resto': 71364646}]",1670846185,0.0,0.0,6.0,0.0
44,71366293,,,12/12/22(Mon)06:42:13,Anonymous,,"An army of gnomes have written a declaration letter of war to me. What the fuck do I do? I&#039;m not going to protect my house. The gnomes have already tormented me for months. Stealing my shit, laughing at night, trying to scare me and shit. I have no guns because of my criminal record. What the FUCK DO I DO",2772163665_db4a8f11ac_b,.jpg,1024,738,250,180,1670845333394448,1670845333,q4dU0uQ5kJLaovairvOxfA==,144632,0,,an-army-of-gnomes-have-written-a-declaration,0,4,1,"[{'no': 71366303, 'now': '12/12/22(Mon)06:44:06', 'name': 'Anonymous', 'com': 'homemade trebuchets', 'time': 1670845446, 'resto': 71366293}, {'no': 71366304, 'now': '12/12/22(Mon)06:44:08', 'name': 'Anonymous', 'com': '<a href=""#p71366293"" class=""quotelink"">&gt;&gt;71366293</a><br><span class=""quote"">&gt;What the FUCK DO I DO</span><br>There&#039;s nothing you can do; you&#039;re fucked. What&#039;s worse, is the gnomes have allied with the human faction Gnome Liberation Front', 'time': 1670845448, 'resto': 71366293}, {'no': 71366364, 'now': '12/12/22(Mon)06:53:09', 'name': 'Anonymous', 'com': '<a href=""#p71366293"" class=""quotelink"">&gt;&gt;71366293</a><br>OK, so here&#039;s how you&#039;re gonna do this shit. These little fuckers are essentially midgets, right? So here&#039;s what you do. You grab some pills, could be any pills, meds, vitamins, whatever. Then, you kneel near these little faggots and place two pills on the ground. As they watch, you make a show of taking one of the pills and get up. In their deformed little gnome freak brains, this looks like you grew after taking the pill. This is when they&#039;ll rush you for the remaining pill, but their pitiful midge waddle shouldn&#039;t prevent you from running circles around them with your normal legs. They&#039;ll start screaming and begging for the pill, so you&#039;ll tell them only one of them can have it. They will start tearing each other apart immediately, guarantee it. Biting into each other with their diminutive needle teeth and clawing each other with their filthy midge nails. You can laugh as they spill their gnome blood and guts in vain. Then, when only one remains, you can fry his nerves by revealing the pill&#039;s &quot;effect&quot; to have been fake all along. He&#039;ll be crying lilliputian tears in frustration. Or maybe you can play with him a little bit, run from him when he demands the pill so he has to chase you, shrieking in impotent fury as his stunted legs fail to match your stride. Maybe you can even give him the pill and watch him choke to death on it, dying with the realization he killed his fellows for nothing.', 'time': 1670845989, 'resto': 71366293}, {'no': 71366377, 'now': '12/12/22(Mon)06:56:24', 'name': 'Anonymous', 'com': 'how op acts right now is like picrel', 'filename': 'op', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670846184652700, 'time': 1670846184, 'md5': 'XZSbSD4JiM0uyBudW2IL7w==', 'fsize': 98733, 'resto': 71366293}]",1670846184,0.0,0.0,,
