,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
50,8220180,12/11/22(Sun)13:29:55,Anonymous,"Why didn&#039;t WCW build around Mike Awesome in 2000? He was a 6&#039;5, 280, jacked, could work.<br><br>They were desperate for new faces during that time too.",1663412793213,.png,636,849,187,249,1670783395499096,1670783395,pyMfPAMjoCgjIrssdqJv5g==,807132,0,0,0,why-didnt-wcw-build-around-mike-awesome-in-2000,39,1,34.0,1.0,"[{'no': 8224658, 'now': '12/11/22(Sun)23:13:00', 'name': 'Anonymous', 'com': '<a href=""#p8220180"" class=""quotelink"">&gt;&gt;8220180</a><br>I think he got a reputation of being unsafe in the ring after doing this to Booker T<br>https://www.youtube.com/watch?v=l07<wbr>U3Ac8pe0', 'time': 1670818380, 'resto': 8220180}, {'no': 8226036, 'now': '12/12/22(Mon)05:32:59', 'name': 'Anonymous', 'com': '<a href=""#p8220356"" class=""quotelink"">&gt;&gt;8220356</a><br>I must have missed those matches where Sid did superbombs and dives', 'time': 1670841179, 'resto': 8220180}, {'no': 8226041, 'now': '12/12/22(Mon)05:34:15', 'name': 'Anonymous', 'com': '<a href=""#p8220917"" class=""quotelink"">&gt;&gt;8220917</a><br><span class=""quote"">&gt;firing DDP</span>', 'time': 1670841255, 'resto': 8220180}, {'no': 8226047, 'now': '12/12/22(Mon)05:35:24', 'name': 'Anonymous', 'com': '<a href=""#p8221822"" class=""quotelink"">&gt;&gt;8221822</a><br>Scissoring Daddy Ass is easily the most over act in wrestling today', 'time': 1670841324, 'resto': 8220180}, {'no': 8226184, 'now': '12/12/22(Mon)06:17:14', 'name': 'Anonymous', 'com': '<a href=""#p8222645"" class=""quotelink"">&gt;&gt;8222645</a><br>Big D for doubt. Hogan took an Awesome Bomb and then another one through a table for good measure.', 'time': 1670843834, 'resto': 8220180}]",1670843834,,
51,8200647,12/09/22(Fri)14:15:08,Anonymous,https://www.instagram.com/amari_mil<wbr>lerwwe<br>https://www.instagram.com/ariannagr<wbr>ace_wwe<br>https://www.instagram.com/bdavenpor<wbr>twwe<br>https://www.instagram.com/brooklynw<wbr>we_/<br>https://www.instagram.com/corajadew<wbr>we/<br>https://www.instagram.com/danipalme<wbr>r_wwe/<br>https://www.instagram.com/elektralo<wbr>pezwwe/<br>https://www.instagram.com/fallon_ww<wbr>e/<br>https://www.instagram.com/ghi_eburn<wbr>eo/<br>https://www.instagram.com/indihartw<wbr>ell/<br>https://www.instagram.com/isla_dawn<wbr>/<br>https://www.instagram.com/ivynile_w<wbr>we/<br>https://www.instagram.com/jakarawwe<wbr>/<br>https://www.instagram.com/kellykinc<wbr>aid_wwe/<br>https://www.instagram.com/kianajame<wbr>s_wwe/<br>https://www.instagram.com/lashlegen<wbr>dwwe/<br>https://www.instagram.com/real_valk<wbr>yria/<br>https://www.instagram.com/nikkita_w<wbr>we/<br>https://www.instagram.com/mckenzien<wbr>mitchell<br>https://www.instagram.com/olliejayy<wbr>/<br>https://www.instagram.com/roxanne_w<wbr>we/<br>https://www.instagram.com/sarray_ww<wbr>e/<br>https://www.instagram.com/wwe.solru<wbr>ca/<br>https://www.instagram.com/tatumpaxl<wbr>ey_wwe/<br>https://www.instagram.com/theahail_<wbr>wwe/<br>https://www.instagram.com/tiffanyww<wbr>e/<br>https://www.instagram.com/valentina<wbr>ferozwwe/<br>https://www.instagram.com/thereales<wbr>twendy/<br>https://www.instagram.com/yulisaleo<wbr>n_wwe/<br><br>Call up:<br>https://www.instagram.com/maxxinedu<wbr>pri/<br><br>Released:<br>https://www.instagram.com/thenotori<wbr>ousmimi/<br>https://www.instagram.com/ericayan_<wbr>wwe/<br><br>PC Rookies<br>https://www.instagram.com/anna_keef<wbr>er/<br>https://www.instagram.com/breannaru<wbr>ggiero/<br>https://www.instagram.com/frankicar<wbr>issa/<br>https://www.instagram.com/gabrielle<wbr>karate/<br>https://www.instagram.com/ginadeluc<wbr>iaa/<br>https://www.instagram.com/heyits_mo<wbr>nika/<br>https://www.instagram.com/_hwhitee/<wbr><br>https://www.instagram.com/jade_gent<wbr>ile/<br>https://www.instagram.com/kennedy.c<wbr>ummins/<br>https://www.instagram.com/kinglea__<wbr>/<br>https://www.instagram.com/lillete/<br>https://www.instagram.com/livakash/<wbr><br>https://www.instagram.com/sarah_bae<wbr>r/<br>https://www.instagram.com/tiana.caf<wbr>fey/<br>https://www.instagram.com/valerielo<wbr>ureda/,Meanwhile_at_NXTparty,.webm,720,1280,140,250,1670613308930429,1670613308,p3KiWLxo2upVu2ZtOnJpKA==,3094779,0,0,0,nxt-women-of-nxt-general,193,109,188.0,107.0,"[{'no': 8225828, 'now': '12/12/22(Mon)04:06:33', 'name': 'Anonymous', 'filename': '2E6B0E80-05C0-4F6C-8906-81E8C1D375E8', 'ext': '.jpg', 'w': 1125, 'h': 1406, 'tn_w': 100, 'tn_h': 125, 'tim': 1670835993683128, 'time': 1670835993, 'md5': 'KMGtSwxDb67QcRHsEuCefw==', 'fsize': 155600, 'resto': 8200647}, {'no': 8225875, 'now': '12/12/22(Mon)04:18:11', 'name': 'Anonymous', 'com': '<a href=""#p8205677"" class=""quotelink"">&gt;&gt;8205677</a><br>It looks like they teased her return on a promo at Deadline, the New Years show', 'time': 1670836691, 'resto': 8200647}, {'no': 8225893, 'now': '12/12/22(Mon)04:27:47', 'name': 'Anonymous', 'com': '<a href=""#p8225536"" class=""quotelink"">&gt;&gt;8225536</a><br><span class=""quote"">&gt;he doesn’t like bimbos</span><br>KWAB', 'time': 1670837267, 'resto': 8200647}, {'no': 8225951, 'now': '12/12/22(Mon)04:55:05', 'name': 'Anonymous', 'com': '<a href=""#p8223237"" class=""quotelink"">&gt;&gt;8223237</a><br><a href=""#p8223891"" class=""quotelink"">&gt;&gt;8223891</a>', 'filename': 'Natalya', 'ext': '.jpg', 'w': 922, 'h': 861, 'tn_w': 125, 'tn_h': 116, 'tim': 1670838905479276, 'time': 1670838905, 'md5': 'PZvOeZsHuz/SKLhELv6sSw==', 'fsize': 133119, 'resto': 8200647}, {'no': 8226181, 'now': '12/12/22(Mon)06:15:49', 'name': 'Anonymous', 'com': '<a href=""#p8225951"" class=""quotelink"">&gt;&gt;8225951</a><br>kek', 'time': 1670843749, 'resto': 8200647}]",1670843749,//NXT// - Women of NXT General,
52,8220239,12/11/22(Sun)13:39:52,Anonymous,Dimes,FjqSckYXwAIiPaj,.jpg,667,667,249,249,1670783992473018,1670783992,yV8SIdosvqh7f/TB/+xcuA==,73856,0,0,0,dimes,32,9,27.0,8.0,"[{'no': 8225329, 'now': '12/12/22(Mon)01:00:12', 'name': 'Anonymous', 'filename': 'Screenshot 2022-12-11 10.59.57 PM', 'ext': '.png', 'w': 706, 'h': 279, 'tn_w': 124, 'tn_h': 49, 'tim': 1670824812320488, 'time': 1670824812, 'md5': 'oq1m/M7UZApBuvhLtGRZ8w==', 'fsize': 45739, 'resto': 8220239}, {'no': 8225363, 'now': '12/12/22(Mon)01:10:48', 'name': 'Anonymous', 'com': '<a href=""#p8220239"" class=""quotelink"">&gt;&gt;8220239</a><br><a href=""#p8220946"" class=""quotelink"">&gt;&gt;8220946</a><br><a href=""#p8221039"" class=""quotelink"">&gt;&gt;8221039</a><br><a href=""#p8221051"" class=""quotelink"">&gt;&gt;8221051</a><br><a href=""#p8221067"" class=""quotelink"">&gt;&gt;8221067</a><br><a href=""#p8222105"" class=""quotelink"">&gt;&gt;8222105</a><br><a href=""#p8223771"" class=""quotelink"">&gt;&gt;8223771</a><br>I would pork her buns if you know what I mean', 'time': 1670825448, 'resto': 8220239}, {'no': 8225515, 'now': '12/12/22(Mon)01:58:03', 'name': 'Anonymous', 'com': '<a href=""#p8220272"" class=""quotelink"">&gt;&gt;8220272</a><br><span class=""quote"">&gt;&gt;hides it behind baggy pyjamas</span><br>do you even watch the show? she ditched the onesy months ago.', 'time': 1670828283, 'resto': 8220239}, {'no': 8225586, 'now': '12/12/22(Mon)02:29:34', 'name': 'Anonymous', 'com': '<a href=""#p8225363"" class=""quotelink"">&gt;&gt;8225363</a><br>Like BBQ?', 'time': 1670830174, 'resto': 8220239}, {'no': 8226179, 'now': '12/12/22(Mon)06:14:41', 'name': 'Anonymous', 'com': '<a href=""#p8225329"" class=""quotelink"">&gt;&gt;8225329</a><br>kek based big bants wendy', 'time': 1670843681, 'resto': 8220239}]",1670843681,,
53,8225251,12/12/22(Mon)00:45:30,Anonymous,Why does he say &quot;you think you know me&quot; at the beginning of all his songs? What did that have to do with him or his character?,Edge_stat,.png,320,728,109,250,1670823930481168,1670823930,/FZTnT+4HyOC56pn0BwJsA==,272045,0,0,0,why-does-he-say-you-think-you-know-me-at-the,15,2,10.0,1.0,"[{'no': 8225391, 'now': '12/12/22(Mon)01:20:00', 'name': 'Anonymous', 'com': '<a href=""#p8225251"" class=""quotelink"">&gt;&gt;8225251</a><br>He started wwe with a mute gimmick, very mysterious.', 'time': 1670826000, 'resto': 8225251}, {'no': 8225417, 'now': '12/12/22(Mon)01:26:24', 'name': 'Anonymous', 'com': '<a href=""#p8225358"" class=""quotelink"">&gt;&gt;8225358</a><br><span class=""quote"">&gt;Wasn&#039;t his original character supposed to be a vampire?</span><br>Gangrel was the only vampire in the Brood. Edge and Christian were just followers. Edge&#039;s original gimmick before that was just some weird homeless goth loser that didn&#039;t talk to anybody.', 'time': 1670826384, 'resto': 8225251}, {'no': 8225420, 'now': '12/12/22(Mon)01:27:02', 'name': 'Anonymous', 'com': '<a href=""#p8225294"" class=""quotelink"">&gt;&gt;8225294</a><br>Yes it is, retard', 'time': 1670826422, 'resto': 8225251}, {'no': 8225479, 'now': '12/12/22(Mon)01:44:43', 'name': 'Anonymous', 'com': '<a href=""#p8225420"" class=""quotelink"">&gt;&gt;8225420</a><br>We dont sign our posts here.', 'time': 1670827483, 'resto': 8225251}, {'no': 8226164, 'now': '12/12/22(Mon)06:10:30', 'name': 'Anonymous', 'com': '<a href=""#p8225251"" class=""quotelink"">&gt;&gt;8225251</a>', 'filename': 'WHO 4', 'ext': '.jpg', 'w': 240, 'h': 320, 'tn_w': 93, 'tn_h': 125, 'tim': 1670843430925258, 'time': 1670843430, 'md5': 'qF+9G37lR6VNQh2fLmlnnw==', 'fsize': 20477, 'resto': 8225251}]",1670843430,,
54,8223401,12/11/22(Sun)20:18:45,Anonymous,"[Sad news]<br>Emi Sakura (46) became the woman&#039;s champion of DEADLOCK Pro Wrestling, an indie organization that seems to be based in North Carolina.<br><br>DEADLOCK used to sponsor Gatoh Move&#039;s YouTube brand &quot;ChocoPro.&quot;<br><br>Isn&#039;t the preferential treatment too blatant?",FjuosvIWIAATf1U,.jpg,2048,1536,250,187,1670807925616392,1670807925,kDBLXlfFgaAnJ2/Gz4l12g==,428973,0,0,0,sad-news,17,3,12.0,1.0,"[{'no': 8225255, 'now': '12/12/22(Mon)00:46:00', 'name': 'Anonymous', 'com': '<a href=""#p8223401"" class=""quotelink"">&gt;&gt;8223401</a><br><span class=""quote"">&gt;carnied her way into an indy title</span><br><br>Based<br><br>She probably saw what Shida did and thinks this is her ticket to get on TV.', 'time': 1670823960, 'resto': 8223401}, {'no': 8225290, 'now': '12/12/22(Mon)00:52:37', 'name': 'Anonymous', 'com': 'I want to have sex with Emi Sakura', 'filename': '20221113_081047', 'ext': '.jpg', 'w': 1170, 'h': 1421, 'tn_w': 102, 'tn_h': 125, 'tim': 1670824357340346, 'time': 1670824357, 'md5': 'uOmQmHsuMycy46XPvNp+oQ==', 'fsize': 247573, 'resto': 8223401}, {'no': 8226135, 'now': '12/12/22(Mon)05:59:22', 'name': 'Anonymous', 'com': '<a href=""#p8225290"" class=""quotelink"">&gt;&gt;8225290</a><br>But does she want to have sex with your bloated ass?', 'time': 1670842762, 'resto': 8223401}, {'no': 8226148, 'now': '12/12/22(Mon)06:03:18', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;DPW</span>', 'filename': 'kiddbanditDPW', 'ext': '.webm', 'w': 838, 'h': 466, 'tn_w': 124, 'tn_h': 69, 'tim': 1670842998917356, 'time': 1670842998, 'md5': 'DXu7JufPTmF4qlZgieHOEg==', 'fsize': 2114635, 'resto': 8223401}, {'no': 8226155, 'now': '12/12/22(Mon)06:06:35', 'name': 'Anonymous', 'com': '<a href=""#p8226148"" class=""quotelink"">&gt;&gt;8226148</a><br>kidd faggot is in DPW<br><span class=""quote"">&gt;adds dpw to permaban list</span><br>I dont support feds with blantent homosex in it', 'time': 1670843195, 'resto': 8223401}]",1670843195,,
55,8221002,12/11/22(Sun)15:16:50,Anonymous,ABANDON SHIP,ftr,.png,523,317,250,151,1670789810621306,1670789810,zjRaM4zPLtyUSIHRQrwcTA==,58036,0,0,0,abandon-ship,119,14,114.0,13.0,"[{'no': 8226131, 'now': '12/12/22(Mon)05:57:45', 'name': 'Anonymous', 'com': '<a href=""#p8225894"" class=""quotelink"">&gt;&gt;8225894</a><br><span class=""quote"">&gt;all the black and gold era faggots fucking off</span><br>sounds based to me', 'time': 1670842665, 'resto': 8221002}, {'no': 8226140, 'now': '12/12/22(Mon)06:01:41', 'name': 'Anonymous', 'com': '<a href=""#p8225744"" class=""quotelink"">&gt;&gt;8225744</a><br>Anon, nobody&#039;s called anyone &quot;rentboy&quot; in like 20 years.<br><br><a href=""#p8225877"" class=""quotelink"">&gt;&gt;8225877</a><br>idk dimwits will performatively wail about titles from another heckin&#039; company being in AEW?<br><br><a href=""#p8225991"" class=""quotelink"">&gt;&gt;8225991</a><br>Reminder: meds.', 'time': 1670842901, 'resto': 8221002}, {'no': 8226141, 'now': '12/12/22(Mon)06:02:10', 'name': 'Anonymous', 'com': '<a href=""#p8226123"" class=""quotelink"">&gt;&gt;8226123</a><br>If FTR somehow came back to WWE they would 100% have some clause in their contract that lets them do their shows in for New Japan and AAA, because otherwise they&#039;d be retarded to give that up.', 'time': 1670842930, 'resto': 8221002}, {'no': 8226146, 'now': '12/12/22(Mon)06:03:11', 'name': 'Anonymous', 'com': '<a href=""#p8226140"" class=""quotelink"">&gt;&gt;8226140</a><br>Tiny Con is still KWAB of the year, Ojama', 'time': 1670842991, 'resto': 8221002}, {'no': 8226177, 'now': '12/12/22(Mon)06:14:20', 'name': 'Anonymous', 'com': '<a href=""#p8226146"" class=""quotelink"">&gt;&gt;8226146</a><br>Con is still not homonymous with Khan. Still not your boyfriend. Still telling you to take the meds.', 'filename': 'BitchSIRS', 'ext': '.jpg', 'w': 402, 'h': 405, 'tn_w': 124, 'tn_h': 125, 'tim': 1670843660125094, 'time': 1670843660, 'md5': 'Tox+5nP9he9J+PHeP0kSTA==', 'fsize': 63292, 'resto': 8221002}]",1670843660,,
56,8208480,12/10/22(Sat)10:20:53,Anonymous,"- Michinoku Pro Wrestling The Great Space War 2022 will be airing on Samurai TV<br><br>- Shinnichichan Christmas episode will be airing next week on TV Asahi with Miki and Pieter<br><br><br>Previous <a href=""/pw/thread/8128233#p8128233"" class=""quotelink"">&gt;&gt;8128233</a>",FjiuACEaAAEpkkX,.jpg,2048,1536,250,187,1670685653860795,1670685653,MQ8YPxaHoXji0jeb4xm9BA==,672550,0,0,0,miki-friends,55,35,50.0,30.0,"[{'no': 8224421, 'now': '12/11/22(Sun)22:39:38', 'name': 'Anonymous', 'com': '<a href=""#p8223871"" class=""quotelink"">&gt;&gt;8223871</a><br><a href=""#p8223950"" class=""quotelink"">&gt;&gt;8223950</a><br><br>I love her!', 'filename': 'Okada and Kako', 'ext': '.jpg', 'w': 654, 'h': 753, 'tn_w': 108, 'tn_h': 125, 'tim': 1670816378120377, 'time': 1670816378, 'md5': '6lGK6u1ArJw07Zygf4pFCw==', 'fsize': 75421, 'resto': 8208480}, {'no': 8224922, 'now': '12/11/22(Sun)23:48:12', 'name': 'Anonymous', 'com': 'for me it&#039;s Yoshimura-ana', 'filename': 'yoshimura_eriko-20221211-0001', 'ext': '.jpg', 'w': 1440, 'h': 1800, 'tn_w': 100, 'tn_h': 125, 'tim': 1670820492054456, 'time': 1670820492, 'md5': 'JTL2sv5D7qZYiPonR8d20Q==', 'fsize': 217830, 'resto': 8208480}, {'no': 8225707, 'now': '12/12/22(Mon)03:17:15', 'name': 'Anonymous', 'filename': '319109552_1565481580560889_3637022808389524077_n', 'ext': '.jpg', 'w': 1080, 'h': 1350, 'tn_w': 100, 'tn_h': 125, 'tim': 1670833035795922, 'time': 1670833035, 'md5': 'gdtMHlFTLkyJaBJEj1TjFw==', 'fsize': 204883, 'resto': 8208480}, {'no': 8226081, 'now': '12/12/22(Mon)05:45:33', 'name': 'Anonymous', 'filename': 'mitani_tsumugi~1669982735~2984353946726064798_9240568694', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670841933011646, 'time': 1670841933, 'md5': 'ZauDtCTn/DKt6ehnPuZD+w==', 'fsize': 124575, 'resto': 8208480}, {'no': 8226130, 'now': '12/12/22(Mon)05:57:42', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Speaks fluent Japanese</span><br><span class=""quote"">&gt;Gets a translator so English speaking fans can hear what he has to say</span><br>https://youtu.be/kRHYXvL_U3w', 'filename': 'toksfale~1663381746~2928980833702087148_289648626', 'ext': '.jpg', 'w': 1080, 'h': 1343, 'tn_w': 100, 'tn_h': 125, 'tim': 1670842662697569, 'time': 1670842662, 'md5': 'EA+x706PTMP4G+oCCezSpw==', 'fsize': 216734, 'resto': 8208480}]",1670842662,/Miki/ &amp; Friends,
57,8222529,12/11/22(Sun)18:31:15,Anonymous,How many more years can Darby go on like this?,Darby Joe,.webm,640,360,250,140,1670801475629136,1670801475,Jg8IMSFRhME8+Ht3HkJ63Q==,2989746,0,0,0,how-many-more-years-can-darby-go-on-like-this,41,4,36.0,3.0,"[{'no': 8226094, 'now': '12/12/22(Mon)05:48:35', 'name': 'Anonymous', 'com': '<a href=""#p8226035"" class=""quotelink"">&gt;&gt;8226035</a><br>Not your boyfriend schizo. Meds. Take &#039;em.', 'time': 1670842115, 'resto': 8222529}, {'no': 8226102, 'now': '12/12/22(Mon)05:50:20', 'name': 'Anonymous', 'com': '<a href=""#p8226094"" class=""quotelink"">&gt;&gt;8226094</a><br>Ojama are you ok?', 'filename': 'a hamster named tamster', 'ext': '.jpg', 'w': 750, 'h': 832, 'tn_w': 112, 'tn_h': 125, 'tim': 1670842220287048, 'time': 1670842220, 'md5': 'gVDd+sjFnhyeFvo2/3CKPQ==', 'fsize': 63670, 'resto': 8222529}, {'no': 8226118, 'now': '12/12/22(Mon)05:55:05', 'name': 'Anonymous', 'com': '<a href=""#p8226004"" class=""quotelink"">&gt;&gt;8226004</a><br>He landed with his back arched between the wheels and then rolls over. It&#039;s almost like this was a preplanned spot.', 'time': 1670842505, 'resto': 8222529}, {'no': 8226122, 'now': '12/12/22(Mon)05:56:09', 'name': 'Anonymous', 'com': '<a href=""#p8226118"" class=""quotelink"">&gt;&gt;8226118</a><br>Stfu obese smark', 'time': 1670842569, 'resto': 8222529}, {'no': 8226126, 'now': '12/12/22(Mon)05:56:50', 'name': 'Anonymous', 'com': '<a href=""#p8226102"" class=""quotelink"">&gt;&gt;8226102</a><br>More OK than a joshicon who goes into threads about stuff they don&#039;t even like to shriek at their boogeyman.', 'time': 1670842610, 'resto': 8222529}]",1670842610,,
58,8226110,12/12/22(Mon)05:53:45,Anonymous,what kind of spear is this,jogging flying hug,.png,1747,967,250,138,1670842425718581,1670842425,jfpkC9pQq5uJ2UWCMV9Ceg==,2132291,0,0,0,what-kind-of-spear-is-this,2,0,,,"[{'no': 8226121, 'now': '12/12/22(Mon)05:56:05', 'name': 'Anonymous', 'com': '<a href=""#p8226110"" class=""quotelink"">&gt;&gt;8226110</a><br>a retarded one.', 'time': 1670842565, 'resto': 8226110}, {'no': 8226125, 'now': '12/12/22(Mon)05:56:36', 'name': 'Anonymous', 'com': '<a href=""#p8226110"" class=""quotelink"">&gt;&gt;8226110</a><br>a based one', 'time': 1670842596, 'resto': 8226110}]",1670842596,,
59,8220680,12/11/22(Sun)14:30:42,Anonymous,Omega xirs ...,Screenshot from 2022-12-11 14-30-04,.png,754,596,250,197,1670787042601198,1670787042,rMhJjmGVHCPONygcgPjbow==,439119,0,0,0,omega-xirs,20,2,15.0,2.0,"[{'no': 8224698, 'now': '12/11/22(Sun)23:17:43', 'name': 'Anonymous', 'com': '<a href=""#p8223865"" class=""quotelink"">&gt;&gt;8223865</a><br>Omega can&#039;t do basics like lockups well, so I hope not.', 'time': 1670818663, 'resto': 8220680}, {'no': 8225918, 'now': '12/12/22(Mon)04:39:19', 'name': 'Anonymous', 'com': '<a href=""#p8220680"" class=""quotelink"">&gt;&gt;8220680</a>', 'time': 1670837959, 'resto': 8220680}, {'no': 8225988, 'now': '12/12/22(Mon)05:13:32', 'name': 'Anonymous', 'com': '<a href=""#p8224698"" class=""quotelink"">&gt;&gt;8224698</a><br>Omega did a perfectly clean lockup vs Danielson', 'time': 1670840012, 'resto': 8220680}, {'no': 8226028, 'now': '12/12/22(Mon)05:30:29', 'name': 'Anonymous', 'com': '<a href=""#p8220680"" class=""quotelink"">&gt;&gt;8220680</a><br>dronies are providing some very uppity rent free space tonight lol', 'time': 1670841029, 'resto': 8220680}, {'no': 8226117, 'now': '12/12/22(Mon)05:54:57', 'name': 'Anonymous', 'com': '<a href=""#p8220680"" class=""quotelink"">&gt;&gt;8220680</a><br>BRUV<br>BRUV<br>BRUV', 'time': 1670842497, 'resto': 8220680}]",1670842497,,
