,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,spoiler
0,1,1.0,1.0,01/29/21(Fri)06:20:11,Anonymous,Welcome to /vt/ - Virtual YouTubers,"This board is for the discussion of Virtual YouTubers (&quot;VTubers&quot;), including those streaming in Japanese, English, and other languages. VTubers don&#039;t necessarily need to be on Youtube of course, they can be on Twitch, Niconico, Bilibili, or any other platform.<br><br>Please note that discussion should pertain to a VTuber&#039;s streams and content, and should not pertain to their real lives, relationships, or appearances (&quot;IRL&quot;).",vt,.jpg,767,677,250,220,1611919211191,1611919211,/ByoddbBkujCu1jLWcCiGg==,145602,0,mod,welcome-to-vt-virtual-youtubers,3,0,0,1611921486,,,,,,
1,38691235,,,12/10/22(Sat)05:23:48,Anonymous,/vsj+/ - VShojo+ General,"Late Night Birthday Princess Veibaeya Part 74<br><br>Welcome to /vsj+/! A thread to discuss VShojo, and any Vtubers frequently associated with them.<br><br>Happy Birthday Vei.<br><br>Bait bad, Bussy good.<br><br>VShojo is:<br>Froot - https://www.twitch.tv/apricot<br>Haruka - https://www.twitch.tv/harukakaribu<br>Hime - https://www.twitch.tv/hajime<br>Mel - https://www.twitch.tv/projektmelody<wbr><br>Mouse - https://www.twitch.tv/ironmouse<br>Nyan - https://www.twitch.tv/nyanners<br>Silver - https://www.twitch.tv/silvervale<br>Her Royal Highness, Princess Veibaeya - https://www.twitch.tv/veibae<br>Zen - https://www.twitch.tv/zentreya<br><br>VShojoJP is:<br>Kson<br>https://www.twitch.tv/ksonsouchou<br>https://www.youtube.com/c/ksonONAIR<wbr><br>Nazuna<br>https://www.twitch.tv/amemiyanazuna<wbr><br><br>Related:<br>総長 + 会長 for dedicated Kson discussion<br>/るみな/ for dedicated Nazuna discussion<br><a href=""//boards.4channel.org/vt/catalog#s=%2Flig%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//lig/</a> for more focused + and ++ discussion<br><br>Previous Thread: <a href=""/vt/thread/38666120#p38666120"" class=""quotelink"">&gt;&gt;38666120</a>",LNPV74,.jpg,4096,2579,250,157,1670667828844640,1670667828,r3pZtF/bKXV9elt8QVeSTQ==,871406,0,,vsj-vshojo-general,3,58,14,1670674414,0.0,0.0,53.0,13.0,"[{'no': 38694245, 'now': '12/10/22(Sat)07:09:46', 'name': 'Anonymous', 'com': 'Is it wrong to encourage vtubers to bring their personal life into their streams? Surely them trying to mix the two isn&#039;t going to end well.', 'time': 1670674186, 'resto': 38691235}, {'no': 38694284, 'now': '12/10/22(Sat)07:11:32', 'name': 'Anonymous', 'com': '<a href=""#p38694217"" class=""quotelink"">&gt;&gt;38694217</a><br><span class=""quote"">&gt;that sounds like a very efficient way to ditch your viewers.</span><br>What&#039;s the goal of this tactic?', 'time': 1670674292, 'resto': 38691235}, {'no': 38694328, 'now': '12/10/22(Sat)07:13:27', 'name': 'Anonymous', 'com': '<a href=""#p38694284"" class=""quotelink"">&gt;&gt;38694284</a><br>i dunno, ask nyan and her constant alt accounts.', 'time': 1670674407, 'resto': 38691235}, {'no': 38694330, 'now': '12/10/22(Sat)07:13:30', 'name': 'Anonymous', 'com': '<a href=""#p38694183"" class=""quotelink"">&gt;&gt;38694183</a><br>Nazuna doesn&#039;t know raiding someone = stream over', 'time': 1670674410, 'resto': 38691235}, {'no': 38694333, 'now': '12/10/22(Sat)07:13:34', 'name': 'Anonymous', 'com': '<a href=""#p38694231"" class=""quotelink"">&gt;&gt;38694231</a><br>I don&#039;t think she actually understands what raiding is<br><a href=""#p38694284"" class=""quotelink"">&gt;&gt;38694284</a><br><span class=""quote"">&gt;reason </span><br>Well technically speaking, it was supposed to be her way of showing appreciation to Silver for always raiding her', 'filename': 'My precious dumb wife', 'ext': '.png', 'w': 662, 'h': 704, 'tn_w': 117, 'tn_h': 125, 'tim': 1670674414807026, 'time': 1670674414, 'md5': 'zX7LxgJHF9MjCsbA31e9KA==', 'fsize': 517078, 'resto': 38691235}]",
2,38693833,,,12/10/22(Sat)06:55:36,Anonymous,/NijiEN/ Nijisanji EN General,"Nijisanji EN Youtube channels:<br>https://www.youtube.com/channel/UC-<wbr>JSeFfovhNsEhftt1WHMvg/channels<br><br>Twitter:<br>https://twitter.com/NIJISANJI_World<wbr><br>https://twitter.com/i/lists/1415262<wbr>975435231235<br><br>Lazulight:<br>https://twitter.com/PomuRainpuff<br>https://twitter.com/EliraPendora<br>https://twitter.com/3W1W4 (alt)<br>https://twitter.com/FinanaRyugu<br>https://twitter.com/RyuguFinana (alt)<br><br>Obsydia:<br>https://twitter.com/Rosemi_Lovelock<wbr><br>https://twitter.com/Petra_Gurin<br>https://twitter.com/Selen_Tatsuki<br><br>Ethyria:<br>https://twitter.com/MillieParfait<br>https://twitter.com/EnnaAlouette<br>https://twitter.com/NinaKosaka<br>https://twitter.com/ReimuEndou<br><br>Luxiem:<br>https://twitter.com/Ike_Eveland<br>https://twitter.com/Mysta_Rias<br>https://twitter.com/Vox_Akuma<br>https://twitter.com/Luca_Kaneshiro<br>https://twitter.com/Shu_Yamino<br><br>Noctyx:<br>https://twitter.com/sonny_brisko<br>https://twitter.com/uki_violeta<br>https://twitter.com/alban_knox<br>https://twitter.com/fulgur_ovid<br>https://twitter.com/yugo_asuma<br><br>Iluna:<br>https://twitter.com/MariaMari0nette<wbr><br>https://twitter.com/KyoKanek0<br>https://twitter.com/AiaAmare<br>https://twitter.com/AsterArcadia<br>https://twitter.com/ScarleYonaguni<br>https://twitter.com/RenZott0<br><br>XSOLEIL:<br>https://twitter.com/ZaionLanZa<br>https://twitter.com/D_Dropscythe<br>https://twitter.com/MelocoKyoran<br>https://twitter.com/HexHaywire<br>https://twitter.com/KotokaTorahime<br>https://twitter.com/Ver_Vermillion<br><br>Teamup schedule for Nijisanji EN:<br>https://teamup.com/ks1mraas71v3fjf1<wbr>c2<br>https://walfie.github.io/niji-en-pi<wbr>nned/<br>https://nijien.vercel.app/<br><br>To watch streams at the same time:<br>https://holodex.net/<br>https://pomuhub.com/<br>https://niji-mado.web.app/home<br>Open devtools (F12 key), go to console tab, input the following code, then refresh the page.<br>localStorage.setItem(&#039;rulePauseOthe<wbr>r&#039;, 0);<br>You only need to do this once, or until your browser data is cleared.<br><br>NijiEN song playlist:<br>https://youtube.com/playlist?list=P<wbr>LKN0vyOK8SHelderZX3Vb84zwoAWoTKwR<br>To loop indefinitely get a browser extension preventing Youtube autopause.<br><br>Nijisanji chat log:<br>https://niji.chats.ninja/#/comment<br><br>Aggie archive:<br>https://catbox.moe/c/hp31z6<br><br>Our Minecraft Server:<br>ninisani.moe<br><br>Our watchalong site:<br>watch.ninisani.moe<br><br>Reminder to ignore bait, shitposting, samefags, discordfags, numberfags, tribalfags and falseflaggers.<br><br>Previous thread: <a href=""/vt/thread/38689107#p38689107"" class=""quotelink"">&gt;&gt;38689107</a>",FjYh_IQX0AUjF8o,.jpg,1000,1430,174,250,1670673336758026,1670673336,PBTnZye7IgzZEbqeWgjgNw==,230145,0,,nijien-nijisanji-en-general,3,56,19,1670674413,0.0,0.0,51.0,17.0,"[{'no': 38694272, 'now': '12/10/22(Sat)07:11:01', 'name': 'Anonymous', 'com': '<a href=""#p38694096"" class=""quotelink"">&gt;&gt;38694096</a><br>Funny hat, flight, and nameable', 'time': 1670674261, 'resto': 38693833}, {'no': 38694281, 'now': '12/10/22(Sat)07:11:26', 'name': 'Anonymous', 'com': '<a href=""#p38694096"" class=""quotelink"">&gt;&gt;38694096</a><br>A lot of twitter likes', 'time': 1670674286, 'resto': 38693833}, {'no': 38694305, 'now': '12/10/22(Sat)07:12:41', 'name': 'Anonymous', 'com': '<s>CC#9 Risk18 done now what</s>', 'filename': 'depriveselen', 'ext': '.jpg', 'w': 234, 'h': 285, 'tn_w': 102, 'tn_h': 125, 'tim': 1670674361544169, 'time': 1670674361, 'md5': 'nXyua0mkYn1IOyHcRzky5w==', 'fsize': 62375, 'resto': 38693833}, {'no': 38694325, 'now': '12/10/22(Sat)07:13:22', 'name': 'Anonymous', 'com': '<a href=""#p38694220"" class=""quotelink"">&gt;&gt;38694220</a><br>Played P5 but didn&#039;t finished it because she got addicted to batting cages.', 'time': 1670674402, 'resto': 38693833}, {'no': 38694332, 'now': '12/10/22(Sat)07:13:33', 'name': 'Anonymous', 'com': 'I love my stinky gamer husband, sonny brisko! OW2 soon!', 'filename': '1661845034951871', 'ext': '.jpg', 'w': 1876, 'h': 2175, 'tn_w': 107, 'tn_h': 125, 'tim': 1670674413422374, 'time': 1670674413, 'md5': 'NFjIT4Jtx2V6VwL2a58Nng==', 'fsize': 470786, 'resto': 38693833}]",
3,38686249,,,12/10/22(Sat)02:21:20,Anonymous,/MANS/ - Tempus General,"RIP Ratxel XII.V and Vesboner edition<br><br>Last thread: <a href=""/vt/thread/38676363#p38676363"" class=""quotelink"">&gt;&gt;38676363</a><br><br><span class=""quote"">&gt;Magni / Altare / Noir / Syrios</span><br>Schedule: https://teamup.com/ksvy41xvgrjjytwg<wbr>d9<br><br><span class=""quote"">&gt;Magni Dezmond</span><br>https://www.youtube.com/@magnidezmo<wbr>nd<br>https://twitter.com/magnidezmond<br>https://magnidezmond.carrd.co/<br><span class=""quote"">&gt;MAGNATION / Magmates</span><br>Live: #ItsMagginTime<br>Art: #MagniOpus<br>Memes: #Dezmemes<br>Clips: #DezClips<br><br><span class=""quote"">&gt;Regis Altare</span><br>https://www.youtube.com/@regisaltar<wbr>e<br>https://twitter.com/regisaltare<br><span class=""quote"">&gt;Altventurers</span><br>Live: #AlTogether<br>Art: #WorkofAlt<br>Memes: #LaughTare<br>Clips: #RegiTales<br><br><span class=""quote"">&gt;Noir Vesper</span><br>https://www.youtube.com/@noirvesper<wbr><br>https://twitter.com/noirvesper_en<br><span class=""quote"">&gt;Vesfriends</span><br>Live: #VesperONLINE<br>Art: #VespART / #ScholArt<br>Memes: #Noirgrounds<br>Clips: #ClipNoir<br><br><span class=""quote"">&gt;Axel Syrios</span><br>https://www.youtube.com/@axelsyrios<wbr><br>https://twitter.com/axelsyrios<br><span class=""quote"">&gt;Axelotls</span><br>Live: #Whysosyrios<br>Art: #Artxel<br>Memes: #Axeldent<br>Fan thumbnails: #AxelThumbtails<br><br><span class=""quote"">&gt;OP Template</span><br>https://pastebin.com/nwbhp9ZG<br><br><span class=""quote"">&gt;Songs playlist</span><br>https://www.youtube.com/playlist?li<wbr>st=PLY2RslAWsaQ8l3YiVLd318kcNt3g3Ec<wbr>-A",Fjls2YuX0AEm4sf,.jpg,1552,1029,250,165,1670656880908066,1670656880,0e77u+GVfBydBuEq1gaILg==,697264,0,,mans-tempus-general,3,260,38,1670674411,0.0,0.0,255.0,38.0,"[{'no': 38694121, 'now': '12/10/22(Sat)07:05:39', 'name': 'Anonymous', 'com': 'whose the worst fanbase? Magmites or Vesties?', 'time': 1670673939, 'resto': 38686249}, {'no': 38694261, 'now': '12/10/22(Sat)07:10:44', 'name': 'Anonymous', 'com': '<a href=""#p38694121"" class=""quotelink"">&gt;&gt;38694121</a><br>Magmites by far. /here/, they&#039;re fine for the most part. Practically everywhere else they&#039;re a fucking annoyance. At least Vesper filters out most of the idiots of the same caliber by playing the games he plays and talking about topics that would go completely over their heads', 'time': 1670674244, 'resto': 38686249}, {'no': 38694287, 'now': '12/10/22(Sat)07:11:45', 'name': 'Anonymous', 'com': '<a href=""#p38693999"" class=""quotelink"">&gt;&gt;38693999</a><br>I invited him', 'time': 1670674305, 'resto': 38686249}, {'no': 38694301, 'now': '12/10/22(Sat)07:12:26', 'name': 'Anonymous', 'com': '<a href=""#p38693999"" class=""quotelink"">&gt;&gt;38693999</a><br>Tempus is open VC 90% of the time.', 'time': 1670674346, 'resto': 38686249}, {'no': 38694331, 'now': '12/10/22(Sat)07:13:31', 'name': 'Anonymous', 'com': 'people really want to baby these guys...some are pretty aggressive about babying them too', 'time': 1670674411, 'resto': 38686249}]",
4,38694247,,,12/10/22(Sat)07:09:56,Anonymous,Hololive Global,,1640756136492,.jpg,1270,1800,176,250,1670674196370810,1670674196,4iikY1B2ZSCsEHJg92+QMQ==,1221031,0,,hololive-global,3,25,11,1670674407,0.0,0.0,20.0,11.0,"[{'no': 38694321, 'now': '12/10/22(Sat)07:13:11', 'name': 'Anonymous', 'com': '<a href=""#p38694275"" class=""quotelink"">&gt;&gt;38694275</a><br>To be fair it&#039;s not really her management&#039;s fault if they weren&#039;t informed<br>unless someone at upper management knew and didn&#039;t tell them, this one&#039;s probably more on the counterside people', 'time': 1670674391, 'resto': 38694247}, {'no': 38694324, 'now': '12/10/22(Sat)07:13:16', 'name': 'Anonymous', 'com': '<a href=""#p38694299"" class=""quotelink"">&gt;&gt;38694299</a><br>Blizz is dead Gura', 'time': 1670674396, 'resto': 38694247}, {'no': 38694326, 'now': '12/10/22(Sat)07:13:25', 'name': 'Anonymous', 'com': '<a href=""#p38694288"" class=""quotelink"">&gt;&gt;38694288</a><br>It was never going to be competitive design document probably started way too over ambitious and now its just baby rust with holo concerts which honestly is fine and I will play.', 'time': 1670674405, 'resto': 38694247}, {'no': 38694327, 'now': '12/10/22(Sat)07:13:26', 'name': 'Anonymous', 'com': '<a href=""#p38694288"" class=""quotelink"">&gt;&gt;38694288</a><br>It&#039;s not 2021 anymore, metaverse is a known flop.', 'time': 1670674406, 'resto': 38694247}, {'no': 38694329, 'now': '12/10/22(Sat)07:13:27', 'name': 'Anonymous', 'com': '<a href=""#p38694299"" class=""quotelink"">&gt;&gt;38694299</a><br>Thanks Gura', 'time': 1670674407, 'resto': 38694247}]",
5,38692862,,,12/10/22(Sat)06:28:20,Anonymous,森 カリオペ,a thread for Calliope Mori and the members of the extended universe,1670213427010979,.png,206,222,206,222,1670671700459615,1670671700,RfsczKbKkLlOfl0W8bGTng==,80355,0,,a-thread-for-calliope-mori-and-the-members-of-the,3,34,5,1670674395,0.0,0.0,29.0,4.0,"[{'no': 38694207, 'now': '12/10/22(Sat)07:08:29', 'name': 'Anonymous', 'com': '<a href=""#p38694172"" class=""quotelink"">&gt;&gt;38694172</a><br>So are you blind or can&#039;t you read?', 'time': 1670674109, 'resto': 38692862}, {'no': 38694210, 'now': '12/10/22(Sat)07:08:31', 'name': 'Anonymous', 'com': '<a href=""#p38694173"" class=""quotelink"">&gt;&gt;38694173</a><br>collab perms probably', 'time': 1670674111, 'resto': 38692862}, {'no': 38694298, 'now': '12/10/22(Sat)07:12:23', 'name': 'Anonymous', 'com': 'When&#039;s her nendoroid?', 'filename': 'calli plug', 'ext': '.png', 'w': 800, 'h': 800, 'tn_w': 125, 'tn_h': 125, 'tim': 1670674343251372, 'time': 1670674343, 'md5': 'EmY8AOg25p3clgbCF1dEUw==', 'fsize': 494161, 'resto': 38692862}, {'no': 38694322, 'now': '12/10/22(Sat)07:13:12', 'name': 'Anonymous', 'com': 'Mori should force J-Chad to do a tech bootcamp so she&#039;s actually useful for stuff like this', 'time': 1670674392, 'resto': 38692862}, {'no': 38694323, 'now': '12/10/22(Sat)07:13:15', 'name': 'Anonymous', 'com': '<a href=""#p38694298"" class=""quotelink"">&gt;&gt;38694298</a><br>A few months at best for pre orders than 8-16 months depending on delays after that.', 'time': 1670674395, 'resto': 38692862}]",
6,38694240,,,12/10/22(Sat)07:09:32,Anonymous,/#/ - Numbers,"Previous: <a href=""/vt/thread/38690699#p38690699"" class=""quotelink"">&gt;&gt;38690699</a>",03153ab3394109f4832d8dacd3b8e7d4,.jpg,824,1200,171,250,1670674172639773,1670674172,ypx+i5+MSEMDVW3+NJp/NQ==,650393,0,,numbers,3,11,7,1670674387,0.0,0.0,6.0,4.0,"[{'no': 38694294, 'now': '12/10/22(Sat)07:12:08', 'name': 'Anonymous', 'com': 'I think at this point, the reason for a whole lot of delays in debuts is because they want to use or put the newer gens into HoloEarth as their own characters along with stories. I would assume Cover would invest a lot into animation projects for both JP 7 and EN 3 or cheaper mangas.', 'time': 1670674328, 'resto': 38694240}, {'no': 38694295, 'now': '12/10/22(Sat)07:12:09', 'name': 'Anonymous', 'filename': '1658823831481', 'ext': '.png', 'w': 1180, 'h': 913, 'tn_w': 125, 'tn_h': 96, 'tim': 1670674329649126, 'time': 1670674329, 'md5': '+cRzu0QnvYrl/WXHpLzh+w==', 'fsize': 391381, 'resto': 38694240}, {'no': 38694303, 'now': '12/10/22(Sat)07:12:37', 'name': 'Anonymous', 'com': '<a href=""/vt/thread/38690699#p38694109"" class=""quotelink"">&gt;&gt;38694109</a><br><span class=""quote"">&gt;i swear im not a dumbass</span><br>X', 'time': 1670674357, 'resto': 38694240}, {'no': 38694317, 'now': '12/10/22(Sat)07:13:06', 'name': 'Anonymous', 'com': '<a href=""/vt/thread/38690699#p38694223"" class=""quotelink"">&gt;&gt;38694223</a><br>If you read she says she tried using a VPN and it doesn’t work because it needs ti be connected to the network', 'filename': '213F69B6-DB97-42F1-96D6-0E74BA85A9F4', 'ext': '.png', 'w': 339, 'h': 712, 'tn_w': 59, 'tn_h': 125, 'tim': 1670674386659894, 'time': 1670674386, 'md5': 'Z6th3ql2wTDM/gPUira2pA==', 'fsize': 61252, 'resto': 38694240}, {'no': 38694318, 'now': '12/10/22(Sat)07:13:07', 'name': 'Anonymous', 'com': '<a href=""#p38694292"" class=""quotelink"">&gt;&gt;38694292</a><br><span class=""quote"">&gt;DECEMBER 2022 GOLDS</span><br>1) Aqua (Hololive) - 74,863 - Birthday totsumachi<br>2) Miko (Hololive) - 43,734 - Molly Online w/Suisei<br>3) Pekora (Hololive) - 119,225 - 2 million subs celebration 3D<br>4) Toya (Nijisanji) - 108,918 - Niji MK Cup rules &amp; lottery<br>5) Pekora (Hololive) - 65,711 - Fate/Grand Order gacha<br>6) Mio (Hololive) - 69,368 - New outfit reveal<br>7) Mio (Hololive) - 88,166 - 4th anniversary 3D live<br>8) Fubuki (Hololive) - 34,626 - Fate/Grand Order gacha<br>9) Hisui (Nijisanji) - 43,193* - 3D debut<br><br><span class=""quote"">&gt;PER COMPANY</span><br>7x: Hololive<br>2x: Nijisanji<br><br><span class=""quote"">&gt;PER STREAMER</span><br>2x: Mio, Pekora<br>1x: Aqua, Fubuki, Hisui, Miko, Toya<br><br><span class=""quote"">&gt;2022 GOLDS</span><br><span class=""quote"">&gt;PER COMPANY</span><br>227x: Hololive<br>103x: Nijisanji<br>6x: Indie, Neo Porte<br>1x: Kizuna AI Inc.<br><br><span class=""quote"">&gt;PER STREAMER</span><br>53x: Pekora<br>22x: Miko<br>19x: Kuzuha<br>18x: Aqua<br>16x: Salome, Subaru<br>15x: Nijisanji<br>10x: Marine<br>8x: Mio<br>7x: Suisei, Toya<br>6x: Hal, Hololive, Kanata<br>5x: Flare, Fuwa, Gura, Koyori, Noel<br>4x: Chloe, Korone, Okayu, Polka, Towa<br>3x: Ayame, Choco, Fubuki, Lui, Mayuzumi, Mel<br>2x: Ange, Botan, Ibrahim, Iroha, Lamy, Laplus, Maimoto, Mito, Mori, Mysta, Nene, Nerumero, Shion, Sora, Tsukasa, Vox, Yashiro<br>1x: AI, Akabane, Aki, Axia, AZKi, Chima, Chronoir, Debi, Furen, Gwelu, Haachama, Hayase, Hisui, Hoshikawa, Kaida, Lain, Leos, Luna, Masaru, Melissa, Mikeneko, Moona, Nagao, Naruse, Natsume, Ren, Roboco, Rushia, Sana, Sango, Selen, Shiina, Sukoya, Ui, Watame, Yorumi, Zeta', 'filename': '7acf61c156c342e6885c3a524bfbe364', 'ext': '.jpg', 'w': 850, 'h': 640, 'tn_w': 125, 'tn_h': 94, 'tim': 1670674387824504, 'time': 1670674387, 'md5': '5wjKgvVLzVBugDNvKqluUw==', 'fsize': 124169, 'resto': 38694240}]",
7,38693360,,,12/10/22(Sat)06:42:55,Anonymous,,This is my waifu<br>say something nice about her,1645025995729,.png,2021,1137,250,140,1670672575086235,1670672575,m1d22TfvjqIrYQtAsX5v4w==,788351,0,,this-is-my-waifu,3,3,0,1670674383,0.0,0.0,,,"[{'no': 38693455, 'now': '12/10/22(Sat)06:45:46', 'name': 'Anonymous', 'com': 'soulless', 'time': 1670672746, 'resto': 38693360}, {'no': 38693465, 'now': '12/10/22(Sat)06:45:57', 'name': 'Anonymous', 'com': '<a href=""#p38693360"" class=""quotelink"">&gt;&gt;38693360</a><br>chuuba shilling rule #1: at least drop some links or name', 'time': 1670672757, 'resto': 38693360}, {'no': 38694315, 'now': '12/10/22(Sat)07:13:03', 'name': 'Anonymous', 'com': '<a href=""#p38693465"" class=""quotelink"">&gt;&gt;38693465</a><br>your mistake is thinking this is a chuuba shill thread and not a holo event thread', 'time': 1670674383, 'resto': 38693360}]",
8,38690437,,,12/10/22(Sat)04:49:26,Anonymous,/lig/ - Large Indies Global,"Under the Mistletoe Edition<br><br><span class=""quote"">&gt;What is /lig/?</span><br>/lig/ is a thread for viewers to find, share, and discuss indie vtubers who have on average 500 viewers or more.<br><br><span class=""quote"">&gt;Why /lig/?</span><br>Large indie vtubers have more net fans, but they are outnumbered by 2views by the thousands. This is a thread for the VIP, regardless of what language they stream on.<br><br><span class=""quote"">&gt;Can I shill my 499view oshi here?</span><br>Considering averages fluctuate widely, all the way down to 100 is reasonable. The minimal requirement however is being Twitch partner or the YouTube equivalent in numbers.<br><br>Numbers for 12/9:<br>1: https://twitch.tv/ShyLily (4,870)<br>2: https://twitch.tv/Shxtou (4,043)<br>3: https://twitch.tv/OkCode (2,512)<br>4: https://twitch.tv/Snuffy (2,307)<br>5: https://twitch.tv/Buffpup (1,597)<br>6: https://twitch.tv/Saruei (1,355)<br>7: https://twitch.tv/Girl_DM_ (1,158)<br>8: https://twitch.tv/Milky (1,036)<br>9: https://twitch.tv/DyaRikku (831)<br>10: https://twitch.tv/Momo (814)<br><br>Non-English:<br>1: https://twitch.tv/lilpaaaaaa (10,118) *Korean<br>2: https://twitch.tv/viichan6 (8,889) *Korean<br>3: https://twitch.tv/cotton__123 (8,324) *Korean<br><br><span class=""quote"">&gt;Wait isn&#039;t that one a corpo?</span><br>For historical reasons, small companies are fine temporarily as long as they have one talent at 500-ish.<br><br><span class=""quote"">&gt;Twitch Clips Guide</span><br>https://pastelink.net/34vd5<br><br><span class=""quote"">&gt;VOD Archival Guide</span><br>https://pastebin.com/1i8hF902 (embed)<br><br><span class=""quote"">&gt;Koikatsu cards (SEEEEEEEX)</span><br>https://mega.nz/folder/JYtkXJwL#07g<wbr>AQCQqI_9FsmX9oQJKSA<br><br><span class=""quote"">&gt;/lig/ Koikatsu Archive</span><br>https://mega.nz/folder/KfJXHCZZ#a_R<wbr>p4Ckt4wPZkB4zLdShew<br><br><span class=""quote"">&gt;Tiermaker</span><br>https://tiermaker.com/create/-lig--<wbr>unofficial-version-54-tier-list-mak<wbr>er-15161259<br><br><span class=""quote"">&gt;/lig/ Chuuba Birthday Calendar (WIP)</span><br>https://www.canva.com/design/DAE-Xg<wbr>WodVg/ofLz4QC1yPPQ4T6TTAE0fw/edit?u<wbr>tm_content=DAE-XgWodVg<br><br><span class=""quote"">&gt;Upcoming Birthdays:</span><br>December 11th - Nihmune<br>January 2nd - Milky<br>January 3rd - Olivia Monroe<br><br><span class=""quote"">&gt;Experimental /lig/ booru</span><br>https://booru.plus/+largeindiesglob<wbr>al<br><br><span class=""quote"">&gt;Ducks</span><br>(embed) (embed) (embed) (embed) (embed) (embed) (embed)<br> https://www.twitch.tv/dashducks (embed) (embed) (embed) (embed) (embed) (embed) (embed) (embed)<br> (embed)<br><br>Other useful threads:<br><a href=""//boards.4channel.org/vt/catalog#s=%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//</a>#/<br><a href=""//boards.4channel.org/vt/catalog#s=%2Fwvt%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//wvt/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fasp%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//asp/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fcorpo%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//corpo/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Findie%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//indie/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvsj+%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//vsj+/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvoms%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//voms/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvrt%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//vrt/</a><br><br>Previous Thread <a href=""/vt/thread/38682909#p38682909"" class=""quotelink"">&gt;&gt;38682909</a>",1666292493323,.png,605,585,250,241,1670665766246494,1670665766,FlcsPy1rrWit+3par8do3w==,291763,0,,lig-large-indies-global,3,77,12,1670674380,0.0,0.0,72.0,11.0,"[{'no': 38694098, 'now': '12/10/22(Sat)07:04:57', 'name': 'Anonymous', 'com': '<a href=""#p38693961"" class=""quotelink"">&gt;&gt;38693961</a><br>looks like no one cares to me', 'time': 1670673897, 'resto': 38690437}, {'no': 38694175, 'now': '12/10/22(Sat)07:07:31', 'name': 'Anonymous', 'com': '<a href=""#p38693961"" class=""quotelink"">&gt;&gt;38693961</a><br><span class=""quote"">&gt;1 general vtuber anti and 1 guy going pog nazi vtuber</span><br>You have a low tolerance to this', 'time': 1670674051, 'resto': 38690437}, {'no': 38694293, 'now': '12/10/22(Sat)07:12:07', 'name': 'Anonymous', 'com': 'You know, something about tobs teeth on her new 3d is really pleasant to me', 'time': 1670674327, 'resto': 38690437}, {'no': 38694297, 'now': '12/10/22(Sat)07:12:21', 'name': 'Anonymous', 'com': '<a href=""#p38690852"" class=""quotelink"">&gt;&gt;38690852</a><br>No, i dont chat on twitch. I always hide in the shadows. <s>Jokes aside i have nothing worthwhile to say so i might as well not say anything.</s>', 'filename': '1644393168641', 'ext': '.jpg', 'w': 2048, 'h': 2048, 'tn_w': 125, 'tn_h': 125, 'tim': 1670674341447400, 'time': 1670674341, 'md5': 'TRLUDgVOWD/JpOZlsgICFA==', 'fsize': 225243, 'resto': 38690437}, {'no': 38694313, 'now': '12/10/22(Sat)07:13:00', 'name': 'Anonymous', 'com': '<a href=""#p38693961"" class=""quotelink"">&gt;&gt;38693961</a><br><span class=""quote"">&gt;I&#039;m not a nazi I&#039;m LGBT+</span><br>?', 'time': 1670674380, 'resto': 38690437}]",
