,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies
0,1,1.0,1.0,01/29/21(Fri)06:20:11,Anonymous,Welcome to /vt/ - Virtual YouTubers,"This board is for the discussion of Virtual YouTubers (&quot;VTubers&quot;), including those streaming in Japanese, English, and other languages. VTubers don&#039;t necessarily need to be on Youtube of course, they can be on Twitch, Niconico, Bilibili, or any other platform.<br><br>Please note that discussion should pertain to a VTuber&#039;s streams and content, and should not pertain to their real lives, relationships, or appearances (&quot;IRL&quot;).",vt,.jpg,767,677,250,220,1611919211191,1611919211,/ByoddbBkujCu1jLWcCiGg==,145602,0,mod,welcome-to-vt-virtual-youtubers,3,0,0,1611921486,,,,,
1,38814437,,,12/12/22(Mon)04:28:21,Anonymous,/lig/ - Large Indies Global,"Blood Granny Edition<br><br><span class=""quote"">&gt;What is /lig/?</span><br>/lig/ is a thread for viewers to find, share, and discuss indie vtubers who have on average 500 viewers or more.<br><br><span class=""quote"">&gt;Why /lig/?</span><br>Large indie vtubers have more net fans, but they are outnumbered by 2views by the thousands. This is a thread for the VIP, regardless of what language they stream on.<br><br><span class=""quote"">&gt;Can I shill my 499view oshi here?</span><br>Considering averages fluctuate widely, all the way down to 100 is reasonable. The minimal requirement however is being Twitch partner or the YouTube equivalent in numbers.<br><br>Numbers for 12/11:<br>1: https://twitch.tv/ShyLily (6,253)<br>2: https://twitch.tv/Nihmune (4,389)<br>3: https://twitch.tv/Filian (4,191)<br>4: https://twitch.tv/OkCode (2,736)<br>5: https://twitch.tv/Anny (2,645)<br>6: https://twitch.tv/Trickywi (2,365)<br>7: https://twitch.tv/Saruei (2,236)<br>8: https://twitch.tv/Rainhoe (2,123)<br>9: https://twitch.tv/Snuffy (1,951)<br>10: https://twitch.tv/Limealicious (1,598)<br><br>Non-English:<br>1: https://twitch.tv/lilpaaaaaa (10,244) *Korean<br>2: https://twitch.tv/cotton__123 (5,789) *Korean<br>3: https://twitch.tv/KSPKSP (2,353) *Chinese<br><br><span class=""quote"">&gt;Wait isn&#039;t that one a corpo?</span><br>For historical reasons, small companies are fine temporarily as long as they have one talent at 500-ish.<br><br><span class=""quote"">&gt;Twitch Clips Guide</span><br>https://pastelink.net/34vd5<br><br><span class=""quote"">&gt;VOD Archival Guide</span><br>https://pastebin.com/1i8hF902 (embed) (embed)<br><br><span class=""quote"">&gt;Koikatsu cards (SEEEEEEEX)</span><br>https://mega.nz/folder/JYtkXJwL#07g<wbr>AQCQqI_9FsmX9oQJKSA<br><br><span class=""quote"">&gt;/lig/ Koikatsu Archive</span><br>https://mega.nz/folder/KfJXHCZZ#a_R<wbr>p4Ckt4wPZkB4zLdShew<br><br><span class=""quote"">&gt;Tiermaker</span><br>https://tiermaker.com/create/-lig--<wbr>unofficial-version-54-tier-list-mak<wbr>er-15161259<br><br><span class=""quote"">&gt;/lig/ Chuuba Birthday Calendar (WIP)</span><br>https://www.canva.com/design/DAE-Xg<wbr>WodVg/ofLz4QC1yPPQ4T6TTAE0fw/edit?u<wbr>tm_content=DAE-XgWodVg<br><br><span class=""quote"">&gt;Upcoming Birthdays:</span><br>January 2nd - Milky<br>January 3rd - Olivia Monroe<br>January 24th - Yuzu<br><br><span class=""quote"">&gt;Experimental /lig/ booru</span><br>https://booru.plus/+largeindiesglob<wbr>al<br><br><span class=""quote"">&gt;Ducks</span><br>(embed) (embed) https://www.twitch.tv/dashducks (embed) (embed)<br><br>Other useful threads:<br><a href=""//boards.4channel.org/vt/catalog#s=%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//</a>#/<br><a href=""//boards.4channel.org/vt/catalog#s=%2Fwvt%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//wvt/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fasp%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//asp/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fcorpo%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//corpo/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Findie%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//indie/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvsj+%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//vsj+/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvoms%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//voms/</a><br><a href=""//boards.4channel.org/vt/catalog#s=%2Fvrt%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//vrt/</a><br><br>Previous Thread <a href=""/vt/thread/38800376#p38800376"" class=""quotelink"">&gt;&gt;38800376</a>",1661631798838,.jpg,1600,900,250,140,1670837301841312,1670837301,Dm7jraDRgaA4EN204agHzw==,149047,0,,lig-large-indies-global,3,87,22,1670847362,0.0,0.0,82.0,20.0,"[{'no': 38817500, 'now': '12/12/22(Mon)06:52:08', 'name': 'Anonymous', 'com': '<a href=""#p38817279"" class=""quotelink"">&gt;&gt;38817279</a><br><span class=""quote"">&gt;shit that is painful to watch</span><br>i&#039;ve come to terms with this by just putting the stream on in the background and doing something else or taking a nap. on the off chance something interesting happens i can tell myself i&#039;ll catch it (probably not actually) and that&#039;s good enough to stave off the fomo<br>the hard part is when your oshi is on a multiple week stint of distracted/disappeared/emotionally distant streams and you begin to question whether that spark is gone or just temporarily diminished<br>i came here to flee the existential pain, not to further it<br>i&#039;m happy you have some streams to look forward to this week thank you for disposing of my trauma', 'time': 1670845928, 'resto': 38814437}, {'no': 38817637, 'now': '12/12/22(Mon)06:58:10', 'name': 'Anonymous', 'com': '<a href=""#p38815466"" class=""quotelink"">&gt;&gt;38815466</a><br><a href=""#p38815307"" class=""quotelink"">&gt;&gt;38815307</a><br><a href=""#p38816020"" class=""quotelink"">&gt;&gt;38816020</a><br>If it does not matter then why lie about it? Why would you want romantic and sexual attention from people who would treat you differently if they knew the truth?<br><br>If you ask women if a man tricking them into having sex with him through lies and manipulation would count as rape, they’ll most likely agree. In this community, it might fall under a very broad definition of &quot;grooming&quot;.<br><br>In case of Terumi, they also revealed during one of their breakdowns that their boyfriend of 4 (i think) years no longer wants to do anything with them, i wonder why. Couldn&#039;t possibly be because they were led on for years thinking they could have a future with this woman by a calculating predator who waited to establish a bond strong enough to convince a man to throw away his life for another man.', 'time': 1670846290, 'resto': 38814437}, {'no': 38818097, 'now': '12/12/22(Mon)07:15:16', 'name': 'Anonymous', 'com': 'Good morning and Happy Monday I love my oshi!<br>She said she doesn&#039;t have a fever but is feeling nauseous. Wants to stream, but most likely a chill one, either Evil Within 2 or just a little zatsu.', 'filename': '1656016665701', 'ext': '.jpg', 'w': 2048, 'h': 3072, 'tn_w': 83, 'tn_h': 125, 'tim': 1670847316933414, 'time': 1670847316, 'md5': '58xIyuu1dJ0ghzdMXUkmzQ==', 'fsize': 858219, 'resto': 38814437}, {'no': 38818100, 'now': '12/12/22(Mon)07:15:32', 'name': 'Anonymous', 'com': '<a href=""#p38817500"" class=""quotelink"">&gt;&gt;38817500</a><br>We&#039;re all going to make it', 'filename': '1653556974641', 'ext': '.png', 'w': 824, 'h': 956, 'tn_w': 107, 'tn_h': 125, 'tim': 1670847332826340, 'time': 1670847332, 'md5': 'Aa4MZH1nZRNPwpDJSVLDzg==', 'fsize': 601934, 'resto': 38814437}, {'no': 38818117, 'now': '12/12/22(Mon)07:16:02', 'name': 'Anonymous', 'com': 'Damn, wish I could’ve stayed up a bit longer in the morning to get my homie kisses', 'time': 1670847362, 'resto': 38814437}]"
2,38788339,,,12/11/22(Sun)19:46:22,Anonymous,/pkg/ - Production Kawaii General,"Dressing up Reina edition<br><br>Schedule<br>https://teamup.com/kshfyhfe5xdhwku7<wbr>v7<br><br>All song covers:<br>https://www.youtube.com/playlist?li<wbr>st=PLgw0Icl_o0Y2Ogqdlux_YYhJnMPk8x3<wbr>Ax<br><br>Merchandise:<br>https://productionkawaii.booth.pm<br><br><span class=""quote"">&gt;Gen1</span><br>【Charlotte Suzu シャーロット・スズ】<br>https://twitter.com/charsuzu_kawaii<wbr><br>https://www.youtube.com/channel/UCo<wbr>Aw3SML_09dF-7yhQU8wFQ<br><br>【Isla Coleman アイラ・コールマン】<br>https://twitter.com/isla_kawaii<br>https://www.youtube.com/channel/UCu<wbr>aDidGk4HNLOnQE9wzMMeQ<br><br>【Nene Amano 天野寧々】<br>https://twitter.com/amanene_kawaii<br>https://www.youtube.com/channel/UCu<wbr>1INzefw3R7M9-3QEHYmMQ<br><br>【Reina Sun レイナ・サン】<br>https://twitter.com/reina_kawaiii<br>https://www.youtube.com/channel/UCK<wbr>JexadCeNo3lu0U20skmNg<br><br><span class=""quote"">&gt;Gen2</span><br>【Lua Asuka 飛鳥瑠藍】<br>https://twitter.com/LuaAsuka_kawaii<wbr><br>https://www.youtube.com/channel/UCV<wbr>-9dgtVXHmqvzY9qdvoGYA<br><br>【Namiji Freesia ナミジ・フリージア】<br>https://twitter.com/namiji_kawaii<br>https://www.youtube.com/channel/UC2<wbr>gPbOjo_NM2QeroArW8Yeg<br><br>【Shee Icho 銀杏しい 】<br>https://twitter.com/SheeIcho_kawaii<wbr><br>https://www.youtube.com/channel/UCY<wbr>adZR9mRignx4RKvPow44g<br><br><span class=""quote"">&gt;Gen 3</span><br>【Aletta Sky アレッタ スカイ】<br>https://twitter.com/Aletta_kawaii<br>https://www.youtube.com/channel/UC0<wbr>lSxKAt9osiA29vnk1R4sg<br><br>【Miryu Kotofuji 琴藤みりゅう】<br>https://twitter.com/miryu_kawaii<br>https://www.youtube.com/channel/UC5<wbr>8Ng5nTN3aiVveus4DEEDg<br><br>【Oceane Otoishi 音衣詩おしあん】<br>https://twitter.com/Oceane_Kawaii<br>https://www.youtube.com/channel/UCY<wbr>GUJsKnR-DO27hmegGsKTg<br><br>【Peony Aeria ピオニー・エリア】<br>https://twitter.com/Peony_Kawaii<br>https://www.youtube.com/channel/UCF<wbr>cdX8we6-tSndu6w4bwnag<br><br>【Sava Safari サヴァ・サファリ】<br>https://twitter.com/sava_kawaii<br>https://www.youtube.com/channel/UCJ<wbr>GTtJdw1gtJKyMm0Fq2eng<br><br><span class=""quote"">&gt;Graduated</span><br>【Hana Flores ハナ・フローレス 】<br>https://www.youtube.com/channel/UCk<wbr>vYfE6_lEmstu6GoqPUOZQ<br>【Aruru Gray アルル・グレイ 】<br>https://www.youtube.com/channel/UC3<wbr>IEz9Vohkw1PLZR7fx8zqQ<br><br>▼Kawaii Friends<br>Prism <a href=""//boards.4channel.org/vt/catalog#s=%2Fppg+%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//ppg+/</a><br>Phase Connect <a href=""//boards.4channel.org/vt/catalog#s=%2Fpcg%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//pcg/</a><br>Tsunderia <a href=""//boards.4channel.org/vt/catalog#s=%2Ftsunx%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//tsunx/</a><br>Punished /aeg/ <a href=""//boards.4channel.org/vt/catalog#s=%2Fmyspace%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//myspace/</a><br>AkioAIR <a href=""//boards.4channel.org/vt/catalog#s=%2Faa%2F"" class=""quotelink"">&gt;&gt;&gt;/vt//aa/</a><br>V&amp;U <a href=""//boards.4channel.org/vt/catalog#s=vnug%2F"" class=""quotelink"">&gt;&gt;&gt;/vt/vnug/</a><br>Yuuka - https://twitter.com/YuukaBear1<br>Ebi - https://twitter.com/ushioebi<br>Rei Tadano - https://twitter.com/zinseifunTai<br>Shabel Tonya - https://twitter.com/ShabelTonya<br>Mogu Mugune - https://www.youtube.com/channel/UCK<wbr>j-DqyMpHgYNB3-9lZq8-w<br><br>Last Thread: <a href=""/vt/thread/38759881#p38759881"" class=""quotelink"">&gt;&gt;38759881</a>",reina dress up,.png,1500,2000,187,250,1670805982444084,1670805982,51MfqQ8juk+Gt4GEEFfdTA==,1770970,0,,pkg-production-kawaii-general,3,274,43,1670847360,0.0,0.0,269.0,42.0,"[{'no': 38817535, 'now': '12/12/22(Mon)06:53:24', 'name': 'Anonymous', 'com': '<a href=""#p38817401"" class=""quotelink"">&gt;&gt;38817401</a><br>I dropped Niji a long time ago and that thread is filled with so many low quality posts that shitposting becomes pointless.', 'time': 1670846004, 'resto': 38788339}, {'no': 38817574, 'now': '12/12/22(Mon)06:55:22', 'name': 'Anonymous', 'com': '<a href=""#p38817416"" class=""quotelink"">&gt;&gt;38817416</a><br><a href=""#p38817479"" class=""quotelink"">&gt;&gt;38817479</a><br>I just wish her stream times were better for me. Most of them seem to start at like 5AM my time lately', 'time': 1670846122, 'resto': 38788339}, {'no': 38817578, 'now': '12/12/22(Mon)06:55:39', 'name': 'Anonymous', 'com': '<a href=""#p38817479"" class=""quotelink"">&gt;&gt;38817479</a><br>She can get much bigger much quicker if she just gets rid of that stupid, fucking egregious existence of a mutt.', 'time': 1670846139, 'resto': 38788339}, {'no': 38817618, 'now': '12/12/22(Mon)06:57:40', 'name': 'Anonymous', 'com': 'https://youtu.be/APKao0qH1FY', 'filename': '1654359453700', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670846260174802, 'time': 1670846260, 'md5': 'zXnAsJCoWYhG/Yi12G/sYA==', 'fsize': 109330, 'resto': 38788339}, {'no': 38818115, 'now': '12/12/22(Mon)07:16:00', 'name': 'Anonymous', 'com': 'I&#039;m the delay in Lua&#039;s stream btw', 'time': 1670847360, 'resto': 38788339}]"
3,38817787,,,12/12/22(Mon)07:04:09,Anonymous,,"<span class=""quote"">&gt;Gura is honorary JP and will do more things with them</span><br>Even Mori is doing more thing with JP<br><span class=""quote"">&gt;She is doing her JP reps</span><br>It&#039;s been more than 2 years and she is still the worst at Japanese in EN<br><span class=""quote"">&gt;She doesn&#039;t collab with males</span><br>She doesn&#039;t stream anyway<br><span class=""quote"">&gt;She is an idol</span><br>Idols care about fans and don&#039;t ghost them for weeks<br>I think some people should accept Gura will never change",1612146572824,.jpg,1280,720,250,140,1670846649113833,1670846649,yrokQF6tFWf7K8A6t0fpzQ==,80554,0,,gura-is-honorary-jp-and-will-do-more-things-with,3,10,0,1670847360,0.0,0.0,5.0,0.0,"[{'no': 38818012, 'now': '12/12/22(Mon)07:11:52', 'name': 'Anonymous', 'com': '<a href=""#p38817787"" class=""quotelink"">&gt;&gt;38817787</a><br>Lotta wishful thinking, OP.', 'time': 1670847112, 'resto': 38817787}, {'no': 38818019, 'now': '12/12/22(Mon)07:12:08', 'name': 'Anonymous', 'com': '<a href=""#p38817896"" class=""quotelink"">&gt;&gt;38817896</a><br>The Ina of EN.', 'time': 1670847128, 'resto': 38817787}, {'no': 38818042, 'now': '12/12/22(Mon)07:12:41', 'name': 'Anonymous', 'com': '<a href=""#p38817955"" class=""quotelink"">&gt;&gt;38817955</a><br>The ones living in your head?<br>Are they in your room right now?', 'time': 1670847161, 'resto': 38817787}, {'no': 38818063, 'now': '12/12/22(Mon)07:13:28', 'name': 'Anonymous', 'com': '<a href=""#p38817921"" class=""quotelink"">&gt;&gt;38817921</a><br>tsundere dogfuckers', 'time': 1670847208, 'resto': 38817787}, {'no': 38818116, 'now': '12/12/22(Mon)07:16:00', 'name': 'Anonymous', 'com': 'I read this <a href=""#p38817955"" class=""quotelink"">&gt;&gt;38817955</a> and thought &quot;Cumbuds gonna deny this&quot; and here is this <a href=""#p38818042"" class=""quotelink"">&gt;&gt;38818042</a>', 'time': 1670847360, 'resto': 38817787}]"
4,38817427,,,12/12/22(Mon)06:49:19,Anonymous,Why she hates porn so much?,"Even that bare back meme disgusted her, and it was very tame!",1624978081122,.png,247,329,187,250,1670845759138908,1670845759,mPEVA6wmotWaCZsGVKBYUA==,138686,0,,why-she-hates-porn-so-much,3,9,0,1670847357,0.0,0.0,4.0,0.0,"[{'no': 38817946, 'now': '12/12/22(Mon)07:09:49', 'name': 'Anonymous', 'com': '<a href=""#p38817427"" class=""quotelink"">&gt;&gt;38817427</a><br>Porn industry pun sucks hard cock.', 'time': 1670846989, 'resto': 38817427}, {'no': 38817994, 'now': '12/12/22(Mon)07:11:07', 'name': 'Anonymous', 'com': '<a href=""#p38817645"" class=""quotelink"">&gt;&gt;38817645</a><br>go back', 'time': 1670847067, 'resto': 38817427}, {'no': 38818003, 'now': '12/12/22(Mon)07:11:31', 'name': 'Anonymous', 'com': '<a href=""#p38817427"" class=""quotelink"">&gt;&gt;38817427</a><br>She hates the idea of her disgusting fans enjoying her body.', 'time': 1670847091, 'resto': 38817427}, {'no': 38818088, 'now': '12/12/22(Mon)07:14:48', 'name': 'Anonymous', 'com': '<a href=""#p38817427"" class=""quotelink"">&gt;&gt;38817427</a><br>PTSD. College will not pay for itself.', 'time': 1670847288, 'resto': 38817427}, {'no': 38818114, 'now': '12/12/22(Mon)07:15:57', 'name': 'Anonymous', 'com': '<a href=""#p38817427"" class=""quotelink"">&gt;&gt;38817427</a><br>Porn was literally created by the hollywood jews to brainwash and control the public', 'time': 1670847357, 'resto': 38817427}]"
5,38800520,,,12/11/22(Sun)23:02:48,Anonymous,/∞/ - Ouro Kronii General - 02:44,"<span class=""quote"">&gt;Current Stream:【Members Only】Unarchived Karaoke: Sing</span><br>https://www.youtube.com/watch?v=d05<wbr>nVOTrQMg<br><br><span class=""quote"">&gt;Previous Stream:【Dying Light】Surviving With @CeresFauna</span><br>https://www.youtube.com/watch?v=k6T<wbr>_hWpGX78<br><br><span class=""quote"">&gt;Previous Stream:【Sonic Frontiers】Let&#039;s | #2</span><br>https://youtu.be/ZNj_yhVQTDY<br><br><span class=""quote"">&gt;Tags:</span><br>#ourokronii (General)<br>#krotime (Streams)<br>#kronillust (Art)<br>#kroniijokes (Memes)<br>#OKTK (Fanbase tag)<br>#kroniirotic (Unofficial Tag for NSFW Art)<br><br><span class=""quote"">&gt;Handy links:</span><br>YouTube: https://www.youtube.com/channel/UCm<wbr>bs8T6MWqUHP1tIQvSgKrg<br>Twitter: https://twitter.com/ourokronii<br>TikTok: https://www.tiktok.com/@ourokronii_<wbr>holoen<br>Free Chat Room: https://www.youtube.com/watch?v=nnA<wbr>Y-x9AtNk<br>Debut VoD: https://www.youtube.com/watch?v=W3o<wbr>Vrq94mGM<br><br><span class=""quote"">&gt;Music:</span><br>【Original Song MV】Daydream - Ouro Kronii: https://www.youtube.com/watch?v=6W7<wbr>49jRBg-4<br>Kronii&#039;s Original Song 「Daydream」: https://cover.lnk.to/Daydream<br>【Original Song MV】Rise -【hololive English -Council- Original Song】: https://www.youtube.com/watch?v=jHi<wbr>bTDJlTJw<br>Kronii&#039;s Latest Cover Song MAFIA / マフィア: https://www.youtube.com/watch?v=iEr<wbr>1aBephZ8<br>Kronii&#039;s Zatsudan BGM: https://www.youtube.com/watch?v=0dP<wbr>7cdf-EgI<br>Kronii&#039;s Game BGM: https://www.youtube.com/watch?v=aE3<wbr>yq2GQQmk<br>Kronii&#039;s Member BGM: https://www.youtube.com/watch?v=-QU<wbr>t_6oM9jI<br>Kronii&#039;s Birthday BGM: https://www.youtube.com/watch?v=6TX<wbr>GPOaYp30<br>Kronii&#039;s Anniversary BGM: https://www.youtube.com/watch?v=Z2O<wbr>oITXJfAI<br><br><span class=""quote"">&gt;Current Schedule:</span><br>12/11 - Membership: Unarchived Karaoke (New Mic) @ 6PM PST / 9PM EST, (12/12) 2AM GMT / 11AM JST<br><br><span class=""quote"">&gt;If you can&#039;t do timezones, consult the following:</span><br>https://stream-calendar.vercel.app/<wbr><br><br><span class=""quote"">&gt;Previous Thread:</span><br><a href=""/vt/thread/38786815#p38786815"" class=""quotelink"">&gt;&gt;38786815</a><br><br><span class=""quote"">&gt;Current Bond Level: 7.0</span><br><br><span class=""quote"">&gt;Fanfic Listing:</span><br><s>https://docs.google.com/document/d/<wbr>1tBsaVE7MLlrZY8fkE1EK-X4X8qSkbCsKFs<wbr>mxjwcBUU0/edit?usp=sharing</s><br><br><span class=""quote"">&gt;Fanart Gallery:</span><br><s>https://azure-gallery.net/illusts?q<wbr>uery=vtuber%3A%E3%82%AA%E3%83%BC%E3<wbr>%83%AD%E3%83%BB%E3%82%AF%E3%83%AD%E<wbr>3%83%8B%E3%83%BC&amp;kenzen=false</s><br><br>Remember to report and ignore schizos and Londoners. KRONII LOVE!<br><span class=""quote"">&gt;Also report any Leaks or Defamation against Kronii to Cover using this link</span><br>https://cover-corp.com/report/en/",FjvUnmmaUAEMRTL,.jpg,1920,1080,250,140,1670817768229333,1670817768,PZ/wPfqNcjHjJKOKFid3wA==,834417,0,,ouro-kronii-general-0244,3,289,53,1670847352,0.0,0.0,284.0,52.0,"[{'no': 38817972, 'now': '12/12/22(Mon)07:10:19', 'name': 'Anonymous', 'com': '<a href=""#p38811741"" class=""quotelink"">&gt;&gt;38811741</a><br>I would have lost interest in vtubers and go back to being a videogame addict like i used to be and maybe i&#039;d have a little more money on my wallet...', 'time': 1670847019, 'resto': 38800520}, {'no': 38817986, 'now': '12/12/22(Mon)07:10:43', 'name': 'Anonymous', 'com': '<a href=""#p38817940"" class=""quotelink"">&gt;&gt;38817940</a><br>It&#039;s not good for you, y&#039;know.', 'time': 1670847043, 'resto': 38800520}, {'no': 38818036, 'now': '12/12/22(Mon)07:12:30', 'name': 'Anonymous', 'com': '<a href=""#p38817986"" class=""quotelink"">&gt;&gt;38817986</a><br>sleeping is literally not good for me.', 'time': 1670847150, 'resto': 38800520}, {'no': 38818066, 'now': '12/12/22(Mon)07:13:33', 'name': 'Anonymous', 'com': '<a href=""#p38818036"" class=""quotelink"">&gt;&gt;38818036</a><br>How so?', 'time': 1670847213, 'resto': 38800520}, {'no': 38818112, 'now': '12/12/22(Mon)07:15:52', 'name': 'Anonymous', 'com': 'Morning Kronies...', 'filename': 'The Pitt[sound=files.catbox.moe%2Fgdvp2z.ogg]', 'ext': '.webm', 'w': 728, 'h': 360, 'tn_w': 125, 'tn_h': 61, 'tim': 1670847352751479, 'time': 1670847352, 'md5': '8OPBckUj/9T8cg3SSlQXig==', 'fsize': 3009870, 'resto': 38800520}]"
6,38715320,,,12/10/22(Sat)17:12:07,Anonymous,/ehe~/Kobo Kanaeru,"Bokobokobo- Kobo Kanaeru at your service! Let me be your sun to shine your day, ehe~ ;D<br><br><br><span class=""quote"">&gt;Channel link:</span><br>https://www.youtube.com/channel/UCj<wbr>LEmnpCNeisMxy134KPwWw<br><br><span class=""quote"">&gt;Twitter link:</span><br>https://twitter.com/kobokanaeru<br><br><span class=""quote"">&gt;Recent Stream</span><br>https://youtu.be/MEJ2xoTGU2M<br><br><span class=""quote"">&gt;DEBUT STREAM</span><br>https://www.youtube.com/watch?v=-Bv<wbr>izyVVhxw<br><br><span class=""quote"">&gt;Karaoke</span><br>https://www.youtube.com/watch?v=mUC<wbr>_F1eTKUM&amp;t=12340s<br>https://www.youtube.com/watch?v=2kP<wbr>CrKFRtuI&amp;t=3914s<br>https://www.youtube.com/watch?v=zzD<wbr>tTiE71q0&amp;t=466s<br>https://www.youtube.com/watch?v=dFc<wbr>NmvKwJLk&amp;t=6346s<br>https://youtu.be/Y3ZTVZzc9yM<br>https://youtu.be/2sOwPQYcbIg<br><br><span class=""quote"">&gt;Original Song</span><br>https://www.youtube.com/watch?v=SF-<wbr>_47-oCtk<br><br><span class=""quote"">&gt;Hashtags :</span><br>Live : #OnAeru<br>Announcement : #Kobocast<br>Fanart : #AeruSeni<br>Fan name : #Kobokerz<br>Meme : #Kobobrok<br><br><span class=""quote"">&gt;Last thread</span><br><span class=""deadlink"">&gt;&gt;36083751</span>",_smoochhhhh[sound=files.catbox.moe%2Fz94q4p.mp3],.jpg,1005,778,250,193,1670710327503487,1670710327,Pjq1jxCv6NH/vFaQeO1ehw==,462196,0,,ehekobo-kanaeru,3,198,55,1670847351,0.0,0.0,193.0,55.0,"[{'no': 38817902, 'now': '12/12/22(Mon)07:08:29', 'name': 'Anonymous', 'com': '<a href=""#p38817839"" class=""quotelink"">&gt;&gt;38817839</a><br>Nice house', 'time': 1670846909, 'resto': 38715320}, {'no': 38817985, 'now': '12/12/22(Mon)07:10:38', 'name': 'Anonymous', 'com': 'WHY IS SHE SOOOOO CUTEEEE OMG', 'time': 1670847038, 'resto': 38715320}, {'no': 38818055, 'now': '12/12/22(Mon)07:13:07', 'name': 'Anonymous', 'com': 'The Alcoholic Holy Spirit', 'time': 1670847187, 'resto': 38715320}, {'no': 38818091, 'now': '12/12/22(Mon)07:15:07', 'name': 'Anonymous', 'com': '<a href=""#p38818055"" class=""quotelink"">&gt;&gt;38818055</a><br>just like my dad', 'time': 1670847307, 'resto': 38715320}, {'no': 38818110, 'now': '12/12/22(Mon)07:15:51', 'name': 'Anonymous', 'com': 'This is like watching a child play house', 'time': 1670847351, 'resto': 38715320}]"
7,38783273,,,12/11/22(Sun)17:56:41,Anonymous,,"Post the best soundpost in the world, or I&#039;ll eat your souls!",retarded[sound=files.catbox.moe%2Fcwd16u.mp3],.png,435,405,249,232,1670799401603870,1670799401,BjZZ7ykDkCg+jZwWwj6tDg==,213493,0,,post-the-best-soundpost-in-the-world-or-ill-eat,3,78,69,1670847349,0.0,0.0,73.0,67.0,"[{'no': 38813710, 'now': '12/12/22(Mon)03:57:47', 'name': 'Anonymous', 'com': '<a href=""#p38785961"" class=""quotelink"">&gt;&gt;38785961</a><br>kek', 'time': 1670835467, 'resto': 38783273}, {'no': 38814237, 'now': '12/12/22(Mon)04:19:23', 'name': 'Anonymous', 'filename': 'IRySoLewd[sound=files.catbox.moe%2Fbqctzn.mp3]', 'ext': '.png', 'w': 980, 'h': 1540, 'tn_w': 79, 'tn_h': 125, 'tim': 1670836763897906, 'time': 1670836763, 'md5': 'oG47wgTKe6csF4nTxpfU6g==', 'fsize': 1593547, 'resto': 38783273}, {'no': 38815529, 'now': '12/12/22(Mon)05:22:47', 'name': 'Anonymous', 'com': '<a href=""#p38785232"" class=""quotelink"">&gt;&gt;38785232</a><br><a href=""#p38786126"" class=""quotelink"">&gt;&gt;38786126</a><br><a href=""#p38811323"" class=""quotelink"">&gt;&gt;38811323</a><br><a href=""#p38813145"" class=""quotelink"">&gt;&gt;38813145</a><br>your sounds posts do not work you fools, your filenames/links are dead', 'time': 1670840567, 'resto': 38783273}, {'no': 38815617, 'now': '12/12/22(Mon)05:27:57', 'name': 'Anonymous', 'com': '<a href=""#p38815529"" class=""quotelink"">&gt;&gt;38815529</a><br>1st and 3rd work. Your adblock is blocking pomf.', 'time': 1670840877, 'resto': 38783273}, {'no': 38818107, 'now': '12/12/22(Mon)07:15:49', 'name': 'Anonymous', 'com': '<a href=""#p38811877"" class=""quotelink"">&gt;&gt;38811877</a><br><a href=""#p38813107"" class=""quotelink"">&gt;&gt;38813107</a>', 'filename': 'Basically, KYS [sound=https%3A%2F%2Ffiles.catbox.moe%2Fsmo1h3.mp3]', 'ext': '.png', 'w': 722, 'h': 434, 'tn_w': 125, 'tn_h': 75, 'tim': 1670847349353489, 'time': 1670847349, 'md5': 'RJpRMWnFz44azzoX1+yu3A==', 'fsize': 450366, 'resto': 38783273}]"
