,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,country,bumplimit,imagelimit,semantic_url,country_name,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub
63,127108062,12/13/22(Tue)06:16:14,Anonymous,left or right?,1665761712059,.jpg,1480,955,250,161,1670930174496473,1670930174,h9XfZ47kTx1wpO0KleVpLg==,440104,0,AR,0,0,left-or-right,Argentina,43,3,38.0,3.0,"[{'no': 127108926, 'now': '12/13/22(Tue)06:52:25', 'name': 'Anonymous', 'com': '<a href=""#p127108062"" class=""quotelink"">&gt;&gt;127108062</a><br>Right all day long.<br><br>Nice pussy colour.<br><br>Left could do with a skin bleaching', 'time': 1670932345, 'resto': 127108062, 'country': 'XS', 'country_name': 'Scotland'}, {'no': 127108937, 'now': '12/13/22(Tue)06:52:49', 'name': 'Anonymous', 'com': '<a href=""#p127108062"" class=""quotelink"">&gt;&gt;127108062</a><br>easy choice, right.', 'time': 1670932369, 'resto': 127108062, 'country': 'MY', 'country_name': 'Malaysia'}, {'no': 127108988, 'now': '12/13/22(Tue)06:54:58', 'name': 'Anonymous', 'com': 'Right. Purple gook pussy is disgusting', 'time': 1670932498, 'resto': 127108062, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 127108990, 'now': '12/13/22(Tue)06:55:07', 'name': 'Anonymous', 'com': '<a href=""#p127108732"" class=""quotelink"">&gt;&gt;127108732</a><br>No, everything I do is to make them want me.', 'time': 1670932507, 'resto': 127108062, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127109102, 'now': '12/13/22(Tue)07:01:33', 'name': 'Anonymous', 'com': '<a href=""#p127108844"" class=""quotelink"">&gt;&gt;127108844</a><br>Link to the documentary', 'time': 1670932893, 'resto': 127108062, 'country': 'PH', 'country_name': 'Philippines'}]",1670933072,
64,127106975,12/13/22(Tue)05:24:53,Anonymous,.,Screenshot_20221211-140510_Chrome,.jpg,720,1080,166,250,1670927093544348,1670927093,VJgmOABjPaP0pUTkr1frxA==,177651,0,AR,0,0,,Argentina,18,2,13.0,1.0,"[{'no': 127107411, 'now': '12/13/22(Tue)05:45:42', 'name': 'Anonymous', 'com': '<a href=""#p127106975"" class=""quotelink"">&gt;&gt;127106975</a><br>They also predicted that Messi is going to be MVP and Top scorer', 'filename': 'FjtYZpoWAAELfZa', 'ext': '.jpg', 'w': 920, 'h': 1636, 'tn_w': 70, 'tn_h': 125, 'tim': 1670928342454800, 'time': 1670928342, 'md5': 'NJhDgzjG+6DpuRUxe3V9WQ==', 'fsize': 235992, 'resto': 127106975, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127108675, 'now': '12/13/22(Tue)06:42:07', 'name': 'Anonymous', 'com': '<a href=""#p127107265"" class=""quotelink"">&gt;&gt;127107265</a><br>Mexico&#039;s curse is yet to be proven right.', 'time': 1670931727, 'resto': 127106975, 'country': 'MX', 'country_name': 'Mexico'}, {'no': 127108854, 'now': '12/13/22(Tue)06:49:05', 'name': 'Anonymous', 'com': '<a href=""#p127108675"" class=""quotelink"">&gt;&gt;127108675</a><br>What is Mexico curse ?', 'time': 1670932145, 'resto': 127106975, 'country': 'FR', 'country_name': 'France'}, {'no': 127109047, 'now': '12/13/22(Tue)06:58:28', 'name': 'Anonymous', 'com': '<a href=""#p127106975"" class=""quotelink"">&gt;&gt;127106975</a><br>So they got three right?', 'time': 1670932708, 'resto': 127106975, 'country': 'XE', 'country_name': 'England'}, {'no': 127109101, 'now': '12/13/22(Tue)07:01:22', 'name': 'Anonymous', 'com': '<a href=""#p127106975"" class=""quotelink"">&gt;&gt;127106975</a><br><span class=""quote"">&gt;GER 0-3 BRA</span><br>weebs took this away from us', 'time': 1670932882, 'resto': 127106975, 'country': 'BR', 'country_name': 'Brazil'}]",1670932882,
65,127108676,12/13/22(Tue)06:42:10,Anonymous,SOVL,Fjsr2_NWAAAgKXC,.jpg,3277,4096,200,250,1670931730099520,1670931730,eht/+yjMkDyMJKdJtuqocw==,1693334,0,FR,0,0,sovl,France,20,2,15.0,2.0,"[{'no': 127109055, 'now': '12/13/22(Tue)06:58:45', 'name': 'Anonymous', 'com': '<a href=""#p127109040"" class=""quotelink"">&gt;&gt;127109040</a><br>Calm down schizo', 'time': 1670932725, 'resto': 127108676, 'country': 'FR', 'country_name': 'France'}, {'no': 127109060, 'now': '12/13/22(Tue)06:58:59', 'name': 'Anonymous', 'com': '<a href=""#p127109040"" class=""quotelink"">&gt;&gt;127109040</a><br>It&#039;s a pretty well known stereotype here and it might have come from b*ng movies, but who cares. You need to have sex, touch grass, take meds, etc.', 'time': 1670932739, 'resto': 127108676, 'country': 'BG', 'country_name': 'Bulgaria'}, {'no': 127109073, 'now': '12/13/22(Tue)06:59:59', 'name': 'Anonymous', 'com': '<a href=""#p127108995"" class=""quotelink"">&gt;&gt;127108995</a><br>Not only was Napoleon Italian, the most French guy on your &quot;French&quot; squad is half Italian.', 'time': 1670932799, 'resto': 127108676, 'country': 'XE', 'country_name': 'England'}, {'no': 127109079, 'now': '12/13/22(Tue)07:00:10', 'name': 'Anonymous', 'com': '<a href=""#p127109055"" class=""quotelink"">&gt;&gt;127109055</a><br>Aaaah mdr, le classique calme toi schizo alors que t&#039;es un autiste sans âme ni emotion, vraiment pertinente ta remarque.', 'time': 1670932810, 'resto': 127108676, 'country': 'FR', 'country_name': 'France'}, {'no': 127109100, 'now': '12/13/22(Tue)07:01:18', 'name': 'Anonymous', 'com': '<a href=""#p127109060"" class=""quotelink"">&gt;&gt;127109060</a><br>But i do, that&#039;s why i&#039;m a normal dude and you&#039;re mentally colonised.', 'time': 1670932878, 'resto': 127108676, 'country': 'FR', 'country_name': 'France'}]",1670932878,
66,127095922,12/12/22(Mon)20:39:13,Anonymous,"I don&#039;t want either of these countries to win the World Cup, because it would destroy the prestige of the tournament. There, I said it. You can call me a snob, an elitist, whatever. I don&#039;t care. People want the World Cup to be associated with countries like Argentina, Brazil, England, Italy, Germany etc. Real football countries with time-honoured histories, cultures and legends. Imagine looking at a list of past winners and seeing fucking Croatia or Morocco amongst them. Grim.",hrvatska-maroko,.jpg,1280,634,250,123,1670895553416877,1670895553,RdBEozuJv+Uea1TBcqkKlw==,88469,0,XE,0,0,i-dont-want-either-of-these-countries-to-win-the,England,223,20,218.0,20.0,"[{'no': 127108476, 'now': '12/13/22(Tue)06:32:56', 'name': 'Anonymous', 'com': '<a href=""#p127106450"" class=""quotelink"">&gt;&gt;127106450</a><br>Don&#039;t forget Russia, the greatest country in Europe.', 'time': 1670931176, 'resto': 127095922, 'country': 'AU', 'country_name': 'Australia'}, {'no': 127108780, 'now': '12/13/22(Tue)06:46:01', 'name': 'Anonymous', 'com': '<a href=""#p127107861"" class=""quotelink"">&gt;&gt;127107861</a><br>I’m talking about Greek culture and its influence on Western history back then. Obviously the existence of Greece itself was not a mystery. But the people who built cathedrals in the kingdoms of France or Portugal around 1250 (in a distinctly non-Greek style, to hear the mass in Latin) would have been quite puzzled if you told them that the schismatic Greeks were the foundation of their own history.', 'time': 1670931961, 'resto': 127095922, 'country': 'LU', 'country_name': 'Luxembourg'}, {'no': 127108967, 'now': '12/13/22(Tue)06:54:02', 'name': 'Anonymous', 'com': 'Im rooting for Morrocco just for the riots tbchwy (to be completely honest with you)', 'time': 1670932442, 'resto': 127095922, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127108987, 'now': '12/13/22(Tue)06:54:56', 'name': 'Anonymous', 'com': '<a href=""#p127108780"" class=""quotelink"">&gt;&gt;127108780</a><br>but Latin is literally derived from Greek. And if you&#039;re gonna argue that the Byzantine empire being the cultural and military power of highest prominence in Europe for 1000 years right in the middle of the medieval period, attracting millions from all over the continent to visit, study, and migrate to, and seen by its contemporaries as the continuation of the Roman Empire did not influence the rest of the continent I&#039;m gonna have to respectfully disagree.', 'time': 1670932496, 'resto': 127095922, 'country': 'PT', 'country_name': 'Portugal'}, {'no': 127109097, 'now': '12/13/22(Tue)07:01:04', 'name': 'Anonymous', 'com': 'you can all stop crying about this because we&#039;re not getting through argentina', 'time': 1670932864, 'resto': 127095922, 'country': 'HR', 'country_name': 'Croatia'}]",1670932864,
67,127108942,12/13/22(Tue)06:53:00,Anonymous,S O V L,Heinze Argentina WC 2010,.webm,480,270,250,140,1670932380936255,1670932380,SQyrPN984rMRZ1iKmUMPzw==,2820232,0,BR,0,0,s-o-v-l,Brazil,5,0,,,"[{'no': 127108972, 'now': '12/13/22(Tue)06:54:14', 'name': 'Anonymous', 'com': '<a href=""#p127108942"" class=""quotelink"">&gt;&gt;127108942</a><br>Kek, I remember this', 'time': 1670932454, 'resto': 127108942, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127108996, 'now': '12/13/22(Tue)06:55:35', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;write &quot;b&quot;</span><br><span class=""quote"">&gt;read &quot;v&quot;</span><br><br>why are bobos like this?', 'time': 1670932535, 'resto': 127108942, 'country': 'HR', 'country_name': 'Croatia'}, {'no': 127109002, 'now': '12/13/22(Tue)06:55:57', 'name': 'Anonymous', 'com': '<a href=""#p127108972"" class=""quotelink"">&gt;&gt;127108972</a><br>Who is the second guy from left to right? The other two are Tevez and Messi.', 'time': 1670932557, 'resto': 127108942, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127109045, 'now': '12/13/22(Tue)06:58:12', 'name': 'Anonymous', 'com': '<a href=""#p127109002"" class=""quotelink"">&gt;&gt;127109002</a><br>Pastore i think', 'time': 1670932692, 'resto': 127108942, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127109080, 'now': '12/13/22(Tue)07:00:11', 'name': 'Anonymous', 'com': 'based. fuck cameras<br>imagine if now a long ball were deviated by one of those stupid drones', 'time': 1670932811, 'resto': 127108942, 'country': 'AR', 'country_name': 'Argentina'}]",1670932811,
68,127108429,12/13/22(Tue)06:30:53,Anonymous,Every team Brazil have beaten in the last 5 World Cups.,34A14F1D-F24B-4E86-954B-8DB9E5AAF866,.jpg,629,650,241,250,1670931053992106,1670931053,us0yGzlmbK3rAklrR2dfug==,48207,0,XS,0,0,every-team-brazil-have-beaten-in-the-last-5-world,Scotland,7,1,2.0,0.0,"[{'no': 127108644, 'now': '12/13/22(Tue)06:40:19', 'name': 'Anonymous', 'com': '<a href=""#p127108429"" class=""quotelink"">&gt;&gt;127108429</a><br>south american teams are a mirage', 'time': 1670931619, 'resto': 127108429, 'country': 'XE', 'country_name': 'England'}, {'no': 127108657, 'now': '12/13/22(Tue)06:41:05', 'name': 'Anonymous', 'com': '<a href=""#p127108522"" class=""quotelink"">&gt;&gt;127108522</a><br>The white man started trying', 'time': 1670931665, 'resto': 127108429, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127108665, 'now': '12/13/22(Tue)06:41:39', 'name': 'Anonymous', 'com': '<a href=""#p127108592"" class=""quotelink"">&gt;&gt;127108592</a><br>you are very good but your coaches are shit.<br>They simply don&#039;t know how to manage an elite team.<br>Once you forget your misplaced pride and hire a coach from a European team you will start winning cups again.', 'time': 1670931699, 'resto': 127108429, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108742, 'now': '12/13/22(Tue)06:44:37', 'name': 'Anonymous', 'com': '<a href=""#p127108522"" class=""quotelink"">&gt;&gt;127108522</a><br>Brazilians cant into soulless football.', 'time': 1670931877, 'resto': 127108429, 'country': 'XE', 'country_name': 'England'}, {'no': 127109075, 'now': '12/13/22(Tue)07:00:04', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;O HEXA</span>', 'filename': '1619724407048', 'ext': '.jpg', 'w': 492, 'h': 388, 'tn_w': 125, 'tn_h': 98, 'tim': 1670932804255636, 'time': 1670932804, 'md5': 'HvPkRB6MMsRLdavNMZQZkg==', 'fsize': 40034, 'resto': 127108429, 'country': 'BR', 'country_name': 'Brazil'}]",1670932804,
69,127107483,12/13/22(Tue)05:49:21,Anonymous,Tell me about Cech. Why did he wear the helmet?,OIP,.jpg,474,309,250,162,1670928561910898,1670928561,4xGcVJ/62l21vVqkE9ndYA==,19069,0,IE,0,0,tell-me-about-cech-why-did-he-wear-the-helmet,Ireland,9,2,4.0,0.0,"[{'no': 127108063, 'now': '12/13/22(Tue)06:16:17', 'name': 'Anonymous', 'com': '<a href=""#p127107595"" class=""quotelink"">&gt;&gt;127107595</a><br><a href=""#p127107627"" class=""quotelink"">&gt;&gt;127107627</a><br>lmao', 'time': 1670930177, 'resto': 127107483, 'country': 'PL', 'country_name': 'Poland'}, {'no': 127108401, 'now': '12/13/22(Tue)06:29:54', 'name': 'Anonymous', 'com': 'To conceal his Jewish horns', 'time': 1670930994, 'resto': 127107483, 'country': 'US', 'country_name': 'United States'}, {'no': 127108919, 'now': '12/13/22(Tue)06:52:07', 'name': 'Anonymous', 'com': 'is /tv/ a designated newfag board now?', 'time': 1670932327, 'resto': 127107483, 'country': 'ID', 'country_name': 'Indonesia'}, {'no': 127108997, 'now': '12/13/22(Tue)06:55:49', 'name': 'Anonymous', 'com': 'What&#039;s the mata Chelsea, didn&#039;t you cech the game plan? You look terryfied', 'filename': 'harubye', 'ext': '.jpg', 'w': 848, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670932549028777, 'time': 1670932549, 'md5': '9U865lwKOEPLfzdqhRPtTg==', 'fsize': 61409, 'resto': 127107483, 'country': 'BG', 'country_name': 'Bulgaria'}, {'no': 127109072, 'now': '12/13/22(Tue)06:59:58', 'name': 'Anonymous', 'filename': '1449753680816', 'ext': '.jpg', 'w': 422, 'h': 453, 'tn_w': 116, 'tn_h': 125, 'tim': 1670932798981092, 'time': 1670932798, 'md5': 'AdNQuGJ2SrggLoyXSltt0w==', 'fsize': 56354, 'resto': 127107483, 'country': 'BR', 'country_name': 'Brazil'}]",1670932798,
70,127107730,12/13/22(Tue)06:01:32,Anonymous,I have no love for the janitorial staff,1670708875937468.web,.webm,540,960,140,250,1670929292240568,1670929292,x1zP/htzYIKKN3VC3paQOQ==,857259,0,AR,0,0,i-have-no-love-for-the-janitorial-staff,Argentina,6,1,1.0,0.0,"[{'no': 127107805, 'now': '12/13/22(Tue)06:04:56', 'name': 'Anonymous', 'com': '<a href=""#p127107730"" class=""quotelink"">&gt;&gt;127107730</a><br>why not? they are serving us for free', 'time': 1670929496, 'resto': 127107730, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127107814, 'now': '12/13/22(Tue)06:05:36', 'name': 'Anonymous', 'com': '<a href=""#p127107805"" class=""quotelink"">&gt;&gt;127107805</a><br>For free? Surely not.', 'time': 1670929536, 'resto': 127107730, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127108038, 'now': '12/13/22(Tue)06:15:09', 'name': 'Anonymous', 'com': '<a href=""#p127107730"" class=""quotelink"">&gt;&gt;127107730</a><br>BUILT', 'time': 1670930109, 'resto': 127107730, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127108051, 'now': '12/13/22(Tue)06:15:39', 'name': 'Anonymous', 'com': '<a href=""#p127107730"" class=""quotelink"">&gt;&gt;127107730</a><br>Based. <br>A song in your honour.', 'filename': 'janny of oldposts', 'ext': '.jpg', 'w': 1080, 'h': 1866, 'tn_w': 72, 'tn_h': 125, 'tim': 1670930139542976, 'time': 1670930139, 'md5': 'O5jvmPudtbGt3XT1bQGmIA==', 'fsize': 401550, 'resto': 127107730, 'country': 'IN', 'country_name': 'India'}, {'no': 127109070, 'now': '12/13/22(Tue)06:59:48', 'name': 'Anonymous', 'com': 'That&#039;s a giant pusy', 'time': 1670932788, 'resto': 127107730, 'country': 'NL', 'country_name': 'Netherlands'}]",1670932788,
71,127102527,12/13/22(Tue)00:12:32,Anonymous,Post yours and discuss the accuracy of these maps.<br>https://www.mapchart.net/world.html<wbr>,15985236958,.png,6460,3403,250,131,1670908352359835,1670908352,ZAgo55YUL1eDKhs4hwR7ag==,3121694,0,TN,0,0,its-time-to-settle-this-once-and-for-all,Tunisia,55,2,50.0,2.0,"[{'no': 127107951, 'now': '12/13/22(Tue)06:11:42', 'name': 'Anonymous', 'com': '<a href=""#p127107910"" class=""quotelink"">&gt;&gt;127107910</a><br>t.colorBlind frog', 'time': 1670929902, 'resto': 127102527, 'country': 'TN', 'country_name': 'Tunisia'}, {'no': 127107959, 'now': '12/13/22(Tue)06:12:06', 'name': 'Anonymous', 'com': '<a href=""#p127107949"" class=""quotelink"">&gt;&gt;127107949</a><br>He wasn&#039;t wrong though', 'time': 1670929926, 'resto': 127102527, 'country': 'FR', 'country_name': 'France'}, {'no': 127108057, 'now': '12/13/22(Tue)06:15:52', 'name': 'Anonymous', 'com': 'Im not really a football fan but croatia is the one I would like to see win it', 'time': 1670930152, 'resto': 127102527, 'country': 'FI', 'country_name': 'Finland'}, {'no': 127108369, 'now': '12/13/22(Tue)06:28:23', 'name': 'Anonymous', 'com': '<a href=""#p127102527"" class=""quotelink"">&gt;&gt;127102527</a><br>Fuck you and fuck france<br>We support croatia', 'time': 1670930903, 'resto': 127102527, 'country': 'DE', 'country_name': 'Germany'}, {'no': 127109051, 'now': '12/13/22(Tue)06:58:33', 'name': 'Anonymous', 'com': '<a href=""#p127102527"" class=""quotelink"">&gt;&gt;127102527</a><br>im supporting morocco as i have many moroccan friends here sorry', 'time': 1670932713, 'resto': 127102527, 'country': 'ES', 'country_name': 'Spain'}]",1670932713,it&#039;s time to settle this once and for all.
72,127108074,12/13/22(Tue)06:16:40,Anonymous,"<span class=""quote"">&gt;be american</span><br><span class=""quote"">&gt;dont know how to write an article</span><br>how are ameri&quot;cans&quot; so stupid?",Captura de pantalla 2022-12-13 121534,.png,1316,791,250,150,1670930200281086,1670930200,FhzlFJVJz7XgsomAsnwudA==,774856,0,ES,0,0,be-american,Spain,7,1,2.0,0.0,"[{'no': 127108460, 'now': '12/13/22(Tue)06:32:03', 'name': 'Anonymous', 'com': 'Great thread. Keep it up', 'time': 1670931123, 'resto': 127108074, 'country': 'US', 'country_name': 'United States'}, {'no': 127108783, 'now': '12/13/22(Tue)06:46:09', 'name': 'Anonymous', 'com': '<a href=""#p127108169"" class=""quotelink"">&gt;&gt;127108169</a><br>They let their slaves die of disease or semt them to war', 'time': 1670931969, 'resto': 127108074, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 127108866, 'now': '12/13/22(Tue)06:49:34', 'name': 'Anonymous', 'com': '<a href=""#p127108169"" class=""quotelink"">&gt;&gt;127108169</a><br>Fucking retarded islander, how did you come up with that as the reason of Argentina low black population lmao<br><br>The answer is literally one search away in YouTube.', 'time': 1670932174, 'resto': 127108074, 'country': 'PE', 'country_name': 'Peru'}, {'no': 127109007, 'now': '12/13/22(Tue)06:56:04', 'name': 'Anonymous', 'com': '<a href=""#p127108783"" class=""quotelink"">&gt;&gt;127108783</a><br>do you have a single historical proof or record to back that up?', 'time': 1670932564, 'resto': 127108074, 'country': 'AR', 'country_name': 'Argentina'}, {'no': 127109048, 'now': '12/13/22(Tue)06:58:29', 'name': 'Anonymous', 'com': 'uh oh', 'filename': '1657413566582', 'ext': '.jpg', 'w': 1024, 'h': 654, 'tn_w': 125, 'tn_h': 79, 'tim': 1670932709773300, 'time': 1670932709, 'md5': '+eDyHSayUnvW2xvNGcMM1Q==', 'fsize': 154414, 'resto': 127108074, 'country': 'CA', 'country_name': 'Canada'}]",1670932709,
73,127107692,12/13/22(Tue)05:59:25,Anonymous,"I don&#039;t know who I want to win between Croatia vs Argentina bros.<br><br><span class=""quote"">&gt;Croatia</span><br>Shit strikers, 50/50 vs M*rocco in the final if they get there<br><br><span class=""quote"">&gt;Argentina</span><br>Argentina winning is a bad thing already, but they&#039;d beat M*rocco in the final<br><br>The only good guys left are France, let&#039;s hope they don&#039;t choke against the nafris.",pepe,.jpg,512,512,250,250,1670929165541084,1670929165,H4URgNjjeAqgxod+pus8PQ==,180066,0,AU,0,0,i-dont-know-who-i-want-to-win-between-croatia-vs,Australia,6,2,1.0,0.0,"[{'no': 127107935, 'now': '12/13/22(Tue)06:10:51', 'name': 'Anonymous', 'com': '<a href=""#p127107733"" class=""quotelink"">&gt;&gt;127107733</a><br><span class=""quote"">&gt;Isn&#039;t it night in Australia, just go to sleep</span><br><br>Just ask one of your cousins Pajeet, they&#039;re all here anyway.', 'time': 1670929851, 'resto': 127107692, 'country': 'AU', 'country_name': 'Australia'}, {'no': 127108788, 'now': '12/13/22(Tue)06:46:23', 'name': 'Anonymous', 'com': '<a href=""#p127107692"" class=""quotelink"">&gt;&gt;127107692</a><br>Just listen to your heart.', 'time': 1670931983, 'resto': 127107692, 'country': 'MX', 'country_name': 'Mexico'}, {'no': 127108927, 'now': '12/13/22(Tue)06:52:27', 'name': 'Anonymous', 'com': 'Only focus on the semifinals. X vs Y final is purely speculative for another 34 hours', 'time': 1670932347, 'resto': 127107692, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 127108953, 'now': '12/13/22(Tue)06:53:27', 'name': 'Anonymous', 'com': '<a href=""#p127107692"" class=""quotelink"">&gt;&gt;127107692</a><br><span class=""quote"">&gt;France, the Bantu team, a good guy</span><br><br>opinion discarded - all sane people are rooting for Argentina or Croatia.', 'filename': '1223423', 'ext': '.png', 'w': 200, 'h': 178, 'tn_w': 125, 'tn_h': 111, 'tim': 1670932407818742, 'time': 1670932407, 'md5': 'noGyHG5HXgg0GBfmJRTSiA==', 'fsize': 95929, 'resto': 127107692, 'country': 'PT', 'country_name': 'Portugal'}, {'no': 127109046, 'now': '12/13/22(Tue)06:58:16', 'name': 'Anonymous', 'com': '<a href=""#p127107692"" class=""quotelink"">&gt;&gt;127107692</a><br><a href=""#p127108788"" class=""quotelink"">&gt;&gt;127108788</a><br>Just listen to your heart.', 'filename': 'flag-of-croatia-heart-roy-pedersen', 'ext': '.jpg', 'w': 900, 'h': 732, 'tn_w': 125, 'tn_h': 101, 'tim': 1670932696841500, 'time': 1670932696, 'md5': 'zHwri4jp/Z2wAeqvBpRf+A==', 'fsize': 39124, 'resto': 127107692, 'country': 'HR', 'country_name': 'Croatia'}]",1670932696,
74,127106637,12/13/22(Tue)05:05:42,Anonymous,huh?,pau,.png,537,720,186,250,1670925942586905,1670925942,U8IFWTzLG5b58mE4a3AaSA==,488521,0,AR,0,0,hit-or-miss,Argentina,21,5,16.0,4.0,"[{'no': 127107589, 'now': '12/13/22(Tue)05:54:51', 'name': 'Anonymous', 'com': '<a href=""#p127106854"" class=""quotelink"">&gt;&gt;127106854</a><br>Looks like a tranny now.', 'time': 1670928891, 'resto': 127106637, 'country': 'FI', 'country_name': 'Finland'}, {'no': 127108153, 'now': '12/13/22(Tue)06:19:39', 'name': 'Anonymous', 'com': '<a href=""#p127107529"" class=""quotelink"">&gt;&gt;127107529</a><br>I&#039;d still hit the left one', 'time': 1670930379, 'resto': 127106637, 'country': 'IT', 'country_name': 'Italy'}, {'no': 127108199, 'now': '12/13/22(Tue)06:21:32', 'name': 'Anonymous', 'com': '<a href=""#p127106854"" class=""quotelink"">&gt;&gt;127106854</a><br>It&#039;s over, doesn&#039;t even look like the same person', 'time': 1670930492, 'resto': 127106637, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 127108212, 'now': '12/13/22(Tue)06:21:59', 'name': 'Anonymous', 'com': '<a href=""#p127106637"" class=""quotelink"">&gt;&gt;127106637</a><br>Hit', 'time': 1670930519, 'resto': 127106637, 'country': 'IT', 'country_name': 'Italy'}, {'no': 127109023, 'now': '12/13/22(Tue)06:56:47', 'name': 'Anonymous', 'com': '<a href=""#p127106854"" class=""quotelink"">&gt;&gt;127106854</a><br>ouch. a colossal wall hit. 13 going on 30.', 'filename': '1523604746317', 'ext': '.webm', 'w': 714, 'h': 396, 'tn_w': 124, 'tn_h': 69, 'tim': 1670932607741829, 'time': 1670932607, 'md5': 'fwbY4Cv6Mz77CrUX+TPGLg==', 'fsize': 355988, 'resto': 127106637, 'country': 'US', 'country_name': 'United States'}]",1670932607,hit or miss?
75,127106586,12/13/22(Tue)05:02:03,Anonymous,Who hooked you on football?,65190172_2145409165587517_6057889098553622528_n,.jpg,594,426,250,179,1670925723909185,1670925723,5JADH82G1Hj6BYroXlvDXg==,27181,0,GE,0,0,who-hooked-you-on-football,Georgia,64,15,59.0,12.0,"[{'no': 127108796, 'now': '12/13/22(Tue)06:46:51', 'name': 'Anonymous', 'com': '<a href=""#p127108571"" class=""quotelink"">&gt;&gt;127108571</a><br>Fuck me that chelshit squad was pure kino pic related was my inspiration for the pseudo kante playstyle', 'filename': 'claude-makelele-chelsea-1599652899-46997', 'ext': '.jpg', 'w': 1002, 'h': 560, 'tn_w': 125, 'tn_h': 69, 'tim': 1670932011705492, 'time': 1670932011, 'md5': '3HvK3zQQgulZ/fsRrEcazw==', 'fsize': 302951, 'resto': 127106586, 'country': 'XE', 'country_name': 'England'}, {'no': 127108810, 'now': '12/13/22(Tue)06:47:21', 'name': 'Anonymous', 'com': 'Certified boomer here', 'filename': 'cantona kick', 'ext': '.jpg', 'w': 624, 'h': 351, 'tn_w': 125, 'tn_h': 70, 'tim': 1670932041516132, 'time': 1670932041, 'md5': 'JQR7tHJkREiBuZOhT60Gyg==', 'fsize': 52388, 'resto': 127106586, 'country': 'PL', 'country_name': 'Poland'}, {'no': 127108831, 'now': '12/13/22(Tue)06:48:11', 'name': 'Anonymous', 'com': '<a href=""#p127106586"" class=""quotelink"">&gt;&gt;127106586</a><br>tim cahill in this kit whatever year that was', 'filename': 'TimCahillAMW-Media-Management', 'ext': '.jpg', 'w': 396, 'h': 594, 'tn_w': 83, 'tn_h': 125, 'tim': 1670932091261218, 'time': 1670932091, 'md5': 'momptyQDAWoBqy9N5MmIvg==', 'fsize': 48897, 'resto': 127106586, 'country': 'AU', 'country_name': 'Australia'}, {'no': 127108859, 'now': '12/13/22(Tue)06:49:18', 'name': 'Anonymous', 'com': '<a href=""#p127106744"" class=""quotelink"">&gt;&gt;127106744</a><br>I don&#039;t like natural dribblers. I Just want to break his legs when I see one.', 'time': 1670932158, 'resto': 127106586, 'country': 'CZ', 'country_name': 'Czech Republic'}, {'no': 127109019, 'now': '12/13/22(Tue)06:56:31', 'name': 'Anonymous', 'com': '<a href=""#p127107203"" class=""quotelink"">&gt;&gt;127107203</a><br>Fifa was always cool and nostalgic with the memorable soundtracks but when I played winning eleven and pes it wasn’t even close. If you’re a kid who actually plays the game in real life winning eleven felt like a true simulation compared to fifa.', 'time': 1670932591, 'resto': 127106586, 'country': 'US', 'country_name': 'United States'}]",1670932591,
